1 2
2 1
3 3
5 2
10 2
12 1
14 2
17 3
18 1
19 3
21 2
24 1
25 1
26 1
27 4
29 1
38 1
39 1
40 1
41 1
42 1
43 2
44 1
45 1
48 1
49 3
51 1
53 1
54 1
56 2
57 2
61 2
62 1
64 1
66 1
67 2
70 1
71 1
75 1
78 1
79 1
81 1
84 1
87 2
89 1
92 1
93 1
96 2
97 2
99 1
101 1
102 2
103 1
104 1
105 1
107 2
108 1
109 1
110 2
114 2
116 2
118 2
120 1
123 1
125 1
126 4
127 1
128 23
130 2
132 1
135 1
136 1
137 1
138 1
140 1
142 1
144 1
147 1
148 3
149 2
150 1
154 1
156 1
162 1
165 1
167 1
174 1
175 1
177 2
184 1
185 1
187 1
194 1
195 1
198 1
209 2
214 1
216 1
218 1
220 1
230 1
231 1
236 1
238 1
240 3
241 1
242 1
250 1
253 1
254 3
255 5
256 17
257 3
258 6
260 1
261 1
264 1
265 1
266 2
267 1
269 2
270 1
273 1
279 1
280 1
284 1
288 2
291 1
292 1
295 2
296 2
299 1
300 1
302 1
303 1
307 1
309 2
312 1
313 1
314 1
318 1
323 1
324 2
326 1
327 1
328 1
332 1
333 1
336 1
337 2
339 1
341 1
343 1
347 1
348 2
350 1
352 1
354 2
356 1
357 2
359 2
362 1
363 1
364 2
365 1
367 1
368 1
370 2
378 1
379 2
380 1
381 4
382 1
383 1
384 6
385 1
386 1
388 2
392 2
393 1
396 1
399 1
400 1
405 1
412 1
413 1
416 2
427 1
430 1
433 1
434 1
439 2
440 1
442 2
451 1
452 1
454 1
455 1
458 1
465 1
467 1
468 2
470 3
473 1
478 1
481 1
491 1
492 1
493 2
496 1
498 1
500 1
504 1
508 2
511 1
512 1
513 3
520 1
521 1
524 1
525 1
530 1
540 1
543 1
544 1
545 2
549 1
557 1
561 1
567 1
569 1
577 1
581 3
588 1
589 1
598 1
607 1
611 1
612 1
619 1
623 1
628 2
629 1
631 1
637 2
649 1
651 1
658 1
709 1
739 1
749 1
765 1
819 1
822 1
836 1
916 1
972 1
974 1
991 1
1005 1
1025 1
1037 1
1051 1
1087 1
1124 1
1126 1
1150 1
1153 1
1177 1
1181 1
1198 1
1206 1
1252 1
1254 1
1273 1
1275 1
1278 3
1279 1
1280 2
1284 1
1287 1
1288 1
