testid msgsize chunksize datasize time bandwidth numpaths/job maxpath/job minpath/job avgpath/job medpath/job totalhopbytes maxhopbytes minhopbytes avghopbytes medhopbytes totalcopies maxcopies/path mincopies/paths avgcopies/paths medcopies/path totalhops maxhops/path minhop/path avghops/path medhop/path totalcopies/node maxopies/node mincopies/node avgcopies/node medcopies/node maxloadpath minloadpath avgloadpath medloadpath maxloadlink minloadlink avgloadlink medloadlink totalrput maxrputs minrput avgrput medrput
0 8388608 65536 2048 5079 403228 5402 29 5 21.10 21 8150624020 6710884 578524 1508816.00 1525200 91060 78 5 16.86 18 20584 4 2 3.81 4 91085 135 5 30.18 17 8 1 2.36 2 6619136 262144 929894.79 655360 123853 198 5 41.02 17
1 8388608 65536 4096 59672 68641 3012 20 1 5.88 6 38761738734 125829120 838860 12869103.17 8388604 525896 1792 7 174.60 108 23495 16 2 7.80 7 525921 1807 8 279.00 213 8 1 3.86 3 41943040 393216 6365591.65 4521984 591457 2063 8 313.77 223
2 8388608 65536 8192 69152 118463 3478 17 1 3.40 2 73963548831 134217728 559240 21266115.25 11184808 997504 1920 11 286.80 147 25953 16 1 7.46 7 997529 2710 8 542.14 367 8 1 3.92 3 58720256 458752 11179316.31 8388608 1128601 3222 8 613.37 371
3 8388608 65536 16384 138154 118592 7255 22 1 3.54 2 155739691258 134217728 932066 21466532.22 9786707 2114214 1920 7 291.41 130 59933 17 2 8.26 8 2114214 4213 9 575.61 337 13 1 4.69 3 109051904 327680 12185993.57 8388608 2376383 5237 9 646.81 337
4 8388608 65536 4096 38970 105106 3724 21 1 7.27 7 38850756502 125829120 932066 10432533.97 7549740 527268 1792 7 141.59 105 30543 16 2 8.20 8 527293 1058 6 275.21 242 8 1 4.14 4 27918336 393216 5266368.84 4325376 592829 1186 6 305.58 276
5 8388608 65536 4096 4646 881618 8824 25 12 17.23 17 18440252006 3495250 1006632 2089783.77 2207525 214128 44 10 24.27 28 37976 5 3 4.30 5 214153 151 5 59.82 58 8 1 3.19 2 5111808 327680 1538879.92 1048576 279689 220 5 78.13 75
6 8388608 65536 8192 55782 146857 5175 25 1 5.05 5 73978875552 125829120 335544 14295434.89 9586976 997722 1792 8 192.80 126 39452 16 1 7.62 7 997747 1638 5 454.97 405 8 1 4.13 4 40501248 327680 7747056.61 6094848 1128819 1894 5 514.74 466
7 8388608 65536 16384 64543 253846 7808 17 1 3.81 3 155863877350 134217728 762600 19962074.46 12582909 2116134 1920 8 271.02 168 64955 17 1 8.32 8 2116134 3178 10 557.32 474 8 1 4.01 3 49610752 458752 9626510.22 8126464 2378278 3178 10 624.88 520
8 8388608 65536 8192 41865 195676 4569 17 1 4.46 4 74388143147 117440512 986894 16281055.62 11184808 1003982 1664 8 219.74 147 37287 16 2 8.16 8 1004007 2325 7 469.60 364 8 1 4.27 4 49610752 458752 8525719.08 7012352 1135079 2453 7 519.01 419
9 8388608 65536 8192 46719 175346 5502 19 1 5.37 5 74119887635 125829120 441505 13471444.50 8388606 999876 1792 7 181.73 112 43054 16 1 7.83 7 999901 2244 7 438.75 346 8 1 4.24 4 46137344 393216 7300089.44 5636096 1130973 2244 7 491.30 399
10 8388608 65536 8192 6644 1232992 14483 23 4 14.14 14 31951573329 6990505 364722 2206143.29 2097150 354388 84 12 24.47 22 54123 5 1 3.74 3 354413 177 21 86.53 86 8 1 2.48 1 7405568 327680 1456268.90 851968 485485 276 21 118.53 97
11 8388608 65536 16384 52408 312624 10109 18 1 4.94 5 155881516650 142606336 932067 15420072.87 9586976 2116402 2048 8 209.36 126 81281 17 1 8.04 8 2116402 2714 11 519.11 429 8 1 3.92 3 53149696 458752 7522095.77 5636096 2378546 2714 11 583.41 503
12 8388608 65536 16384 70057 233866 5555 11 1 2.71 2 156639189497 134217728 1677720 28197873.90 17975580 2127994 1920 13 383.08 250 47969 17 2 8.64 8 2127994 2684 13 612.73 471 8 1 3.61 3 58720256 720896 11795187.05 8388608 2390163 2812 16 590.46 418
13 8388608 65536 16384 54795 299005 8354 14 1 4.08 4 156291186909 134217728 1525200 18708545.24 12582909 2122646 1920 12 254.09 168 71705 17 2 8.58 8 2122646 2106 9 576.49 494 8 1 4.23 4 46137344 589824 9217362.43 7798784 2384790 2161 13 597.09 494
14 8388608 65536 16384 53540 306014 9857 16 1 4.81 4 155909193826 134217728 524288 15817103.97 9786707 2116802 1920 9 214.75 128 81327 17 1 8.25 8 2116802 2081 9 536.58 451 8 1 4.12 4 47775744 524288 7900806.01 6291456 2378946 2209 13 592.22 503
