testid msgsize chunksize datasize time bandwidth numpaths/job maxpath/job minpath/job avgpath/job medpath/job totalhopbytes maxhopbytes minhopbytes avghopbytes medhopbytes totalcopies maxcopies/path mincopies/paths avgcopies/paths medcopies/path totalhops maxhops/path minhop/path avghops/path medhop/path totalcopies/node maxopies/node mincopies/node avgcopies/node medcopies/node maxloadpath minloadpath avgloadpath medloadpath maxloadlink minloadlink avgloadlink medloadlink totalrput maxrputs minrput avgrput medrput
0 8388608 65536 1024 5140 199221 972 9 3 7.59 8 3702504836 11184808 1864134 3809161.35 4194304 40032 126 15 41.19 48 3376 4 2 3.47 4 40057 103 14 29.72 32 2 1 1.41 1 5570560 917504 1546978.65 1179648 56441 170 14 39.17 32
1 8388608 65536 2048 37831 54135 865 10 1 3.38 3 17248314466 117440512 1677720 19940247.94 13421768 230418 1664 13 266.38 182 6111 14 2 7.06 7 230443 1216 12 244.37 197 4 1 2.36 2 29360128 786432 6667243.02 5570560 263211 1472 12 279.12 203
2 8388608 65536 4096 87586 46765 1859 20 1 3.63 3 33080949433 117440512 645277 17795023.90 9786707 439230 1664 9 236.27 126 12477 14 1 6.71 6 439255 2453 11 437.94 288 8 1 3.75 3 59310080 393216 9942995.06 7208960 504791 2965 11 502.78 288
3 8388608 65536 8192 88476 92590 3770 18 1 3.68 2 69652132479 125829120 1048576 18475366.71 9437184 931712 1792 8 247.14 128 28037 15 2 7.44 7 931712 3224 8 493.49 319 11 1 4.15 3 92274688 458752 10303345.00 7274496 1062809 4248 8 562.63 319
4 8388608 65536 2048 30237 67731 761 10 1 2.97 3 17358464818 109051904 1677720 22810072.03 16777212 232092 1536 13 304.98 210 5520 14 2 7.25 7 232117 790 13 241.54 195 3 1 1.95 2 20971520 786432 6116231.49 5046272 264860 917 13 272.21 243
5 8388608 65536 2048 5817 352071 1201 7 3 4.69 4 7077627172 13981010 3595116 5893111.72 6291456 75150 172 36 62.57 64 4011 5 3 3.34 3 75175 128 18 53.28 51 2 1 1.59 2 5636096 1179648 2804327.54 2818048 107943 224 18 74.24 64
6 8388608 65536 4096 35198 116370 1423 10 1 2.78 2 32966927638 117440512 1048576 23167201.43 14680064 437500 1664 12 307.45 192 9690 14 1 6.81 6 437525 1387 16 389.60 340 4 1 2.35 2 29360128 786432 7997808.66 6946816 503061 1643 16 447.96 384
7 8388608 65536 8192 58257 140618 3549 12 1 3.47 3 69900703562 117440512 1677720 19695887.17 12582912 935518 1664 13 263.60 171 27093 15 2 7.63 7 935518 2123 11 495.51 407 7 1 3.55 3 44433408 655360 9149220.19 7208960 1066590 2123 11 564.33 450
8 8388608 65536 4096 38353 106797 1542 10 1 3.01 3 33437706960 109051904 2396744 21684634.86 15099489 444680 1536 18 288.38 200 11403 14 2 7.39 7 444705 1648 13 415.61 364 5 1 2.91 3 37748736 786432 8534332.77 7340032 510241 1776 13 459.68 409
9 8388608 65536 4096 46965 87213 1497 9 1 2.92 3 33051865053 117440512 2396744 22078734.17 13981010 438784 1664 18 293.11 172 10263 14 2 6.86 6 438809 1740 14 383.91 323 4 1 2.40 2 33554432 917504 7742121.23 6291456 504345 1868 14 432.54 375
10 8388608 65536 4096 8308 493018 1952 6 2 3.81 4 12344115303 13981010 1398101 6323829.56 6291456 122594 168 42 62.80 64 5678 5 1 2.91 3 122619 127 21 59.84 64 2 1 1.48 1 6946816 1376256 3211588.35 2818048 188155 224 21 91.83 68
11 8388608 65536 8192 51493 159089 4006 14 1 3.91 4 69714233032 117440512 1290554 17402454.58 10485760 932672 1664 10 232.82 133 29506 15 2 7.37 7 932672 2123 12 460.35 372 6 1 3.11 3 50331648 589824 7336721.40 5570560 1063769 2123 12 524.80 447
12 8388608 65536 8192 44402 184496 2075 7 1 2.03 2 70423439387 117440512 2396744 33939006.93 25165824 943508 1664 18 454.70 320 16300 15 2 7.86 8 943508 1760 21 553.70 458 5 1 2.60 2 41943040 1179648 11239016.10 8388608 1074580 1760 26 530.92 416
13 8388608 65536 8192 44152 185540 2700 9 1 2.64 2 69988088710 125829120 2097152 25921514.34 16777216 936860 1792 21 346.99 234 20451 15 1 7.57 7 936860 1701 14 515.32 438 5 1 2.81 3 41943040 917504 9620342.48 8388608 1067957 1701 18 537.20 458
14 8388608 65536 8192 38105 214984 3316 13 1 3.24 3 69594710750 117440512 1398101 20987548.48 13421768 930836 1664 15 280.71 175 24273 15 1 7.32 7 930836 1728 14 474.67 425 5 1 2.81 3 37748736 589824 8061299.98 6946816 1061908 1728 18 524.92 477
15 8388608 65536 8192 5013 1634151 2048 2 2 2.00 2 17179869184 8388608 8388608 8388608.00 8388608 131072 64 64 64.00 64 4096 2 2 2.00 2 131072 64 64 64.00 64 2 1 1.33 1 8388608 4194304 5592405.33 4194304 262144 192 64 128.00 64
16 8388608 65536 1024 29230 35032 207 4 1 1.62 1 10617181224 92274688 18874368 51290730.55 41943040 145620 1280 256 703.48 576 2056 11 9 9.93 10 145645 853 32 292.46 277 3 1 1.93 2 25165824 2097152 9950416.25 8388608 162004 853 32 325.96 321
17 8388608 65536 1024 3703 276532 1038 12 5 8.11 8 3798098810 6710884 699050 3659054.73 4194304 41404 78 13 39.89 48 3659 5 1 3.53 4 41429 101 11 40.38 37 2 1 1.54 2 3342336 655360 1592596.45 1638400 57813 220 11 56.35 40
18 8388608 65536 1024 6403 159925 835 8 3 6.52 7 3869544165 13981010 2097152 4634184.63 4194304 42588 172 16 51.00 48 3018 5 2 3.61 4 42613 133 16 50.07 48 2 1 1.56 2 5636096 1048576 1992159.27 2097152 58997 261 16 69.33 50
19 8388608 65536 2048 38050 53823 896 13 1 3.50 3 15705709306 100663296 699050 17528693.42 10485760 206874 1408 10 230.89 128 5635 13 1 6.29 6 206899 1279 10 259.27 178 4 1 2.29 2 33554432 589824 6379032.54 4194304 239667 1344 13 300.33 207
20 8388608 65536 2048 30014 68234 682 10 1 2.66 2 15513857103 109051904 838860 22747591.06 13981010 203940 1536 14 299.03 172 4238 13 1 6.21 6 203965 1152 13 257.53 192 3 1 1.88 2 25165824 786432 6864113.05 5373952 236708 1184 13 299.25 202
21 8388608 65536 2048 37472 54654 919 13 1 3.59 3 15332745529 109051904 699050 16684162.71 10485760 201170 1536 10 218.90 128 5598 13 1 6.09 6 201195 1323 11 241.82 160 4 1 2.24 2 29360128 589824 6134998.31 4194304 233938 1451 11 281.51 170
22 8388608 65536 4096 42304 96822 1376 13 1 2.69 2 30800749274 109051904 1290554 22384265.46 13981010 404436 1536 10 293.92 172 8726 13 2 6.34 6 404461 1675 11 430.28 351 5 1 2.75 2 37748736 589824 9722249.05 8388608 469997 2187 11 500.00 352
23 8388608 65536 4096 39034 104934 1106 9 1 2.16 2 30863524768 100663296 932067 27905537.76 19573414 405396 1408 14 366.54 256 7099 12 1 6.42 6 405421 1814 14 456.04 373 4 1 2.38 2 33554432 917504 10356711.26 8388608 470957 2243 14 529.17 384
24 8388608 65536 4096 43210 94792 1328 14 1 2.59 2 30462192378 100663296 1198372 22938397.88 14680064 399272 1408 9 300.66 192 8287 12 1 6.24 6 399297 1920 12 433.08 299 5 1 2.72 2 41943040 589824 9997261.93 8388608 464833 2432 12 504.16 306
25 8388608 65536 8192 42032 194899 2237 11 1 2.18 2 64502765577 109051904 1398101 28834495.12 19573414 853160 1536 12 381.39 256 15762 14 1 7.05 7 853160 2240 11 630.10 523 6 1 2.97 2 44695552 720896 12142814.07 8388608 984232 3264 11 726.91 523
26 8388608 65536 8192 44148 185557 1881 10 1 1.84 1 64515203765 117440512 838860 34298353.94 25165824 853348 1664 12 453.67 320 13254 14 1 7.05 7 853348 2324 13 623.79 512 5 1 2.60 2 41943040 786432 12635125.17 8388608 984420 3348 13 719.61 512
27 8388608 65536 8192 47833 171262 2159 15 1 2.11 1 64016865204 117440512 1118480 29651164.99 20971520 845748 1664 8 391.73 275 15012 14 1 6.95 7 845748 2352 13 640.23 502 6 1 2.93 2 46137344 524288 12500854.43 8388608 976820 3376 13 739.45 502
28 8388608 65536 2048 40941 50023 742 11 1 2.90 2 15520826373 109051904 838860 20917555.76 12582912 204048 1536 12 275.00 160 4512 13 1 6.08 6 204073 1003 12 252.88 181 3 1 1.93 2 25165824 720896 6638140.88 4718592 236816 1088 12 290.57 217
29 8388608 65536 2048 42255 48467 1141 18 1 4.46 3 15137571284 92274688 466033 13266933.64 6291456 198182 1280 8 173.69 80 6658 12 1 5.84 5 198207 1322 7 245.31 123 5 1 2.75 2 37748736 458752 6254355.04 3932160 230975 1450 7 285.86 137
30 8388608 65536 2048 36397 56268 1141 19 1 4.46 3 14819769471 92274688 441505 12988404.44 5991860 193314 1280 8 169.43 72 6456 12 1 5.66 5 193339 1450 7 261.62 130 5 1 2.69 2 37748736 393216 6173545.81 3670016 226107 1578 7 305.96 152
31 8388608 65536 2048 10969 186707 1220 9 2 4.77 5 8249282180 20971520 1864134 6761706.70 6291456 92956 256 15 76.19 64 4680 6 2 3.84 4 92981 208 14 65.99 63 2 1 1.53 2 8388608 917504 2687360.75 2752512 125749 336 14 89.25 64
32 8388608 65536 2048 12529 163460 986 6 2 3.85 4 8863681328 16777216 4194303 8989534.82 8388605 102436 215 42 103.89 96 4096 6 3 4.15 4 102461 277 21 88.56 75 2 1 1.50 2 8388608 1376256 3255227.53 2818048 135229 405 21 116.88 75
33 8388608 65536 2048 4201 487502 1694 9 5 6.62 7 6867045602 8388605 932067 4053745.93 4194303 71516 100 28 42.22 42 5442 5 1 3.21 3 71541 122 14 51.36 43 2 1 1.54 2 3342336 917504 1937725.04 2097152 104309 246 14 74.88 52
34 8388608 65536 4096 40173 101959 1756 14 1 3.43 3 31169558183 100663296 1198372 17750317.87 10066326 410056 1408 10 233.52 128 10957 12 2 6.24 6 410081 1536 13 408.85 362 5 1 2.80 2 37748736 589824 7967381.73 5898240 475617 1792 13 474.19 447
35 8388608 65536 4096 39820 102862 1447 11 1 2.83 2 31343494754 100663296 1525200 21661019.18 11744047 412718 1408 12 285.22 156 8989 13 2 6.21 6 412743 1366 11 410.28 366 4 1 2.37 2 33554432 720896 8248119.51 6291456 478279 1622 11 475.43 427
36 8388608 65536 4096 45311 90397 1374 13 1 2.68 2 31990962390 109051904 645277 23283087.62 12582912 422604 1536 13 307.57 160 8768 13 1 6.38 6 422629 1536 9 446.75 376 4 1 2.38 2 33554432 589824 8681341.39 7012352 488165 1792 9 516.03 449
37 8388608 65536 8192 49607 165137 2474 11 1 2.42 2 65943987410 109051904 1198372 26654804.94 18874368 875152 1536 12 353.74 256 17451 14 1 7.05 7 875152 2005 18 560.99 501 5 1 2.77 2 41943040 720896 10455667.68 8388608 1006224 2517 18 644.60 522
38 8388608 65536 8192 43093 190100 2400 9 1 2.34 2 65460618066 117440512 1048576 27275257.53 16777216 867782 1664 14 361.58 234 16693 14 1 6.96 7 867782 2101 16 557.70 481 5 1 2.75 2 41943040 917504 10784332.08 8388608 998879 2613 16 641.54 491
39 8388608 65536 8192 51785 158192 2836 13 1 2.77 2 65077852115 117440512 645277 22947056.46 14680064 861948 1664 12 303.93 192 19407 14 1 6.84 6 861948 2241 14 568.19 479 6 1 3.14 3 44761088 589824 10528807.43 8388608 993045 2753 14 654.18 485
40 8388608 65536 4096 38210 107197 1710 11 1 3.34 3 33314202763 109051904 2287800 19481989.92 12582912 442796 1536 19 258.95 168 12078 14 2 7.06 7 442821 1525 12 400.02 350 5 1 2.96 3 37748736 720896 8155213.21 6946816 508357 1653 12 454.30 395
