testid msgsize chunksize datasize time bandwidth numpaths/job maxpath/job minpath/job avgpath/job medpath/job totalhopbytes maxhopbytes minhopbytes avghopbytes medhopbytes totalcopies maxcopies/path mincopies/paths avgcopies/paths medcopies/path totalhops maxhops/path minhop/path avghops/path medhop/path totalcopies/node maxopies/node mincopies/node avgcopies/node medcopies/node maxloadpath minloadpath avgloadpath medloadpath maxloadlink minloadlink avgloadlink medloadlink totalrput maxrputs minrput avgrput medrput
0 8388608 65536 2048 4482 456938 3199 17 4 12.50 13 7873994416 8388608 986894 2461392.44 2581108 86992 96 8 27.19 30 11772 4 2 3.68 4 87017 132 7 29.20 22 4 1 1.78 1 5505024 458752 1185946.11 720896 119785 190 7 39.68 22
1 8388608 65536 4096 59582 68745 1903 14 1 3.72 3 38732368415 125829120 1198372 20353320.24 13421768 525458 1792 9 276.12 175 14815 16 2 7.79 7 525483 1632 9 286.05 217 5 1 2.72 2 41943040 589824 7100161.83 5570560 591019 1888 9 321.73 232
2 8388608 65536 8192 69580 117734 3056 16 1 2.98 2 73939570355 134217728 645277 24194885.59 13421768 997150 1920 12 326.29 175 22823 16 1 7.47 7 997175 2726 9 550.93 382 7 1 3.57 3 58720256 524288 11554798.72 8388608 1128247 3238 9 623.34 384
3 8388608 65536 16384 132451 123698 7255 22 1 3.54 2 155739691258 134217728 932066 21466532.22 9786707 2114214 1920 7 291.41 130 59933 17 2 8.26 8 2114214 4213 9 575.61 337 13 1 4.69 3 109051904 327680 12185993.57 8388608 2376383 5237 9 646.81 337
4 8388608 65536 4096 36388 112564 1895 11 1 3.70 4 38828613819 125829120 1864134 20490033.68 15099489 526932 1792 14 278.06 200 15517 16 2 8.19 8 526957 1216 12 284.53 247 4 1 2.43 2 25165824 720896 6089708.73 5373952 592468 1344 12 314.64 288
5 8388608 65536 4096 5040 812698 4613 13 6 9.01 9 15717710637 5991860 1935831 3407264.39 3145728 173736 76 20 37.66 32 16987 5 3 3.68 3 173761 131 9 52.31 50 4 1 2.26 2 4784128 589824 2089119.34 1835008 239272 216 9 72.05 63
6 8388608 65536 8192 46135 177565 3255 15 1 3.18 3 73955352635 125829120 559240 22720538.44 14680064 997390 1792 11 306.42 192 24737 16 1 7.60 7 997415 1591 9 463.05 412 5 1 2.85 3 37748736 524288 8519166.64 7208960 1128487 1847 9 523.90 469
7 8388608 65536 16384 62482 262219 5904 13 1 2.88 2 155876587984 134217728 932067 26401861.11 16777216 2116334 1920 10 358.46 234 49358 17 1 8.36 8 2116334 3072 12 565.86 488 6 1 3.23 3 46137344 589824 10188635.48 8388608 2378478 3072 12 634.26 528
8 8388608 65536 8192 39609 206821 2861 11 1 2.79 3 74338604687 125829120 1525200 25983434.00 18454931 1003246 1792 12 350.66 252 23358 16 2 8.16 8 1003271 2004 11 478.43 384 5 1 2.91 3 41943040 720896 9276099.88 8388608 1134343 2132 11 525.65 436
9 8388608 65536 8192 45978 178172 3467 14 1 3.39 3 74063246927 125829120 599186 21362344.08 13421768 999018 1792 12 288.15 182 26938 16 1 7.77 7 999043 2251 9 443.62 355 5 1 2.92 3 41943040 589824 8016189.87 6619136 1130115 2251 9 495.23 407
10 8388608 65536 8192 8168 1002938 7667 12 2 7.49 8 29280320773 12582912 699050 3819006.23 3595116 314108 128 20 40.97 36 26337 5 1 3.44 3 314133 177 22 76.69 76 4 1 1.89 1 9175040 655360 2092020.40 1376256 445205 258 22 108.69 87
11 8388608 65536 16384 52081 314586 7608 14 1 3.71 3 155846414818 142606336 1198372 20484544.53 12582912 2115864 2048 11 278.11 168 61190 17 1 8.04 8 2115864 2644 12 519.61 431 6 1 3.14 3 50331648 589824 7985096.70 6291456 2378008 2644 12 583.99 502
12 8388608 65536 16384 71126 230351 4884 10 1 2.38 2 156643888477 134217728 2097152 32072868.24 20971520 2128058 1920 16 435.72 288 42292 17 2 8.66 8 2128058 2567 14 616.11 478 7 1 3.27 3 58720256 786432 12116667.56 8388608 2390202 2695 18 591.20 417
13 8388608 65536 16384 50453 324737 5230 10 1 2.55 2 156147295683 134217728 2796202 29856079.48 20971520 2120468 1920 22 405.44 288 45014 17 2 8.61 8 2120468 2070 14 583.83 507 5 1 2.88 3 41943040 786432 10003001.92 8388608 2382612 2088 18 599.25 495
14 8388608 65536 16384 50855 322170 6194 10 1 3.02 3 155787853216 134217728 838860 25151413.18 16777210 2114970 1920 13 341.45 224 51178 17 1 8.26 8 2114970 1838 13 540.36 460 5 1 2.85 3 37748736 786432 8661544.71 7340032 2377114 1952 16 593.09 508
15 8388608 65536 16384 8956 1829388 8192 6 2 4.00 4 51289066080 16777212 2796202 6260872.32 5592404 520092 210 22 63.49 63 24586 6 2 3.00 4 520092 288 22 126.98 128 4 1 1.82 1 11141120 1376256 3792883.88 2097152 782261 332 52 190.94 192
16 8388608 65536 2048 3058 669718 3742 19 11 14.62 15 8082819432 3871662 441505 2160026.57 2236960 90152 50 8 24.09 27 14103 6 1 3.77 4 90177 100 6 42.54 42 4 1 2.41 2 2818048 393216 1378453.99 1245184 122945 222 6 57.99 44
17 8388608 65536 2048 9230 221885 2141 14 4 8.36 9 9106248005 10485760 1198372 4253268.57 4194300 105960 128 10 49.49 48 9293 6 2 4.34 5 105985 181 9 53.39 49 4 1 2.16 2 8388608 589824 2117298.14 1703936 138753 262 9 69.90 51
18 8388608 65536 2048 19752 103685 1377 9 1 5.38 5 12250567161 50331648 3728268 8896562.93 8388605 154100 640 42 111.91 104 7885 7 4 5.73 6 154125 333 14 91.41 68 4 1 2.12 2 14221312 917504 3295635.43 2752512 186868 461 14 110.90 68
19 8388608 65536 4096 38705 105826 1513 14 1 2.96 2 34962280122 125829120 645277 23107918.12 13981010 467922 1792 10 309.27 182 10446 15 1 6.90 7 467922 1536 9 364.43 298 4 1 2.38 2 33554432 589824 7981895.77 6291456 533483 1792 9 415.16 342
20 8388608 65536 4096 38300 106945 1541 14 1 3.01 2 34794743145 125829120 699050 22579327.15 14680064 465374 1792 10 301.99 192 10779 15 1 6.99 7 465399 1579 9 327.75 256 4 1 2.33 2 33554432 589824 7506735.22 5636096 530910 1835 9 374.14 278
21 8388608 65536 4096 82922 49395 2488 23 1 4.86 3 33296498709 125829120 364722 13382837.10 5592402 442462 1792 5 177.84 70 15777 15 1 6.34 6 442487 3613 7 500.55 322 10 1 4.73 4 83886080 327680 9985649.95 6946816 508023 3869 7 574.69 350
22 8388608 65536 8192 66214 123720 3019 16 1 2.95 2 68060775698 117440512 645277 22544145.64 13421768 907444 1664 8 300.58 172 21147 14 1 7.00 7 907469 2635 9 618.59 516 7 1 3.83 4 58720256 524288 12327510.34 9830400 1038541 3147 9 707.94 522
23 8388608 65536 8192 51892 157866 2788 13 1 2.72 2 68343909235 117440512 645277 24513597.29 16777212 911764 1664 11 327.03 224 19937 14 1 7.15 7 911789 2103 11 562.49 470 6 1 3.31 3 50331648 589824 11362144.65 9109504 1042861 2615 11 643.34 470
24 8388608 65536 8192 51146 160168 2793 15 1 2.73 2 68069898246 117440512 1118480 24371606.96 16777212 907574 1664 8 324.95 210 19881 14 2 7.12 7 907599 2254 9 566.19 427 6 1 3.33 3 46137344 524288 11397974.59 8454144 1038671 2766 9 647.95 427
25 8388608 65536 16384 144567 113331 6160 22 1 3.01 1 144480331536 134217728 466033 23454599.28 10485760 1942404 1920 6 315.33 143 45484 16 1 7.38 7 1942404 4667 6 877.72 542 13 1 5.11 3 109051904 327680 16237048.52 8716288 2204548 5691 6 996.18 542
26 8388608 65536 16384 58982 277779 4186 11 1 2.04 1 144020969354 134217728 1525200 34405391.63 25165824 1935432 1920 12 462.36 320 33312 16 2 7.96 8 1935432 3072 16 772.01 640 7 1 3.51 3 58720256 720896 15153655.38 11206656 2197576 4096 16 876.58 651
27 8388608 65536 16384 64676 253324 4592 13 1 2.24 1 143526920036 134217728 645277 31255862.38 19573414 1927892 1920 11 419.84 258 35930 16 1 7.82 7 1927892 3459 14 792.39 624 8 1 3.81 3 62914560 655360 15205657.30 10485760 2190036 4483 14 900.14 626
28 8388608 65536 4096 40304 101627 1527 13 1 2.98 2 34634121489 117440512 645277 22681153.56 14680064 462920 1664 10 303.16 192 10857 15 1 7.11 7 462945 1600 10 332.34 235 4 1 2.39 2 33554432 589824 7614971.95 5701632 528456 1728 10 378.28 293
29 8388608 65536 4096 42776 95754 1411 13 1 2.76 2 33615297345 109051904 645277 23823740.15 12582912 447374 1536 10 317.06 160 9281 14 1 6.58 6 447399 1472 9 371.59 249 4 1 2.41 2 33554432 589824 8712822.64 6946816 512910 1579 9 423.54 322
30 8388608 65536 4096 52544 77953 1963 23 1 3.83 3 32884748412 109051904 364722 16752291.60 8388605 436202 1536 7 222.21 105 12475 14 1 6.36 6 436227 2389 5 368.75 156 6 1 3.17 3 50331648 327680 8352019.70 5111808 501763 2517 5 424.14 172
31 8388608 65536 4096 12898 317568 2606 11 2 5.09 5 19035936881 20971520 2287800 7304657.28 6710884 224874 256 24 86.29 78 11598 6 3 4.45 4 224899 290 12 100.67 85 4 1 2.37 2 12845056 720896 3889701.57 3145728 290435 417 12 130.01 87
32 8388608 65536 4096 17783 230332 1935 7 1 3.78 4 25352886908 58720256 5991860 13102267.14 12582912 321296 768 72 166.04 160 11397 7 5 5.89 6 321321 493 18 182.26 206 4 1 2.56 3 20512768 1179648 5699510.33 5832704 386832 621 18 219.54 218
33 8388608 65536 4096 3822 1071690 6611 17 9 12.91 13 16184153207 4660335 493447 2448064.32 2287800 179866 56 14 27.21 24 24979 5 1 3.78 3 179891 169 7 59.47 55 4 1 2.27 2 3735552 458752 1462725.37 1245184 245427 297 7 81.13 57
34 8388608 65536 8192 41001 199800 2525 9 1 2.47 2 70019866965 117440512 1864134 27730640.38 16777212 937322 1664 15 371.22 215 17787 14 2 7.04 7 937347 1771 14 542.76 490 4 1 2.46 2 33554432 917504 9688428.00 8388608 1068419 1899 14 618.66 580
35 8388608 65536 8192 46824 174953 3154 14 1 3.08 3 70463022841 117440512 1198372 22340844.27 13421768 944094 1664 9 299.33 168 22412 15 2 7.11 7 944119 2048 9 543.53 498 5 1 2.94 3 37748736 589824 9242140.47 7929856 1075191 2304 9 618.99 578
36 8388608 65536 8192 48813 167824 3019 15 1 2.95 2 71955696023 125829120 599186 23834281.56 14680064 966874 1792 9 320.26 192 21804 15 1 7.22 7 966899 2112 11 553.78 494 5 1 2.88 3 37748736 524288 9499008.46 8388608 1097971 2368 11 628.85 576
37 8388608 65536 16384 52919 309605 5313 12 1 2.59 2 147605141114 125829120 1198372 27781882.39 18874368 1990130 1792 16 374.58 256 42369 16 1 7.97 8 1990130 2446 13 661.17 582 6 1 3.25 3 46137344 655360 11333309.96 8454144 2252274 2958 13 748.26 591
38 8388608 65536 16384 52697 310909 5481 10 1 2.68 2 146634812847 125829120 1198372 26753295.54 16777216 1975302 1792 14 360.39 234 43759 16 1 7.98 8 1975302 2337 14 634.13 495 6 1 3.23 3 46137344 786432 10810473.39 8388608 2237446 2751 14 718.28 502
39 8388608 65536 16384 63855 256581 5248 17 1 2.56 2 144860787892 125829120 493447 27603046.47 18874368 1948238 1792 12 371.23 256 41420 16 1 7.89 8 1948238 2698 12 651.58 505 6 1 3.25 3 50331648 458752 11349964.33 8388608 2210382 3210 12 739.26 511
40 8388608 65536 8192 48902 167518 2947 11 1 2.88 3 74515950453 125829120 762600 25285358.14 18454931 1005940 1792 13 341.34 252 23655 16 1 8.03 8 1005965 1770 12 479.95 413 5 1 2.84 3 41943040 720896 8935749.90 7929856 1137037 1898 12 541.45 479
41 8388608 65536 8192 68651 119328 2957 19 1 2.89 2 67201621690 125829120 599186 22726283.97 10066326 894316 1792 7 302.44 130 19501 15 1 6.59 6 894341 2904 8 835.83 597 8 1 4.34 4 62914560 458752 14946580.95 10027008 1025413 3032 8 873.44 617
42 8388608 65536 8192 98242 83385 3714 18 1 3.63 2 67474466063 117440512 466033 18167599.91 8388606 898458 1664 7 241.91 108 25134 15 1 6.77 6 898483 3315 7 605.04 283 9 1 4.61 4 75497472 458752 12375509.55 8388608 1029555 3443 7 668.54 357
43 8388608 65536 8192 43371 188881 2887 14 1 2.82 2 75987583122 134217728 1198372 26320603.78 16777212 1028380 1920 9 356.21 224 22234 16 2 7.70 7 1028405 1878 9 470.02 409 4 1 2.46 2 33554432 589824 8422284.00 7536640 1159477 1878 11 513.04 459
44 8388608 65536 8192 47430 172717 3346 14 1 3.27 3 74077582052 125829120 762600 22139145.86 13421768 999250 1792 10 298.64 182 25062 16 1 7.49 7 999275 2035 9 470.91 354 5 1 2.89 3 41943040 589824 8547978.61 6881280 1130347 2163 9 531.43 444
45 8388608 65536 8192 60744 134861 4093 28 1 4.00 3 68177660571 117440512 299593 16657136.71 8388605 909124 1664 6 222.12 108 27502 15 1 6.72 6 909149 3029 5 592.28 427 8 1 4.16 4 62914560 262144 10319449.75 7602176 1040221 3157 5 677.67 555
46 8388608 65536 8192 19352 423315 4224 8 1 4.12 4 49916464746 58720256 5242880 11817344.87 10485760 630512 768 64 149.27 130 24523 7 5 5.81 6 630537 549 16 196.31 220 4 1 2.80 3 18874368 1048576 5695671.46 6160384 761609 611 16 237.11 269
47 8388608 65536 8192 5795 1413632 9438 15 4 9.22 9 30756037687 8388608 559240 3258745.25 3355440 336926 96 10 35.70 40 33904 6 1 3.59 4 336951 172 12 82.24 80 4 1 2.22 2 5832704 524288 2010930.82 1638400 467998 293 12 114.26 84
48 8388608 65536 8192 8844 926277 8116 13 3 7.93 8 30935145594 11184808 1525200 3811624.64 3728268 340400 128 12 41.94 42 29349 6 2 3.62 4 340425 212 10 93.42 96 4 1 2.40 2 7929856 589824 2526029.19 2293760 471497 317 10 129.39 103
49 8388608 65536 16384 87245 187792 8724 25 1 4.26 3 154330760834 142606336 599186 17690366.90 9586976 2092734 2048 9 239.88 128 67574 17 1 7.75 7 2092734 3470 6 594.53 418 9 1 4.24 3 69861376 393216 9677637.46 7012352 2354878 3726 6 669.00 475
50 8388608 65536 16384 92805 176542 8655 20 1 4.23 3 152573123718 134217728 419430 17628321.63 9786707 2065878 1920 8 238.69 130 65755 17 1 7.60 7 2065878 3231 10 544.80 419 8 1 3.93 3 62914560 393216 9118955.82 6946816 2328022 3487 10 613.77 497
51 8388608 65536 16384 47399 345661 5963 16 1 2.91 3 148315603839 142606336 699050 24872648.64 16777212 2000944 2048 8 335.56 215 45360 17 1 7.61 7 2000944 2217 14 536.59 456 5 1 2.87 3 41943040 524288 9385163.27 8388608 2263088 2473 14 606.89 522
52 8388608 65536 16384 80683 203066 6074 14 1 2.97 2 143634686487 125829120 932067 23647462.38 14680064 1929548 1792 13 317.67 192 47840 16 1 7.88 7 1929548 3397 9 794.71 592 10 1 4.79 4 83886080 589824 14367783.03 9568256 2191692 3525 9 877.03 672
53 8388608 65536 16384 87560 187117 4855 12 1 2.37 2 143805965990 125829120 838860 29620178.37 19573414 1932154 1792 12 397.97 256 38609 16 1 7.95 8 1932154 3476 11 814.91 615 8 1 3.98 3 67108864 655360 14810042.61 9961472 2194298 3604 11 895.27 702
54 8388608 65536 16384 79372 206420 5435 14 1 2.65 2 143510063649 125829120 699050 26404795.52 16777208 1927634 1792 12 354.67 210 42549 16 1 7.83 7 1927634 3068 12 839.56 641 9 1 4.41 4 75497472 589824 14872970.36 10092544 2189778 3196 12 923.18 734
55 8388608 65536 16384 54564 300271 5071 11 1 2.48 2 148640377124 134217728 838860 29311847.19 20971520 2005914 1920 12 395.57 288 40714 16 1 8.03 8 2005914 2187 13 652.97 584 5 1 2.96 3 41943040 720896 10788173.11 8388608 2268058 2315 13 718.42 651
56 8388608 65536 16384 65867 248743 5672 14 1 2.77 2 142970406350 125829120 599186 25206348.09 16777210 1919386 1792 11 338.40 215 43095 16 1 7.60 7 1919386 2883 10 807.82 687 7 1 3.90 4 58720256 589824 12922618.58 9764864 2181530 3011 10 894.07 790
57 8388608 65536 16384 58460 280260 4931 15 1 2.41 2 142991536802 125829120 559240 28998486.47 19573414 1919730 1792 12 389.32 256 37005 16 1 7.50 7 1919730 2319 8 810.35 811 6 1 3.45 3 50331648 524288 13337495.99 10485760 2181874 2447 8 901.23 911
58 8388608 65536 16384 47235 346861 6856 13 1 3.35 3 152061532442 125829120 762600 22179336.70 14680064 2058100 1792 12 300.19 192 53865 17 1 7.86 7 2058100 1866 12 512.60 459 5 1 2.90 3 41943040 655360 8183161.70 6946816 2320244 1994 12 575.89 532
59 8388608 65536 16384 53657 305346 7196 16 1 3.51 3 148089851677 134217728 524288 20579467.99 11983720 1997466 1920 9 277.58 160 54229 16 1 7.54 7 1997466 2260 10 620.33 575 6 1 3.43 3 50331648 524288 9359486.85 8126464 2259635 2388 12 692.93 648
60 8388608 65536 16384 73686 222348 6852 24 1 3.35 2 142289562369 134217728 349525 20766135.78 10485760 1908938 1920 7 278.60 132 47986 16 1 7.00 7 1908938 3054 6 745.39 665 7 1 3.79 3 58720256 327680 11253050.55 8388608 2171082 3182 6 844.78 785
61 8388608 65536 16384 9291 1763426 10110 11 2 4.94 4 53722394988 12582912 1525200 5313787.83 5592404 557178 128 12 55.11 63 32268 5 2 3.19 3 557178 329 19 136.03 128 4 1 2.47 2 12582912 720896 4117405.61 4194304 819322 457 19 200.03 199
62 8388608 65536 16384 14895 1099966 10853 9 1 5.30 5 63399729603 33554432 2796201 5841677.84 5242880 704914 384 28 64.95 63 40056 6 3 3.69 4 704914 357 16 172.18 172 4 1 2.71 3 12582912 917504 4290644.72 4456448 967058 485 16 236.21 237
63 8388608 65536 16384 9294 1762857 12020 11 1 5.87 6 51043206858 12582912 762600 4246523.03 4194303 514586 128 22 42.81 42 36598 5 1 3.04 3 514586 225 48 125.63 126 4 1 1.91 1 12713984 720896 2657883.11 2097152 776730 353 48 189.63 194
64 8388608 65536 4096 70003 58511 937 9 1 1.83 1 33534018552 117440512 1398101 35788707.10 25165824 446140 1664 18 476.14 344 6567 14 1 7.01 7 446140 2720 15 574.92 306 7 1 3.13 2 58720256 917504 15998663.33 8847360 511676 2848 15 599.85 324
65 8388608 65536 4096 64910 63102 1039 11 1 2.03 1 33387809467 109051904 1198372 32134561.57 19573414 443910 1536 16 427.25 258 7311 14 1 7.04 7 443910 2847 12 547.36 320 8 1 3.28 2 67108864 720896 14965061.88 8388608 509446 2975 12 591.00 384
66 8388608 65536 4096 66773 61342 966 11 1 1.89 1 33500444003 117440512 1198372 34679548.66 22369616 445626 1664 21 461.31 301 6770 14 1 7.01 7 445651 2870 12 559.86 341 7 1 3.08 2 58720256 720896 15227051.29 10027008 511187 2998 12 610.01 384
67 8388608 65536 4096 58484 70036 1208 10 1 2.36 1 33434932169 109051904 838860 27677923.98 16777212 444634 1536 13 368.07 215 8510 14 1 7.04 7 444659 2249 13 480.19 288 7 1 3.23 2 58720256 786432 12688615.23 8388608 510195 2377 13 531.45 337
68 8388608 65536 4096 57313 71467 1210 10 1 2.36 1 33249823496 117440512 1198372 27479192.97 14680064 441810 1664 16 365.13 192 8274 14 1 6.84 6 441835 2104 13 501.52 299 7 1 3.23 2 54525952 851968 12982986.12 8388608 507371 2232 13 560.01 345
69 8388608 65536 4096 68198 60060 1162 11 1 2.27 1 33274510381 109051904 838860 28635551.10 18175313 442188 1536 16 380.54 252 8075 14 1 6.95 7 442213 2591 12 489.72 265 7 1 3.17 2 58720256 720896 13058948.22 8388608 507724 2719 12 540.13 320
70 8388608 65536 4096 47745 85789 1361 11 1 2.66 2 33010020377 117440512 838860 24254239.81 13981010 438148 1664 13 321.93 182 9056 14 1 6.65 6 438173 1854 13 407.98 256 5 1 2.70 2 37748736 720896 9853562.57 7208960 503709 1982 13 465.11 287
71 8388608 65536 4096 45019 90983 1359 12 1 2.65 2 33177014925 109051904 838860 24412814.51 14680064 440692 1536 10 324.28 192 9076 14 1 6.68 6 440717 1738 12 413.43 227 5 1 2.74 2 41943040 655360 10013932.45 8388608 506253 1866 12 470.50 269
72 8388608 65536 4096 46660 87783 1386 13 1 2.71 2 33268106975 109051904 645277 24002963.19 14680064 442086 1536 11 318.97 192 9420 14 1 6.80 6 442111 1631 9 392.29 214 5 1 2.72 2 41943040 589824 9612110.77 7667712 507647 1759 9 446.87 256
73 8388608 65536 8192 85173 96180 1966 12 1 1.92 1 69225100673 125829120 1198372 35211139.71 25165818 925206 1792 13 470.60 320 14379 15 1 7.31 7 925231 4079 11 752.83 491 9 1 3.61 2 75497472 720896 17366842.70 10092544 1056303 4207 11 777.84 512
74 8388608 65536 8192 78407 104480 1996 10 1 1.95 1 69337434621 125829120 1048576 34738193.70 22369616 926940 1792 13 464.40 301 14714 15 1 7.37 7 926965 3423 13 707.07 448 9 1 3.49 2 75497472 786432 16422992.52 8978432 1058037 3551 13 756.82 512
75 8388608 65536 8192 80075 102304 2074 12 1 2.03 1 69464627749 117440512 932067 33493070.27 20971520 928868 1664 14 447.86 258 15209 15 1 7.33 7 928893 4459 10 710.16 432 9 1 3.56 3 75497472 655360 16264160.11 8388608 1059965 4587 10 753.35 494
76 8388608 65536 8192 72533 112941 2159 10 1 2.11 1 68990211815 125829120 1048576 31954706.72 21810373 921620 1792 13 426.87 294 15986 15 1 7.40 7 921645 2901 13 655.98 438 7 1 3.38 3 58720256 786432 14576214.43 9306112 1052717 3029 13 719.56 504
77 8388608 65536 8192 88528 92535 2103 11 1 2.05 1 68991418777 117440512 762600 32806190.57 22369616 921650 1664 14 438.25 301 15534 15 1 7.39 7 921675 2961 11 679.70 512 7 1 3.32 3 58720256 720896 14751162.92 10027008 1052747 3089 11 750.89 596
78 8388608 65536 8192 70550 116116 2333 11 1 2.28 1 69226042755 109051904 1048576 29672542.97 16777216 925230 1536 12 396.58 225 17174 15 1 7.36 7 925255 2995 11 685.37 438 8 1 3.68 3 67108864 720896 14832269.85 9043968 1056327 3123 11 743.89 497
79 8388608 65536 8192 58044 141134 2809 13 1 2.74 2 68365924012 117440512 645277 24338171.60 14680064 912104 1664 11 324.71 192 19921 15 1 7.09 7 912129 2170 10 595.00 416 6 1 3.34 3 50331648 589824 11445769.69 8388608 1043201 2298 10 670.01 506
80 8388608 65536 8192 52557 155868 2414 10 1 2.36 2 68835228978 125829120 932067 28515007.86 19573414 919248 1792 13 380.80 256 17181 15 1 7.12 7 919273 2110 13 587.39 480 5 1 2.87 3 41943040 786432 11487612.07 8388608 1050345 2238 13 663.93 579
81 8388608 65536 8192 62306 131480 2558 14 1 2.50 2 68092544473 125829120 699050 26619446.63 14680064 907920 1792 10 354.93 192 17354 15 1 6.78 6 907945 2390 9 766.85 793 6 1 3.59 4 50331648 589824 14074282.70 11206656 1039017 2518 9 861.54 895
