testid msgsize chunksize datasize time bandwidth numpaths/job maxpath/job minpath/job avgpath/job medpath/job totalhopbytes maxhopbytes minhopbytes avghopbytes medhopbytes totalcopies maxcopies/path mincopies/paths avgcopies/paths medcopies/path totalhops maxhops/path minhop/path avghops/path medhop/path totalcopies/node maxopies/node mincopies/node avgcopies/node medcopies/node maxloadpath minloadpath avgloadpath medloadpath maxloadlink minloadlink avgloadlink medloadlink totalrput maxrputs minrput avgrput medrput
0 8388608 65536 1024 5900 173559 1572 17 4 12.28 12 3920344704 8388608 986894 2493857.95 2581108 43228 96 8 27.50 30 5776 4 2 3.67 4 43253 128 7 29.24 21 4 1 1.77 1 5701632 458752 1194354.03 720896 59637 179 7 40.11 22
1 8388608 65536 2048 44543 45978 865 10 1 3.38 3 17248314466 117440512 1677720 19940247.94 13421768 230418 1664 13 266.38 182 6111 14 2 7.06 7 230443 1216 12 244.37 197 4 1 2.36 2 29360128 786432 6667243.02 5570560 263211 1472 12 279.12 203
2 8388608 65536 4096 88107 46488 1859 20 1 3.63 3 24491014841 117440512 645277 13174295.23 9786707 439230 1664 9 236.27 126 12477 14 1 6.71 6 439255 2453 11 437.94 288 8 1 3.75 3 59310080 393216 9942995.06 7208960 504791 2965 11 502.78 288
3 8388608 65536 8192 91171 89853 3770 18 1 3.68 2 35292394111 125829120 1048576 9361377.75 9437184 931712 1792 8 247.14 128 28037 15 2 7.44 7 931712 3224 8 493.49 319 11 1 4.15 3 92274688 458752 10303345.00 7274496 1062809 4248 8 562.63 319
4 8388608 65536 2048 30260 67680 1008 12 1 3.94 4 17350677395 109051904 1398100 17212973.61 12582909 231972 1536 11 230.13 160 7317 14 2 7.26 7 231997 846 10 238.68 202 4 1 2.40 2 25165824 655360 5699737.40 4456448 264765 928 10 268.80 232
5 8388608 65536 2048 4850 422268 2331 13 5 9.11 9 7884069744 8388605 1935831 3382269.30 3145728 87230 104 20 37.42 32 8615 5 3 3.70 3 87255 125 10 52.69 51 4 1 2.27 2 5177344 589824 2075531.52 1835008 119998 217 10 72.51 62
6 8388608 65536 4096 36545 112080 1423 10 1 2.78 2 28671960342 117440512 1048576 20148953.16 14680064 437500 1664 12 307.45 192 9690 14 1 6.81 6 437525 1387 16 389.60 340 4 1 2.35 2 29360128 786432 7997808.66 6946816 503061 1643 16 447.96 384
7 8388608 65536 8192 61066 134149 3549 12 1 3.47 3 39835932490 117440512 1677720 11224551.28 12582912 935518 1664 13 263.60 171 27093 15 2 7.63 7 935518 2123 11 495.51 407 7 1 3.55 3 44433408 655360 9149220.19 7208960 1066590 2123 11 564.33 450
8 8388608 65536 4096 40884 100185 1542 10 1 3.01 3 29142739664 109051904 2396744 18899312.36 15099489 444680 1536 18 288.38 200 11403 14 2 7.39 7 444705 1648 13 415.61 364 5 1 2.91 3 37748736 786432 8534332.77 7340032 510241 1776 13 459.68 409
9 8388608 65536 4096 43072 95096 1497 9 1 2.92 3 20166963165 117440512 2396744 13471585.28 13981010 438784 1664 18 293.11 172 10263 14 2 6.86 6 438809 1740 14 383.91 323 4 1 2.40 2 33554432 917504 7742121.23 6291456 504345 1868 14 432.54 375
10 8388608 65536 4096 8118 504557 3846 11 4 7.51 8 6067359637 10485760 762600 1577576.61 3595116 157306 128 22 40.90 36 13224 5 1 3.44 3 157331 160 19 76.78 76 4 1 1.89 1 6684672 720896 2092288.44 1179648 222867 242 19 108.77 87
