testid msgsize chunksize datasize time bandwidth numpaths/job maxpath/job minpath/job avgpath/job medpath/job totalhopbytes maxhopbytes minhopbytes avghopbytes medhopbytes totalcopies maxcopies/path mincopies/paths avgcopies/paths medcopies/path totalhops maxhops/path minhop/path avghops/path medhop/path totalcopies/node maxopies/node mincopies/node avgcopies/node medcopies/node maxloadpath minloadpath avgloadpath medloadpath maxloadlink minloadlink avgloadlink medloadlink totalrput maxrputs minrput avgrput medrput
26 8388608 65536 16384 91539 178983 4186 11 1 2.04 1 144020969354 134217728 1525200 34405391.63 25165824 1935432 1920 12 462.36 320 33312 16 2 7.96 8 1935432 3072 16 772.01 640 7 1 3.51 3 58720256 720896 15153655.38 11206656 2197601 4096 16 876.24 651
27 8388608 65536 16384 88441 185253 4592 13 1 2.24 1 143526920036 134217728 645277 31255862.38 19573414 1927892 1920 11 419.84 258 35930 16 1 7.82 7 1927892 3459 14 792.39 624 8 1 3.81 3 62914560 655360 15205657.30 10485760 2190061 4483 14 899.78 624
28 8388608 65536 4096 38802 105561 1527 13 1 2.98 2 34634121489 117440512 645277 22681153.56 14680064 462920 1664 10 303.16 192 10857 15 1 7.11 7 462945 1600 10 332.34 235 4 1 2.39 2 33554432 589824 7614971.95 5701632 528456 1728 10 378.28 293
29 8388608 65536 4096 45065 90890 1411 13 1 2.76 2 33615297345 109051904 645277 23823740.15 12582912 447374 1536 10 317.06 160 9281 14 1 6.58 6 447399 1472 9 371.59 249 4 1 2.41 2 33554432 589824 8712822.64 6946816 512910 1579 9 423.54 322
30 8388608 65536 4096 54702 74878 1963 23 1 3.83 3 32884748412 109051904 364722 16752291.60 8388605 436202 1536 7 222.21 105 12475 14 1 6.36 6 436227 2389 5 368.75 156 6 1 3.17 3 50331648 327680 8352019.70 5111808 501763 2517 5 424.14 172
31 8388608 65536 4096 28718 142628 1355 6 1 2.65 2 18913233510 50331648 4194303 13958105.91 13981010 223018 640 42 164.59 168 6019 6 3 4.44 4 223043 362 21 110.86 96 2 1 1.53 2 16777216 1376256 4806983.97 4194304 288554 490 21 143.49 107
32 8388608 65536 4096 27793 147375 974 4 1 1.90 2 25238524642 58720256 10485760 25912242.96 25165824 319554 768 128 328.08 320 5732 7 5 5.89 6 319579 512 32 203.29 214 2 1 1.56 2 16777216 2097152 6848645.38 7012352 385090 640 32 245.12 235
33 8388608 65536 4096 8668 472542 1792 4 3 3.50 4 10635355648 10485760 2097152 5934908.29 6291456 96576 128 64 53.89 64 4474 5 1 2.50 3 96601 86 32 44.52 32 1 1 1.00 1 2818048 2097152 2374647.30 2097152 162112 171 32 65.50 43
34 8388608 65536 8192 47978 170744 2525 9 1 2.47 2 70019866965 117440512 1864134 27730640.38 16777212 937322 1664 15 371.22 215 17787 14 2 7.04 7 937347 1771 14 542.76 490 4 1 2.46 2 33554432 917504 9688428.00 8388608 1068419 1899 14 618.66 580
35 8388608 65536 8192 59312 138117 3154 14 1 3.08 3 70463022841 117440512 1198372 22340844.27 13421768 944094 1664 9 299.33 168 22412 15 2 7.11 7 944119 2048 9 543.53 498 5 1 2.94 3 37748736 589824 9242140.47 7929856 1075191 2304 9 618.99 578
36 8388608 65536 8192 58077 141054 3019 15 1 2.95 2 71955696023 125829120 599186 23834281.56 14680064 966874 1792 9 320.26 192 21804 15 1 7.22 7 966899 2112 11 553.78 494 5 1 2.88 3 37748736 524288 9499008.46 8388608 1097971 2368 11 628.85 576
37 8388608 65536 16384 62506 262118 5313 12 1 2.59 2 147605141114 125829120 1198372 27781882.39 18874368 1990130 1792 16 374.58 256 42369 16 1 7.97 8 1990130 2446 13 661.17 582 6 1 3.25 3 46137344 655360 11333309.96 8454144 2252274 2958 13 748.26 591
38 8388608 65536 16384 69449 235914 5481 10 1 2.68 2 146634812847 125829120 1198372 26753295.54 16777216 1975302 1792 14 360.39 234 43759 16 1 7.98 8 1975302 2337 14 634.13 495 6 1 3.23 3 46137344 786432 10810473.39 8388608 2237446 2751 14 718.28 502
39 8388608 65536 16384 64013 255948 5248 17 1 2.56 2 144860787892 125829120 493447 27603046.47 18874368 1948238 1792 12 371.23 256 41420 16 1 7.89 8 1948238 2698 12 651.58 505 6 1 3.25 3 50331648 458752 11349964.33 8388608 2210407 3210 12 739.02 511
40 8388608 65536 8192 51891 157869 2947 11 1 2.88 3 74515950453 125829120 762600 25285358.14 18454931 1005940 1792 13 341.34 252 23655 16 1 8.03 8 1005965 1770 12 479.95 413 5 1 2.84 3 41943040 720896 8935749.90 7929856 1137037 1898 12 541.45 479
41 8388608 65536 8192 68448 119682 2957 19 1 2.89 2 67201621690 125829120 599186 22726283.97 10066326 894316 1792 7 302.44 130 19501 15 1 6.59 6 894341 2904 8 835.83 597 8 1 4.34 4 62914560 458752 14946580.95 10027008 1025413 3032 8 873.44 617
