testid msgsize chunksize datasize time bandwidth numpaths/job maxpath/job minpath/job avgpath/job medpath/job totalhopbytes maxhopbytes minhopbytes avghopbytes medhopbytes totalcopies maxcopies/path mincopies/paths avgcopies/paths medcopies/path totalhops maxhops/path minhop/path avghops/path medhop/path totalcopies/node maxopies/node mincopies/node avgcopies/node medcopies/node maxloadpath minloadpath avgloadpath medloadpath maxloadlink minloadlink avgloadlink medloadlink totalrput maxrputs minrput avgrput medrput
0 8388608 65536 256 4747 53928 1240 47 7 38.75 41 1045278342 4793488 356962 842966.40 818400 11772 54 3 9.49 9 4846 6 2 3.91 4 11797 130 4 31.29 13 16 1 3.62 2 5767168 131072 777223.65 458752 15868 207 4 42.20 13
1 8388608 65536 512 13279 38557 1229 29 7 19.20 19 2801660298 8388604 699050 2279625.95 1997285 34522 114 6 28.09 24 6263 8 2 5.10 5 34547 474 4 128.91 127 16 1 5.59 4 10485760 262144 2499379.20 1572864 42714 730 4 159.98 129
2 8388608 65536 1024 27872 36739 1336 23 1 10.44 11 5382825871 67108864 364722 4029061.28 2796200 65704 896 6 49.18 33 6460 8 1 4.84 5 65729 1119 7 210.67 136 16 1 5.13 3 27852800 327680 4273009.66 2752512 82088 1631 7 263.95 137
3 8388608 65536 2048 38430 53291 1770 21 1 6.91 6 11400597328 75497472 798914 6441015.44 3495250 141150 1024 6 79.75 45 9055 9 2 5.12 5 141175 1998 9 294.73 197 16 1 4.56 3 49610752 393216 5739118.86 2818048 173918 3022 9 363.85 197
4 8388608 65536 512 12106 42293 1377 38 14 21.52 21 2828723152 3670016 441504 2054265.18 1935828 34944 50 4 25.38 24 7154 8 2 5.20 5 34969 339 4 112.80 105 16 1 5.72 4 8847360 196608 2259760.91 1507328 43136 467 4 136.94 128
5 8388608 65536 512 4718 108520 2085 40 23 32.58 32 2483644240 1823610 629145 1191196.28 1198370 29418 24 8 14.11 16 9657 5 3 4.63 5 29443 153 3 64.15 62 16 1 4.92 3 4915200 196608 1255633.70 786432 37610 240 3 82.12 99
6 8388608 65536 1024 24310 42122 1826 31 1 14.27 15 5403714462 58720256 270600 2959317.89 2467235 66020 768 5 36.16 32 8964 8 1 4.91 5 66045 828 5 180.95 149 16 1 5.23 3 20643840 262144 3152614.44 2031616 82404 1084 5 226.38 151
7 8388608 65536 2048 26969 75939 2449 22 1 9.57 10 11557951971 67108864 762600 4719457.73 3355440 143568 896 6 58.62 40 12871 9 2 5.26 5 143593 1095 7 291.26 269 16 1 5.45 4 27852800 327680 4892614.77 3211264 176361 1607 7 357.73 270
8 8388608 65536 1024 19527 52440 1561 25 1 12.20 13 5578049178 50331648 762600 3573381.92 2960682 68696 640 6 44.01 36 8024 8 2 5.14 5 68721 695 5 216.79 199 16 1 6.18 5 18546688 327680 4292380.97 3211264 85080 823 5 261.78 255
9 8388608 65536 1024 20939 48903 1937 30 1 15.13 17 5433914743 58720256 671088 2805325.11 2207525 66496 768 5 34.33 28 9613 8 2 4.96 5 66521 701 4 178.34 156 16 1 5.73 4 21233664 262144 3238893.07 2293760 82880 829 4 222.20 212
10 8388608 65536 1024 5575 183677 3104 34 14 24.25 23 4494657143 2995930 246723 1448020.99 1497965 51568 36 8 16.61 16 13034 5 1 4.20 5 51593 198 25 100.57 100 16 1 4.09 3 6619136 196608 1399089.62 1048576 67952 283 25 132.72 112
11 8388608 65536 2048 24787 82623 3622 26 1 14.15 16 11572810745 58720256 986894 3195143.77 2796198 143758 768 8 39.69 33 19344 9 2 5.34 5 143758 868 16 280.78 251 16 1 6.00 4 22347776 327680 3588339.93 2621440 176551 1124 16 344.15 257
12 8388608 65536 2048 38971 52551 1949 18 1 7.61 7 11788278646 58720256 986894 6048372.83 3813000 147060 768 8 75.45 45 10475 9 2 5.37 5 147060 1640 8 324.64 242 16 1 5.23 3 44957696 458752 5880842.22 3997696 179853 1640 11 355.44 282
13 8388608 65536 2048 30734 66636 2524 21 1 9.86 10 11757824855 58720256 1398099 4658409.21 3355440 146626 768 14 58.09 40 14107 9 2 5.59 6 146626 1229 6 311.31 265 16 1 6.29 4 34930688 393216 5243873.86 3670016 179419 1229 6 367.66 336
14 8388608 65536 2048 20178 101496 3383 27 1 13.21 16 11449992930 58720256 419430 3384567.82 2649030 141892 768 7 41.94 32 18358 9 1 5.43 5 141892 774 5 281.53 265 16 1 6.19 4 25362432 262144 3857943.30 2752512 174685 855 5 343.19 347
15 8388608 65536 2048 8531 240065 4096 25 4 16.00 16 3762948498 8388608 671088 918688.60 2097152 90030 105 6 21.98 24 15398 6 2 3.76 4 90030 251 111 175.84 176 16 1 3.99 3 12713984 327680 2087597.85 1376256 122823 360 136 239.42 240
16 8388608 65536 256 5906 43345 775 37 15 24.22 24 1197666915 2960682 680157 1545376.66 1597828 14102 40 8 18.20 20 3475 6 3 4.48 5 14102 244 4 61.05 25 16 1 4.81 3 6815744 196608 1649549.28 917504 18198 372 4 78.78 25
17 8388608 65536 256 3642 70291 1154 50 28 36.06 33 1105840694 1797558 167772 958267.50 953250 12694 25 4 11.00 12 4800 6 1 4.16 4 12719 157 2 46.93 32 16 1 4.29 3 4325376 131072 982454.86 720896 16790 285 2 62.19 32
18 8388608 65536 256 4220 60663 1043 39 23 32.59 34 1150206040 1797558 430184 1102786.23 1118480 13346 20 4 12.80 12 4488 6 2 4.30 4 13371 205 3 53.70 32 16 1 4.83 3 4784128 196608 1229117.11 851968 17442 333 3 70.33 32
19 8388608 65536 512 10147 50458 1168 27 4 18.25 19 2508021620 12582912 322638 2147278.78 1973788 30026 160 5 25.71 24 5400 7 1 4.62 5 30051 419 5 115.14 70 16 1 5.09 3 13893632 262144 2360654.90 1507328 38218 675 5 146.99 70
20 8388608 65536 512 11189 45759 1200 39 7 18.75 17 2535154938 5991860 215092 2112629.12 1973788 30398 76 4 25.33 24 5523 7 1 4.60 5 30423 560 3 119.78 70 16 1 5.23 4 11403264 196608 2394918.79 1507328 38590 816 3 152.53 71
21 8388608 65536 512 8084 63334 1308 41 5 20.44 19 2459772062 10066326 204600 1880559.68 1766020 29260 130 4 22.37 20 5889 7 1 4.50 5 29285 494 3 110.93 66 16 1 5.28 3 10223616 196608 2201304.28 1376256 37452 750 3 142.40 67
22 8388608 65536 1024 16420 62362 1586 24 1 12.39 12 4979081026 50331648 699050 3139395.35 2621440 59522 640 6 37.53 32 7204 7 2 4.54 5 59547 951 6 191.47 105 16 1 5.47 3 17563648 327680 3777202.44 2359296 75906 1463 6 244.86 105
23 8388608 65536 1024 20456 50058 1530 25 1 11.95 13 4956289929 50331648 335544 3239405.18 2581108 59168 640 5 38.67 32 6910 6 1 4.52 5 59193 1125 6 196.65 127 16 1 5.31 3 21168128 327680 3805823.11 2228224 75552 1637 6 251.84 127
24 8388608 65536 1024 22619 45271 1520 28 1 11.88 12 4956225783 50331648 310689 3260674.86 2621440 59178 640 5 38.93 32 6840 6 1 4.50 5 59203 1094 5 198.67 100 16 1 5.48 3 24444928 262144 3964796.82 2359296 75562 1606 5 254.42 100
25 8388608 65536 2048 29427 69595 1910 21 1 7.46 7 10581461895 58720256 932066 5540032.41 3355440 128620 768 7 67.34 42 9072 8 2 4.75 5 128645 1881 6 316.86 213 16 1 4.70 3 36831232 393216 5474494.81 3145728 161388 2905 6 398.49 216
26 8388608 65536 2048 26915 76091 1861 19 1 7.27 6 10509190182 58720256 466033 5647066.19 3495250 127510 768 7 68.52 42 8803 8 1 4.73 5 127535 1738 8 325.34 221 16 1 4.68 3 32374784 393216 5587222.88 3145728 160278 2762 8 409.92 222
