testid msgsize chunksize datasize time bandwidth numpaths/job maxpath/job minpath/job avgpath/job medpath/job totalhopbytes maxhopbytes minhopbytes avghopbytes medhopbytes totalcopies maxcopies/path mincopies/paths avgcopies/paths medcopies/path totalhops maxhops/path minhop/path avghops/path medhop/path totalcopies/node maxopies/node mincopies/node avgcopies/node medcopies/node maxloadpath minloadpath avgloadpath medloadpath maxloadlink minloadlink avgloadlink medloadlink totalrput maxrputs minrput avgrput medrput
0 8388608 65536 512 3448 148474 64 1 1 1.00 1 1073741824 16777216 16777216 16777216.00 16777216 0 0 0 0.00 0 128 2 2 2.00 2 0 0 0 0.00 0 1 1 1.00 1 8388608 8388608 8388608.00 8388608 0 0 0 0.00 0
1 8388608 65536 1024 19753 51839 128 1 1 1.00 1 6442450944 83886080 16777216 50331648.00 50331648 0 0 0 0.00 0 768 10 2 6.00 6 0 0 0 0.00 0 4 1 2.34 2 33554432 8388608 19641618.73 16777216 0 0 0 0.00 0
2 8388608 65536 2048 41659 49160 256 1 1 1.00 1 11811160064 83886080 8388608 46137344.00 41943040 0 0 0 0.00 0 1408 10 1 5.50 5 0 0 0 0.00 0 8 1 2.79 2 67108864 8388608 23434841.40 16777216 0 0 0 0.00 0
3 8388608 65536 4096 90651 45184 512 1 1 1.00 1 25769803776 92274688 8388608 50331648.00 50331648 0 0 0 0.00 0 3072 11 1 6.00 6 0 0 0 0.00 0 16 1 3.07 2 134217728 8388608 25769803.78 16777216 0 0 0 0.00 0
4 8388608 65536 1024 20822 49177 128 1 1 1.00 1 6442450944 83886080 16777216 50331648.00 50331648 0 0 0 0.00 0 768 10 2 6.00 6 0 0 0 0.00 0 4 1 1.96 2 33554432 8388608 16434823.84 16777216 0 0 0 0.00 0
5 8388608 65536 1024 3449 296837 128 1 1 1.00 1 3221225472 25165824 25165824 25165824.00 25165824 0 0 0 0.00 0 384 3 3 3.00 3 0 0 0 0.00 0 1 1 1.00 1 8388608 8388608 8388608.00 8388608 0 0 0 0.00 0
6 8388608 65536 2048 24061 85116 256 1 1 1.00 1 11811160064 83886080 8388608 46137344.00 50331648 0 0 0 0.00 0 1408 10 1 5.50 6 0 0 0 0.00 0 4 1 2.26 2 33554432 8388608 18928141.13 16777216 0 0 0 0.00 0
7 8388608 65536 4096 43971 93152 512 1 1 1.00 1 25769803776 92274688 8388608 50331648.00 50331648 0 0 0 0.00 0 3072 11 1 6.00 6 0 0 0 0.00 0 16 1 3.00 2 134217728 8388608 25165824.00 16777216 0 0 0 0.00 0
8 8388608 65536 2048 29218 70092 256 1 1 1.00 1 11811160064 83886080 8388608 46137344.00 41943040 0 0 0 0.00 0 1408 10 1 5.50 5 0 0 0 0.00 0 8 1 2.98 3 67108864 8388608 25023644.20 25165824 0 0 0 0.00 0
9 8388608 65536 2048 21367 95845 256 1 1 1.00 1 11811160064 83886080 8388608 46137344.00 50331648 0 0 0 0.00 0 1408 10 1 5.50 6 0 0 0 0.00 0 4 1 1.87 2 33554432 8388608 15706329.87 16777216 0 0 0 0.00 0
10 8388608 65536 2048 4828 424165 256 1 1 1.00 1 2147483648 8388608 8388608 8388608.00 8388608 0 0 0 0.00 0 256 1 1 1.00 1 0 0 0 0.00 0 1 1 1.00 1 8388608 8388608 8388608.00 8388608 0 0 0 0.00 0
11 8388608 65536 4096 24576 166661 512 1 1 1.00 1 25769803776 92274688 8388608 50331648.00 50331648 0 0 0 0.00 0 3072 11 1 6.00 6 0 0 0 0.00 0 8 1 2.43 2 67108864 8388608 20387502.99 16777216 0 0 0 0.00 0
12 8388608 65536 4096 44174 92722 512 1 1 1.00 1 25769803776 92274688 8388608 50331648.00 50331648 0 0 0 0.00 0 3072 11 1 6.00 6 0 0 0 0.00 0 16 1 4.22 3 134217728 8388608 35398082.11 25165824 0 0 0 0.00 0
13 8388608 65536 4096 28933 141565 512 1 1 1.00 1 25769803776 92274688 8388608 50331648.00 50331648 0 0 0 0.00 0 3072 11 1 6.00 6 0 0 0 0.00 0 8 1 3.05 3 67108864 8388608 25565281.52 25165824 0 0 0 0.00 0
14 8388608 65536 4096 21133 193819 512 1 1 1.00 1 25769803776 92274688 8388608 50331648.00 50331648 0 0 0 0.00 0 3072 11 1 6.00 6 0 0 0 0.00 0 4 1 1.85 2 33554432 8388608 15486660.92 16777216 0 0 0 0.00 0
15 8388608 65536 4096 4773 858034 512 1 1 1.00 1 8589934592 16777216 16777216 16777216.00 16777216 0 0 0 0.00 0 1024 2 2 2.00 2 0 0 0 0.00 0 1 1 1.00 1 8388608 8388608 8388608.00 8388608 0 0 0 0.00 0
16 8388608 65536 512 9447 54195 64 1 1 1.00 1 2885681152 50331648 41943040 45088768.00 41943040 0 0 0 0.00 0 344 6 5 5.38 5 0 0 0 0.00 0 3 1 1.59 1 25165824 8388608 13359634.96 8388608 0 0 0 0.00 0
