testid msgsize chunksize datasize time bandwidth numpaths/job maxpath/job minpath/job avgpath/job medpath/job totalhopbytes maxhopbytes minhopbytes avghopbytes medhopbytes totalcopies maxcopies/path mincopies/paths avgcopies/paths medcopies/path totalhops maxhops/path minhop/path avghops/path medhop/path totalcopies/node maxopies/node mincopies/node avgcopies/node medcopies/node maxloadpath minloadpath avgloadpath medloadpath maxloadlink minloadlink avgloadlink medloadlink totalrput maxrputs minrput avgrput medrput
0 8388608 65536 512 5053 101325 2469 44 6 38.58 39 2091739718 5592404 381300 847201.18 838860 23568 63 3 9.55 9 9640 6 2 3.90 4 23593 131 3 31.00 12 16 1 3.64 2 6225920 131072 785739.28 458752 31760 203 3 41.79 12
1 8388608 65536 1024 33211 30833 2248 35 1 17.56 18 6587481810 67108864 479348 2930374.47 2467235 84086 896 4 37.40 30 13171 10 2 5.86 6 84086 621 4 161.39 142 16 1 6.15 4 14221312 196608 3076823.33 2097152 100495 877 4 192.52 143
2 8388608 65536 2048 37665 54374 2255 29 1 8.81 7 12585278169 83886080 349525 5581054.62 3355440 159220 1152 6 70.61 40 12512 10 1 5.55 5 159245 1495 6 275.51 163 16 1 5.52 4 43515904 262144 5555022.33 3473408 191988 2007 6 332.73 163
3 8388608 65536 4096 54699 74882 3146 23 1 6.14 5 26613968062 83886080 986894 8459621.13 4793488 340520 1152 8 108.24 63 18968 11 2 6.03 6 340520 2509 6 363.03 237 16 1 4.94 3 63045632 327680 6928218.18 3866624 406081 3533 6 432.46 237
4 8388608 65536 1024 14017 73054 2542 41 7 19.86 19 6618723192 9586976 409200 2603746.34 2330165 84566 133 4 33.27 30 15092 10 2 5.94 6 84591 485 3 152.42 140 16 1 6.56 5 11599872 196608 2877711.70 1966080 100950 613 3 180.59 165
5 8388608 65536 1024 4923 208003 4178 41 5 32.64 33 4956663472 5033163 613800 1186372.30 1198370 58596 52 6 14.02 16 19356 5 3 4.63 5 58621 160 3 63.24 61 16 1 4.83 3 6422528 196608 1226632.37 720896 74980 241 3 80.97 94
6 8388608 65536 2048 24979 81988 3400 29 1 13.28 15 12490444183 67108864 299593 3673660.05 2796198 157708 896 5 46.38 35 18836 10 1 5.54 5 157733 1029 4 244.17 214 16 1 6.15 4 27721728 262144 4076758.70 2818048 190476 1285 4 295.31 223
7 8388608 65536 4096 38047 107656 4586 31 1 8.96 8 26808354303 92274688 838860 5845694.35 3871662 343496 1280 7 74.90 49 28376 11 2 6.19 6 343496 1834 6 352.30 305 16 1 6.14 4 39059456 262144 5802234.02 3997696 409057 1834 6 418.26 318
8 8388608 65536 2048 28856 70973 2773 26 1 10.83 11 12867182279 58720256 699050 4640166.71 3454129 163544 768 6 58.98 45 16476 10 2 5.94 6 163569 1132 5 261.29 225 16 1 6.54 5 29884416 327680 5105358.43 3801088 196312 1132 5 308.67 273
9 8388608 65536 2048 21153 96818 3616 32 1 14.12 15 12601461256 58720256 729444 3484917.38 2960682 159450 768 6 44.10 36 20586 10 2 5.69 6 159475 904 4 244.22 232 16 1 6.61 5 27721728 262144 4046642.74 2949120 192218 1032 4 293.91 280
10 8388608 65536 2048 6049 338568 6035 35 13 23.57 24 8961592067 3226385 239674 1484936.55 1613190 102766 40 8 17.03 20 25243 5 1 4.18 5 102791 221 14 100.28 101 16 1 4.05 3 7012352 262144 1424824.55 1048576 135534 306 14 132.36 114
11 8388608 65536 4096 31508 129998 6641 34 1 12.97 14 26900778831 75497472 541200 4050712.07 3145728 344856 1024 5 51.93 40 40231 11 2 6.06 6 344856 1243 7 337.43 285 16 1 6.43 5 30343168 196608 4298457.75 3080192 410417 1352 7 401.19 331
12 8388608 65536 4096 33301 122999 3589 18 1 7.01 6 27302080441 83886080 986894 7607155.32 4660335 351030 1152 8 97.81 60 22311 11 2 6.22 6 351030 1687 7 393.97 306 16 1 5.70 4 39518208 458752 6978545.34 4915200 416566 1687 8 412.44 317
13 8388608 65536 4096 27332 149860 4956 20 1 9.68 10 27010869466 75497472 1048576 5450135.08 4194300 346576 1024 8 69.93 54 31205 11 2 6.30 6 346576 1659 7 368.70 305 16 1 6.84 5 36503552 393216 5924143.90 4521984 412112 1659 7 419.24 364
14 8388608 65536 4096 25741 159123 6474 27 1 12.64 15 26646464402 75497472 349525 4115919.74 3262231 340968 1024 6 52.67 40 39563 11 1 6.11 6 340968 984 7 339.61 318 16 1 6.73 5 30277632 327680 4533806.36 3342336 406529 1084 7 401.31 395
15 8388608 65536 4096 7216 567627 8192 30 6 16.00 16 16114235548 6291456 559240 1967069.77 2097152 180030 80 5 21.98 24 30776 6 2 3.76 4 180030 279 97 175.81 176 16 1 4.01 3 10289152 262144 2095223.72 1441792 245591 380 108 239.60 241
16 8388608 65536 512 11963 42798 1113 23 7 17.39 18 3282014165 7190232 1823610 2948799.79 2796199 41836 95 20 37.59 36 6803 7 5 6.11 6 41836 419 5 95.95 26 16 1 5.66 2 12713984 327680 2727649.76 1048576 50028 502 5 114.74 26
17 8388608 65536 512 3465 147763 2345 50 28 36.64 34 2226978383 1797558 167772 949670.95 958696 25564 25 4 10.90 12 9836 6 1 4.19 4 25589 147 2 44.89 33 16 1 4.22 3 4390912 131072 949049.00 655360 33756 272 2 59.33 33
18 8388608 65536 512 4635 110463 2114 41 24 33.03 33 2313324473 2097150 409200 1094287.83 1103760 26912 25 4 12.73 12 9125 6 2 4.32 4 26937 204 3 54.86 32 16 1 4.83 3 4587520 196608 1216592.14 851968 35129 332 3 71.55 32
19 8388608 65536 1024 29320 34924 2015 34 1 15.74 16 5884800034 67108864 246723 2920496.29 2396744 73344 896 4 36.40 28 10426 9 1 5.17 5 73369 994 4 153.49 102 16 1 5.50 4 23658496 196608 3104759.35 1900544 89728 1250 4 188.11 102
20 8388608 65536 1024 17159 59677 2075 44 1 16.21 16 5966384133 67108864 190650 2875365.85 2396742 74582 896 4 35.94 28 10905 9 1 5.26 5 74607 876 3 155.43 101 16 1 5.47 4 18350080 131072 2989743.12 1900544 90966 1132 3 189.91 102
21 8388608 65536 1024 16258 62984 2173 39 3 16.98 17 5822920821 16777212 215092 2679669.04 2207525 72380 215 4 33.31 28 11325 9 1 5.21 5 72405 706 3 143.95 77 16 1 5.48 4 18219008 196608 2814338.42 1703936 88764 962 3 176.82 77
22 8388608 65536 2048 33918 60380 2613 27 1 10.21 10 11649175363 75497472 310689 4458161.26 3355440 144930 1024 6 55.46 40 13748 9 1 5.26 5 144955 1356 6 255.20 150 16 1 5.87 4 30277632 262144 4972509.02 3080192 177698 1868 6 313.40 151
23 8388608 65536 2048 25073 81681 2614 36 1 10.21 10 11583013973 58720256 233016 4431145.36 3145728 143908 768 5 55.05 39 13450 8 1 5.15 5 143933 1217 5 258.41 148 16 1 5.88 4 28311552 196608 5065021.14 3276800 176676 1729 5 317.76 148
