testid msgsize chunksize datasize time bandwidth numpaths/job maxpath/job minpath/job avgpath/job medpath/job totalhopbytes maxhopbytes minhopbytes avghopbytes medhopbytes totalcopies maxcopies/path mincopies/paths avgcopies/paths medcopies/path totalhops maxhops/path minhop/path avghops/path medhop/path totalcopies/node maxopies/node mincopies/node avgcopies/node medcopies/node maxloadpath minloadpath avgloadpath medloadpath maxloadlink minloadlink avgloadlink medloadlink totalrput maxrputs minrput avgrput medrput
0 8388608 65536 4096 4328 946220 512 1 1 1.00 1 8589934592 16777216 16777216 16777216.00 16777216 0 0 0 0.00 0 1024 2 2 2.00 2 0 0 0 0.00 0 1 1 1.00 1 8388608 8388608 8388608.00 8388608 0 0 0 0.00 0
1 8388608 65536 8192 66600 123001 1024 1 1 1.00 1 94489280512 167772160 16777216 92274688.00 92274688 0 0 0 0.00 0 11264 20 2 11.00 11 0 0 0 0.00 0 16 1 3.85 2 134217728 8388608 32270929.14 16777216 0 0 0 0.00 0
2 8388608 65536 16384 135902 120557 2048 1 1 1.00 1 180388626432 167772160 8388608 88080384.00 92274688 0 0 0 0.00 0 21504 20 1 10.50 11 0 0 0 0.00 0 32 1 6.06 4 268435456 8388608 50842341.16 33554432 0 0 0 0.00 0
3 8388608 65536 32768 270430 121169 4096 1 1 1.00 1 377957122048 176160768 8388608 92274688.00 92274688 0 0 0 0.00 0 45056 21 1 11.00 11 0 0 0 0.00 0 64 1 7.96 2 536870912 8388608 66776876.69 16777216 0 0 0 0.00 0
4 8388608 65536 8192 67190 121922 1024 1 1 1.00 1 94489280512 167772160 16777216 92274688.00 92274688 0 0 0 0.00 0 11264 20 2 11.00 11 0 0 0 0.00 0 8 1 2.86 2 67108864 8388608 24006422.89 16777216 0 0 0 0.00 0
5 8388608 65536 8192 4384 1868400 1024 1 1 1.00 1 25769803776 25165824 25165824 25165824.00 25165824 0 0 0 0.00 0 3072 3 3 3.00 3 0 0 0 0.00 0 1 1 1.00 1 8388608 8388608 8388608.00 8388608 0 0 0 0.00 0
6 8388608 65536 16384 71060 230564 2048 1 1 1.00 1 180388626432 167772160 8388608 88080384.00 92274688 0 0 0 0.00 0 21504 20 1 10.50 11 0 0 0 0.00 0 16 1 4.02 4 134217728 8388608 33755356.74 33554432 0 0 0 0.00 0
20 8388608 65536 8192 70918 115512 1024 1 1 1.00 1 83751862272 159383552 8388608 81788928.00 83886080 0 0 0 0.00 0 9984 19 1 9.75 10 0 0 0 0.00 0 16 1 4.24 4 134217728 8388608 35608784.98 33554432 0 0 0 0.00 0
27 8388608 65536 32768 274975 119166 4096 1 1 1.00 1 347892350976 167772160 8388608 84934656.00 83886080 0 0 0 0.00 0 41472 20 1 10.12 10 0 0 0 0.00 0 64 1 7.86 2 536870912 8388608 65938656.36 16777216 0 0 0 0.00 0
28 8388608 65536 8192 87813 93289 1024 1 1 1.00 1 83751862272 159383552 8388608 81788928.00 83886080 0 0 0 0.00 0 9984 19 1 9.75 10 0 0 0 0.00 0 8 1 3.06 2 67108864 8388608 25659271.53 16777216 0 0 0 0.00 0
29 8388608 65536 8192 87571 93546 1024 1 1 1.00 1 81604378624 150994944 8388608 79691776.00 83886080 0 0 0 0.00 0 9728 18 1 9.50 10 0 0 0 0.00 0 8 1 3.07 2 67108864 8388608 25758957.90 16777216 0 0 0 0.00 0
30 8388608 65536 8192 85103 96259 1024 1 1 1.00 1 77309411328 150994944 8388608 75497472.00 75497472 0 0 0 0.00 0 9216 18 1 9.00 9 0 0 0 0.00 0 8 1 3.16 2 67108864 8388608 26548561.58 16777216 0 0 0 0.00 0
31 8388608 65536 8192 19617 417594 1024 1 1 1.00 1 49392123904 50331648 41943040 48234496.00 50331648 0 0 0 0.00 0 5888 6 5 5.75 6 0 0 0 0.00 0 4 1 2.09 1 33554432 8388608 17539816.73 8388608 0 0 0 0.00 0
41 8388608 65536 16384 111424 147040 2048 1 1 1.00 1 163208757248 159383552 8388608 79691776.00 83886080 0 0 0 0.00 0 19456 19 1 9.50 10 0 0 0 0.00 0 11 1 4.61 4 92274688 8388608 38638436.85 33554432 0 0 0 0.00 0
42 8388608 65536 16384 110719 147978 2048 1 1 1.00 1 163208757248 159383552 8388608 79691776.00 75497472 0 0 0 0.00 0 19456 19 1 9.50 9 0 0 0 0.00 0 11 1 4.61 4 92274688 8388608 38638436.85 33554432 0 0 0 0.00 0
43 8388608 65536 16384 84761 193294 2048 1 1 1.00 1 184683593728 167772160 8388608 90177536.00 92274688 0 0 0 0.00 0 22016 20 1 10.75 11 0 0 0 0.00 0 8 1 2.89 2 67108864 8388608 24249421.45 16777216 0 0 0 0.00 0
61 8388608 65536 32768 7772 4215780 4096 1 1 1.00 1 94489280512 25165824 16777216 23068672.00 25165824 0 0 0 0.00 0 11264 3 2 2.75 3 0 0 0 0.00 0 1 1 1.00 1 8388608 8388608 8388608.00 8388608 0 0 0 0.00 0
