testid msgsize chunksize datasize time bandwidth numpaths/job maxpath/job minpath/job avgpath/job medpath/job totalhopbytes maxhopbytes minhopbytes avghopbytes medhopbytes totalcopies maxcopies/path mincopies/paths avgcopies/paths medcopies/path totalhops maxhops/path minhop/path avghops/path medhop/path totalcopies/node maxopies/node mincopies/node avgcopies/node medcopies/node maxloadpath minloadpath avgloadpath medloadpath maxloadlink minloadlink avgloadlink medloadlink totalrput maxrputs minrput avgrput medrput
0 8388608 65536 256 5137 49834 249 9 3 7.78 8 930802448 11184808 1864134 3738162.44 4194304 10076 126 15 40.47 48 868 4 2 3.49 4 10101 101 14 28.45 32 2 1 1.41 1 5570560 917504 1505309.87 1179648 14197 160 14 38.47 32
1 8388608 65536 512 14003 36563 163 7 1 2.55 2 2710319164 58720256 2396744 16627724.93 13981010 33162 768 18 203.45 172 803 8 2 4.93 5 33187 490 18 145.56 128 2 1 1.51 2 12582912 1179648 5084757.49 4194304 41379 746 18 181.49 128
2 8388608 65536 1024 24493 41807 280 6 1 2.19 2 5252666309 67108864 1398101 18759522.53 16777212 63762 896 32 227.72 192 1333 8 1 4.76 5 63787 1131 21 241.62 171 3 1 1.81 2 25165824 1376256 7126795.46 6946816 80171 1643 21 303.68 171
3 8388608 65536 2048 29349 69780 467 6 1 1.82 1 11168032962 75497472 2796202 23914417.48 16777216 137644 1024 21 294.74 215 2365 9 2 5.06 5 137669 1856 21 323.17 234 4 1 2.04 2 29360128 1376256 9635997.27 8388608 170437 2880 21 400.09 234
4 8388608 65536 512 17434 29367 189 6 2 2.95 3 2789491527 29360128 2796202 14759214.43 13981010 34366 384 22 181.83 168 958 8 2 5.07 5 34391 374 21 132.27 118 2 1 1.54 2 8388608 1376256 4476855.68 4194304 42558 502 21 157.62 139
5 8388608 65536 512 5919 86501 294 6 3 4.59 4 1752100319 10485760 4194303 5959524.89 6291456 18526 128 42 63.01 64 970 5 3 3.30 3 18551 106 21 52.26 51 2 1 1.54 2 5570560 1376256 2783769.23 2818048 26743 192 21 73.27 64
6 8388608 65536 1024 21235 48222 252 5 1 1.97 2 5243998316 58720256 2097152 20809517.13 16777216 63630 768 26 252.50 210 1185 8 1 4.70 5 63655 811 25 215.78 171 2 1 1.46 1 16777216 1638400 6465841.56 5636096 80039 1067 25 271.32 171
7 8388608 65536 2048 24020 85262 500 6 1 1.95 2 11407387776 67108864 3355442 22814775.55 19573414 141292 896 25 282.58 256 2624 9 2 5.25 5 141292 1023 25 309.17 277 3 1 1.82 2 25165824 1376256 7899720.33 8388608 174085 1535 25 380.10 277
8 8388608 65536 1024 21712 47162 215 5 1 1.68 2 5473846258 58720256 5592404 25459750.04 20971520 67136 768 43 312.26 256 1090 8 2 5.07 5 67161 704 26 239.86 192 2 1 1.45 1 16777216 1638400 7269012.91 8388608 83545 832 26 277.56 256
9 8388608 65536 1024 18013 56847 278 5 1 2.17 2 5370386523 58720256 3355442 19317937.13 16777216 65556 768 25 235.81 192 1357 8 2 4.88 5 65581 704 25 196.35 171 2 1 1.50 1 16777216 1638400 5933723.58 5570560 81965 832 25 243.22 214
10 8388608 65536 1024 7473 137026 489 5 3 3.82 4 3101827416 13981010 1677721 6343205.35 6291456 30902 168 50 63.19 64 1427 5 1 2.92 3 30927 117 25 60.29 64 2 1 1.49 1 5570560 1638400 3231423.67 2818048 47311 234 25 92.22 64
11 8388608 65536 2048 20823 98352 471 5 1 1.84 2 2758453737 67108864 5592404 5856589.68 20971520 140388 896 43 298.06 256 2468 9 2 5.24 5 140388 896 42 278.00 256 2 1 1.46 1 16777216 1638400 6734689.39 7012352 173156 1152 42 342.21 256
12 8388608 65536 2048 25272 81038 381 3 1 1.49 1 7214202732 67108864 5592404 18934915.31 25165824 142850 896 42 374.93 320 2008 9 2 5.27 5 142850 1280 42 362.56 320 3 1 1.71 1 25165824 2752512 9795150.00 8388608 175643 1280 43 359.19 256
13 8388608 65536 2048 22226 92144 505 5 1 1.97 2 11570406294 58720256 6291456 22911695.63 20971520 143784 768 64 284.72 256 2777 9 2 5.50 5 143784 1130 32 327.53 278 3 1 1.88 2 25165824 1638400 7849736.68 8388608 176577 1130 32 376.50 352
14 8388608 65536 2048 20721 98836 446 4 1 1.74 2 6956952008 58720256 2097152 15598547.10 25165824 138922 768 43 311.48 320 2360 9 1 5.29 5 138922 938 32 284.09 256 2 1 1.46 1 16777216 2097152 6962794.46 8388608 171715 1024 32 342.06 320
15 8388608 65536 2048 4921 416175 512 2 2 2.00 2 0 8388608 8388608 0.00 8388608 32768 64 64 64.00 64 1024 2 2 2.00 2 32768 64 64 64.00 64 2 1 1.33 1 8388608 4194304 5592405.33 4194304 65536 192 64 128.00 64
16 8388608 65536 256 10762 23787 121 6 2 3.78 4 1096950143 16777216 4194303 9065703.66 8388605 12638 215 42 104.45 96 500 6 3 4.13 4 12638 279 21 81.54 64 2 1 1.52 2 8388608 1376256 3323270.98 2818048 16734 407 21 107.96 64
17 8388608 65536 256 2941 87045 263 11 7 8.22 8 950424103 5242880 762600 3613779.86 4194300 10364 64 14 39.41 48 930 5 1 3.54 4 10389 80 11 40.11 41 2 1 1.52 2 2424832 720896 1548448.63 1638400 14485 204 11 55.93 43
18 8388608 65536 256 5637 45414 203 9 2 6.34 7 957286377 13981010 1864134 4715696.44 4194304 10498 168 14 51.71 48 730 5 2 3.60 4 10523 165 16 53.69 52 2 1 1.55 2 5636096 917504 2034962.52 2097152 14619 246 16 74.59 54
19 8388608 65536 512 14089 36340 178 6 1 2.78 3 2404734069 41943040 2097152 13509741.96 12582912 28488 512 22 160.04 129 772 7 1 4.34 4 28513 533 21 133.24 86 2 1 1.45 1 12582912 1376256 4518534.74 4194304 36705 789 21 171.52 86
20 8388608 65536 512 16546 30944 191 7 1 2.98 3 2368383439 50331648 1198372 12399913.29 10485760 27938 640 18 146.27 128 802 7 1 4.20 4 27963 534 18 130.06 93 2 1 1.47 1 12582912 1179648 4344615.93 4194304 36155 790 18 168.16 93
21 8388608 65536 512 12383 41347 212 7 2 3.31 3 2316613713 25165824 1398101 10927423.17 8388608 27146 320 18 128.05 104 885 7 1 4.17 4 27171 512 18 121.84 90 2 1 1.47 1 8388608 1179648 3847028.52 3342336 35363 768 18 158.58 90
22 8388608 65536 1024 20460 50048 225 5 1 1.76 2 4638900120 58720256 4194304 20617333.87 16777216 54396 768 32 241.76 192 961 7 2 4.27 4 54421 960 25 232.57 171 2 1 1.46 1 16777216 1638400 7060331.93 7012352 70805 1472 25 302.59 171
23 8388608 65536 1024 20284 50483 217 5 1 1.70 2 4645331390 50331648 2796202 21407057.10 16777216 54492 640 26 251.12 192 918 6 1 4.23 4 54517 1024 26 250.08 171 2 1 1.47 1 16777216 1638400 7431887.26 8388608 70901 1536 26 325.23 171
24 8388608 65536 1024 17031 60125 224 5 1 1.75 2 4671615676 50331648 2796202 20855427.12 20971520 54892 640 26 245.05 256 951 6 1 4.25 4 54917 858 25 238.77 148 2 1 1.45 1 16777216 1638400 7109808.12 8388608 71301 1370 25 310.00 148
25 8388608 65536 2048 27912 73373 381 3 1 1.49 1 5944726730 67108864 5592404 15602957.30 20971520 123480 896 42 324.09 256 1784 8 2 4.68 5 123480 1536 42 378.77 256 3 1 1.72 1 25165824 2752512 9893593.17 8388608 156273 2560 42 477.90 256
26 8388608 65536 2048 26604 76980 376 4 1 1.47 1 5804916598 67108864 2796202 15438607.97 20971520 121344 896 42 322.72 256 1726 8 1 4.59 5 121344 1472 42 384.00 298 3 1 1.72 1 25165824 2097152 10079724.58 8388608 154137 2496 42 486.24 298
27 8388608 65536 2048 27906 73389 371 4 1 1.45 1 5670698884 58720256 2097152 15284902.65 20971520 119294 768 32 321.55 256 1679 8 1 4.53 5 119294 1856 32 383.58 288 3 1 1.70 1 25165824 2097152 10107033.70 8388608 152087 2880 32 487.46 288
28 8388608 65536 512 16748 30570 219 6 1 3.42 3 2458980338 33554432 1398101 11228220.72 10485760 29316 384 25 133.86 128 975 7 1 4.45 4 29341 463 21 125.39 86 2 1 1.54 2 11206656 1376256 3871061.87 3735552 37533 591 21 159.71 96
29 8388608 65536 512 15894 32213 225 7 1 3.52 4 2383243201 41943040 1198372 10592192.00 8388608 28158 512 21 125.15 100 973 6 1 4.32 4 28183 513 18 118.92 85 2 1 1.51 2 12582912 1179648 3687668.11 3342336 36375 641 18 153.48 86
30 8388608 65536 512 15635 32747 244 9 1 3.81 3 2184939111 41943040 1048576 8954668.49 6710884 25126 512 14 102.98 75 956 6 1 3.92 4 25151 512 16 120.92 80 2 1 1.53 2 12582912 917504 3499244.31 2818048 33318 640 16 160.96 87
31 8388608 65536 512 12817 39946 280 8 2 4.38 4 2017659596 20971520 2097152 7205927.13 6291456 22572 256 16 80.61 66 1051 5 2 3.75 4 22597 222 16 67.66 58 2 1 1.48 1 8388608 1048576 2835653.31 2752512 30789 350 16 92.18 64
32 8388608 65536 512 11760 43537 220 7 2 3.44 3 2160585541 20971520 3595116 9820843.37 10066326 24764 256 36 112.56 125 895 6 3 4.07 4 24789 303 18 100.36 86 2 1 1.52 2 8388608 1179648 3660685.45 3342336 32981 431 18 133.53 89
33 8388608 65536 512 4113 124483 423 8 5 6.61 7 1718625530 8388605 1048576 4062944.52 4194303 17912 100 32 42.35 42 1365 5 1 3.23 3 17937 118 16 53.07 48 2 1 1.55 2 3342336 1048576 1944036.07 2097152 26129 225 16 77.30 55
34 8388608 65536 1024 16512 62015 296 5 1 2.31 2 4735089323 50331648 3355442 15996923.39 16777212 55862 640 26 188.72 192 1283 6 2 4.33 4 55887 640 25 208.53 171 2 1 1.48 1 16777216 1638400 5448462.43 4194304 72271 875 25 269.67 171
35 8388608 65536 1024 19183 53380 300 7 1 2.34 2 4794049312 50331648 2396744 15980164.37 16777212 56766 640 18 189.22 192 1312 7 2 4.37 4 56791 704 18 208.03 150 2 1 1.48 1 16777216 1179648 5410788.26 4194304 73175 960 18 268.04 150
36 8388608 65536 1024 19506 52496 295 5 1 2.30 2 4969131502 58720256 2097152 16844513.57 16777212 59432 768 26 201.46 192 1322 7 1 4.48 5 59457 735 25 221.85 192 2 1 1.51 2 16777216 1638400 5665538.63 4456448 75841 991 25 282.99 192
37 8388608 65536 2048 23723 86329 507 4 1 1.98 2 10410261928 58720256 4194304 20533061.00 16777216 126084 768 32 248.69 215 2469 8 1 4.87 5 126084 1408 32 336.22 256 3 1 1.84 2 20971520 2097152 7745926.10 8388608 158877 1920 32 422.55 256
38 8388608 65536 2048 26649 76850 355 4 1 1.39 1 6031409092 58720256 2796202 16989884.77 25165824 124798 768 32 351.54 320 1702 8 1 4.79 5 124798 1344 42 335.48 256 2 1 1.45 1 16777216 2097152 8810789.57 8388608 157566 1856 42 423.56 256
