testid msgsize chunksize datasize time bandwidth numpaths/job maxpath/job minpath/job avgpath/job medpath/job totalhopbytes maxhopbytes minhopbytes avghopbytes medhopbytes totalcopies maxcopies/path mincopies/paths avgcopies/paths medcopies/path totalhops maxhops/path minhop/path avghops/path medhop/path totalcopies/node maxopies/node mincopies/node avgcopies/node medcopies/node maxloadpath minloadpath avgloadpath medloadpath maxloadlink minloadlink avgloadlink medloadlink totalrput maxrputs minrput avgrput medrput
0 8388608 65536 512 4515 113399 1345 26 6 21.02 21 2040806732 5592404 645276 1517328.43 1525200 22816 63 5 16.96 18 5124 4 2 3.81 4 22841 126 5 30.01 16 8 1 2.33 2 5898240 262144 922861.17 655360 31033 195 5 40.78 16
1 8388608 65536 1024 34214 29929 1172 23 1 9.16 9 6522875448 67108864 729444 5565593.39 4660335 83128 896 6 70.93 60 6803 10 2 5.80 6 83153 614 7 166.97 137 8 1 3.82 3 14680064 327680 3661773.40 2883584 99537 870 7 199.87 142
2 8388608 65536 2048 64868 31571 1212 17 1 4.73 4 12475011922 83886080 559240 10292914.13 6710884 157588 1152 12 130.02 80 6642 10 1 5.48 5 157613 1637 9 285.53 185 8 1 3.45 3 36831232 458752 6473882.10 4390912 190381 2149 9 344.89 185
3 8388608 65536 4096 124774 32827 1622 14 1 3.17 2 26518024570 83886080 1864134 16348967.06 9786707 339086 1152 14 209.05 126 9745 11 2 6.01 6 339086 2560 14 384.02 258 8 1 3.10 2 58720256 589824 8436941.58 5570560 404622 3584 14 458.24 258
4 8388608 65536 1024 21832 46903 1323 24 3 10.34 10 6591804553 22369616 699050 4982467.54 4660335 84178 301 6 63.63 56 7799 10 2 5.89 6 84203 458 7 158.57 144 8 1 3.93 3 11468800 327680 3318444.73 2555904 100587 586 7 186.27 170
5 8388608 65536 1024 4836 211745 2193 22 5 17.13 17 4599732107 5033163 1143900 2097461.06 2207525 53376 52 12 24.34 24 9433 5 3 4.30 5 53401 146 5 60.41 56 8 1 3.19 2 6291456 327680 1545046.08 983040 69785 231 5 78.94 81
6 8388608 65536 2048 33108 61858 1792 19 1 7.00 7 12361695882 67108864 493447 6898267.79 5242880 155830 896 7 86.96 65 9814 10 1 5.48 5 155855 920 8 255.50 224 8 1 3.73 3 26869760 393216 4703180.57 3735552 188623 1176 8 309.22 234
7 8388608 65536 4096 49252 83164 2370 16 1 4.63 4 26731632366 92274688 1398100 11279169.77 7626000 342356 1280 11 144.45 100 14624 11 2 6.17 6 342356 1880 9 364.99 313 8 1 3.67 3 38469632 524288 6699651.66 4980736 407892 1880 9 433.93 334
8 8388608 65536 2048 30138 67954 1448 15 1 5.66 6 12814088043 67108864 1290554 8849508.32 7190232 162738 896 10 112.39 90 8563 10 2 5.91 6 162763 1083 8 272.18 239 8 1 3.95 3 25296896 524288 5912635.54 4915200 195531 1083 8 317.94 284
9 8388608 65536 2048 36143 56663 1914 20 1 7.48 8 12550911453 58720256 1198372 6557425.00 5592402 158704 768 9 82.92 66 10789 10 2 5.64 6 158729 797 9 246.09 231 8 1 3.96 3 25362432 393216 4601506.78 3801088 191497 925 9 295.98 282
10 8388608 65536 2048 5818 352011 3656 20 9 14.28 14 8001736198 4194300 419430 2188658.70 2097150 88818 52 12 24.29 22 13686 5 1 3.74 3 88843 153 12 86.68 86 8 1 2.47 1 6029312 393216 1440394.09 786432 121611 262 12 118.64 96
11 8388608 65536 4096 37369 109609 3457 19 1 6.75 7 26823101789 75497472 986894 7759069.07 6291456 343708 1024 8 99.42 80 20908 11 2 6.05 6 343708 1246 16 336.97 286 8 1 3.83 3 30736384 393216 4916629.66 3866624 409269 1389 16 400.85 330
12 8388608 65536 4096 49033 83535 1835 11 1 3.58 3 27254290339 83886080 1864134 14852474.30 9786707 350314 1152 14 190.91 126 11370 11 2 6.20 6 350314 1684 14 411.65 334 8 1 3.49 3 41877504 720896 8359860.61 7208960 415850 1684 16 416.68 319
13 8388608 65536 4096 37023 110633 2527 11 1 4.94 5 26904048332 75497472 2097152 10646635.67 8388604 344982 1024 16 136.52 105 15859 11 2 6.28 6 344982 1601 11 377.03 314 8 1 3.95 3 32964608 720896 6694129.80 5570560 410518 1618 14 421.04 366
14 8388608 65536 4096 32033 127868 3347 16 1 6.54 7 26498349430 75497472 524288 7917044.94 6524469 338768 1024 11 101.22 80 20333 11 1 6.07 6 338768 1018 13 338.09 310 8 1 3.93 3 27066368 524288 5124050.85 4194304 404304 1146 13 399.91 396
15 8388608 65536 4096 8156 502206 4096 14 3 8.00 8 15002194788 11184808 1198372 3662645.21 4194304 163110 126 10 39.82 48 14352 6 2 3.50 4 163110 284 69 159.29 158 8 1 2.53 2 11403264 589824 2642310.75 1966080 228671 356 87 223.09 229
16 8388608 65536 512 13771 37179 572 15 3 8.94 9 3207594559 16777212 2796200 5607682.80 5338200 40744 215 32 71.23 66 3413 7 5 5.97 6 40744 433 8 105.55 34 8 1 3.79 2 13631488 524288 3559455.82 1966080 48936 478 8 126.78 34
17 8388608 65536 512 5237 97765 1636 41 18 25.56 24 2179342210 2796198 204600 1332116.27 1398100 24832 35 5 15.18 16 6708 6 1 4.10 4 24857 118 3 44.15 39 8 1 3.25 2 3276800 196608 1050102.31 786432 33049 243 3 58.70 39
18 8388608 65536 512 7510 68175 1237 25 14 19.33 19 2194761609 2995930 671088 1774261.61 1597828 25150 36 5 20.33 18 5040 6 2 4.07 4 25175 163 5 55.09 39 8 1 3.20 2 4521984 327680 1387365.91 1048576 33367 291 5 73.01 39
19 8388608 65536 1024 28135 36395 1107 20 1 8.65 8 5811954994 75497472 419430 5250185.18 4194300 72276 1024 7 65.29 52 5594 9 1 5.05 5 72301 1016 6 162.84 117 8 1 3.49 3 29097984 393216 3622457.46 2424832 88685 1272 6 199.74 117
20 8388608 65536 1024 29549 34654 1161 30 1 9.07 8 5911492976 67108864 279620 5091725.22 4194300 73770 896 6 63.54 50 5958 9 1 5.13 5 73795 902 4 158.70 112 8 1 3.47 3 20250624 262144 3445091.86 2424832 90179 1158 4 193.93 112
21 8388608 65536 1024 27042 37867 1225 25 1 9.57 9 5769003266 58720256 335544 4709390.42 3813000 71612 768 6 58.46 45 6242 9 1 5.10 5 71637 639 5 147.10 90 8 1 3.48 3 17825792 327680 3214551.76 2097152 88021 893 5 180.74 90
