testid msgsize chunksize datasize time bandwidth numpaths/job maxpath/job minpath/job avgpath/job medpath/job totalhopbytes maxhopbytes minhopbytes avghopbytes medhopbytes totalcopies maxcopies/path mincopies/paths avgcopies/paths medcopies/path totalhops maxhops/path minhop/path avghops/path medhop/path totalcopies/node maxopies/node mincopies/node avgcopies/node medcopies/node maxloadpath minloadpath avgloadpath medloadpath maxloadlink minloadlink avgloadlink medloadlink totalrput maxrputs minrput avgrput medrput
0 8388608 65536 2048 5154 397361 1506 10 3 5.88 6 8582515050 16777212 5460 5698881.18 5087232 98258 210 3 65.24 60 6128 6 2 4.07 4 98258 161 1 51.55 42 6 1 1.43 1 3014656 65536 1997887.37 2621440 131051 218 1 68.18 43
1 8388608 65536 4096 45149 90721 754 4 1 1.47 1 38671480876 125829120 135300 51288436.18 50331648 524544 1792 10 695.68 640 7069 16 2 9.38 9 524569 1524 2 364.03 256 11 1 2.01 1 25362432 131072 10976861.45 8388608 590105 1780 2 406.97 263
2 8388608 65536 8192 67413 121519 1842 5 1 1.80 2 73693958361 125829120 124504 40007577.83 36807155 993422 1792 3 539.32 492 16305 16 1 8.85 9 993447 2324 1 626.78 429 13 1 3.13 2 32243712 65536 14142168.26 9961472 1124494 2836 1 709.91 434
3 8388608 65536 16384 75633 216625 2732 5 1 1.33 1 155609003423 142606336 186410 56957907.55 58720256 2112254 2048 6 773.15 768 24930 17 2 9.13 9 2112254 3842 1 699.19 384 17 1 2.90 2 54853632 65536 18123520.54 9043968 2374398 4866 1 785.96 384
4 8388608 65536 4096 33837 121050 1757 8 1 3.43 3 38795158453 121776045 55305 22080340.61 17551544 526448 1722 3 299.63 240 16636 16 2 9.47 10 526473 961 1 321.41 292 17 1 2.92 2 13107200 65536 6807556.31 6422528 591984 1089 1 353.42 333
5 8388608 65536 4096 6213 659262 3642 12 3 7.11 7 20101939649 16192145 7900 5519478.21 4535660 241182 196 2 66.22 56 17252 5 3 4.74 5 241207 194 1 72.43 69 7 1 1.79 1 3538944 65536 2081502.62 2228224 306743 258 1 92.09 82
6 8388608 65536 8192 45641 179487 3166 8 1 3.09 3 73919770150 134217728 40760 23348000.68 18080300 996884 1920 2 314.87 246 28671 16 1 9.06 9 996909 1437 1 505.79 499 18 1 3.52 3 17432576 65536 9090226.81 8388608 1127981 1693 1 570.55 558
7 8388608 65536 16384 40181 407754 4964 6 1 2.42 2 156198967518 134217728 65532 31466351.23 25668260 2121266 1920 4 427.33 340 45958 17 1 9.26 9 2121266 2181 1 612.02 550 20 1 3.33 2 22872064 65536 11318779.55 9109504 2383410 2377 1 684.89 598
8 8388608 65536 8192 39216 208894 3474 8 1 3.39 3 74825663089 117331158 39050 21538763.12 16113930 1010658 1651 3 290.92 217 31018 16 2 8.93 9 1010683 1295 1 486.14 454 18 1 3.73 3 16580608 65536 9010647.55 8388608 1141755 1423 1 536.79 505
9 8388608 65536 8192 34489 237525 2604 7 1 2.54 2 73650357644 117440512 80487 28283547.48 22739660 992754 1664 5 381.24 300 23753 16 1 9.12 9 992779 1354 1 498.63 474 14 1 3.06 2 18808832 65536 9499685.38 8388608 1123851 1474 3 546.09 523
10 8388608 65536 8192 8550 958128 6868 11 2 6.71 7 39848777157 20992020 10240 5802093.35 4866375 478014 252 2 69.60 60 32848 5 1 4.78 5 478039 343 1 116.71 105 7 1 2.02 2 4521984 65536 2458098.41 2228224 609111 428 1 148.71 117
