testid msgsize chunksize datasize time bandwidth numpaths/job maxpath/job minpath/job avgpath/job medpath/job totalhopbytes maxhopbytes minhopbytes avghopbytes medhopbytes totalcopies maxcopies/path mincopies/paths avgcopies/paths medcopies/path totalhops maxhops/path minhop/path avghops/path medhop/path totalcopies/node maxopies/node mincopies/node avgcopies/node medcopies/node maxloadpath minloadpath avgloadpath medloadpath maxloadlink minloadlink avgloadlink medloadlink totalrput maxrputs minrput avgrput medrput
0 8388608 65536 2048 5657 362029 12485 50 5 48.77 50 8877152176 6710884 335544 711025.40 671088 100566 78 3 8.05 9 51904 6 2 4.16 4 100566 159 7 33.32 11 31 1 4.52 3 6946816 131072 761098.95 524288 133334 214 7 44.18 11
1 8388608 65536 4096 69837 58650 9968 50 1 19.47 17 38938209551 125829120 390166 3906321.18 2287800 528442 1792 3 53.01 30 79321 16 2 7.96 7 528442 1487 2 268.11 201 32 1 10.25 7 44957696 131072 5028021.47 3145728 594003 1743 2 301.22 208
2 8388608 65536 8192 87968 93124 12371 44 1 12.08 9 74278011659 134217728 190650 6004204.32 3075820 1002106 1920 4 81.00 40 93535 16 1 7.56 7 1002131 2649 3 490.28 280 32 1 11.05 7 73728000 131072 8775133.33 5177344 1133178 3161 3 554.66 282
3 8388608 65536 16384 170368 96168 16437 39 1 8.03 4 156001651523 134217728 262144 9490883.47 3914680 2118084 1920 4 128.86 52 135672 17 1 8.25 8 2118084 4998 3 554.62 312 32 1 8.92 5 142934016 196608 10255793.70 4980736 2380228 6022 3 623.26 312
4 8388608 65536 4096 36454 112360 12562 50 1 24.54 25 38979279297 92274688 335544 3102951.70 2236960 529048 1280 3 42.11 30 104533 16 2 8.32 8 529073 1136 2 262.31 229 32 1 11.62 8 33751040 131072 4331553.69 2883584 594584 1161 2 292.75 260
5 8388608 65536 4096 5323 769490 25362 50 42 49.54 50 20433694626 998640 503316 805681.52 838860 243708 12 6 9.61 8 120666 5 3 4.76 5 243733 173 2 63.39 57 32 1 6.40 4 5636096 131072 1075209.02 589824 309269 246 2 80.43 90
6 8388608 65536 8192 45169 181363 18653 50 1 18.22 17 74279301175 117440512 167772 3982163.79 2669100 1002040 1664 3 53.72 35 144926 16 1 7.77 7 1002040 1704 2 433.78 378 32 1 12.24 9 47251456 131072 6272457.81 3932160 1133137 1817 2 490.32 441
7 8388608 65536 16384 65550 249946 28458 46 1 13.90 12 156147039693 134217728 215092 5486929.50 3282498 2120224 1920 4 74.50 44 236409 17 1 8.31 8 2120224 3294 3 538.54 450 32 1 11.79 8 56229888 131072 7783193.88 5046272 2382368 3294 3 604.82 496
8 8388608 65536 8192 51193 160021 16666 45 1 16.28 15 74478035474 109051904 204600 4468860.88 2936010 1005256 1536 3 60.32 40 135949 16 1 8.16 8 1005281 2370 3 449.39 329 32 1 12.90 10 57933824 131072 7065502.07 4980736 1136328 2498 3 501.91 398
9 8388608 65536 8192 50213 163145 19823 50 1 19.36 18 74415142027 109051904 182361 3753979.82 2396744 1004108 1536 3 50.65 32 157872 16 1 7.96 7 1004133 2299 2 423.15 337 32 1 12.77 10 57802752 131072 6018051.81 3866624 1135180 2299 2 475.97 388
10 8388608 65536 8192 8511 962519 40369 50 4 39.42 40 38607315465 6291456 167772 956360.46 998640 451710 64 4 11.19 12 181895 5 1 4.51 5 451710 281 10 110.31 114 32 1 6.93 6 11272192 131072 1454258.89 1310720 582807 346 10 142.29 128
11 8388608 65536 16384 56539 289782 35110 50 1 17.14 16 156319240584 134217728 299593 4452271.16 2796198 2122662 1920 3 60.46 36 285525 17 1 8.13 8 2122662 3132 4 518.61 419 32 1 11.25 8 64684032 131072 6157538.65 3866624 2384806 3132 4 582.65 495
