testid msgsize chunksize datasize time bandwidth numpaths/job maxpath/job minpath/job avgpath/job medpath/job totalhopbytes maxhopbytes minhopbytes avghopbytes medhopbytes totalcopies maxcopies/path mincopies/paths avgcopies/paths medcopies/path totalhops maxhops/path minhop/path avghops/path medhop/path totalcopies/node maxopies/node mincopies/node avgcopies/node medcopies/node maxloadpath minloadpath avgloadpath medloadpath maxloadlink minloadlink avgloadlink medloadlink totalrput maxrputs minrput avgrput medrput
0 8388608 65536 512 4001 127968 254 4 2 3.97 4 1602224128 8388608 4194304 6307969.01 8388608 16256 96 32 64.00 64 760 4 2 2.99 2 16281 64 32 32.11 32 1 1 1.00 1 4194304 2097152 2108189.64 2097152 24448 128 32 42.89 32
1 8388608 65536 1024 25727 39802 295 7 1 2.30 2 6488548040 75497472 2396744 21995078.10 19573414 82622 1024 18 280.07 256 1699 10 2 5.76 6 82647 658 18 187.41 170 2 1 1.51 2 16777216 1179648 5752178.38 4194304 99031 914 18 224.56 170
2 8388608 65536 2048 38236 53562 624 10 1 2.44 2 12464152392 83886080 1048576 19974603.19 13981010 157418 1152 21 252.27 172 3426 10 1 5.49 5 157443 1515 13 314.89 196 4 1 2.18 2 33554432 851968 7928772.07 7012352 190211 2027 13 380.42 200
3 8388608 65536 4096 59605 68719 1228 11 1 2.40 2 26465896539 83886080 2396744 21552033.01 13981010 338298 1152 18 275.49 175 7378 11 2 6.01 6 338323 2443 16 391.58 257 6 1 2.57 2 50331648 720896 9227916.68 8388608 403859 3467 16 467.43 257
4 8388608 65536 1024 21220 48256 334 7 1 2.61 2 6569637780 75497472 2396744 19669574.19 16777216 83850 1024 19 251.05 215 1943 10 2 5.82 6 83850 597 18 175.42 160 2 1 1.53 2 12582912 1179648 5172390.10 4194304 100259 640 18 203.37 181
5 8388608 65536 1024 10291 99504 295 3 1 2.30 2 3503641648 25165824 8388606 11876751.35 12582912 37026 256 84 125.51 128 979 5 3 3.32 3 37051 128 42 63.34 64 1 1 1.00 1 8388608 2752512 3575360.33 4194304 53435 192 42 87.60 64
6 8388608 65536 2048 24975 82002 698 9 1 2.73 3 12313902627 75497472 1398101 17641694.31 13981010 155122 1024 14 222.24 172 3793 10 1 5.43 5 155147 959 14 263.41 223 3 1 1.92 2 20971520 917504 6231558.22 5570560 187915 1215 14 319.04 239
7 8388608 65536 4096 37108 110380 1216 8 1 2.38 2 26681084127 92274688 2796202 21941681.03 16777212 341584 1280 22 280.91 215 7519 11 2 6.18 6 341584 1867 16 379.54 320 4 1 2.26 2 33554432 1048576 8036450.70 7077888 407145 1867 16 450.88 342
8 8388608 65536 2048 27767 73756 563 6 1 2.20 2 12712095620 75497472 4194304 22579210.69 18874368 161202 1024 32 286.33 252 3307 10 2 5.87 6 161227 1066 21 294.75 256 3 1 1.97 2 25165824 1376256 7571183.99 7733248 193995 1194 21 337.38 320
9 8388608 65536 2048 23704 86398 504 6 1 1.97 2 12478333658 75497472 4194303 24758598.53 20971520 157624 1024 32 312.75 256 2824 10 2 5.60 6 157649 832 21 268.57 256 2 1 1.52 2 16777216 1376256 6693953.92 6946816 190392 960 21 318.91 299
10 8388608 65536 2048 5196 394149 512 2 2 2.00 2 4294967296 12582912 4194304 8388608.00 12582912 32768 128 128 64.00 128 1024 3 1 2.00 3 32793 64 64 63.92 64 1 1 1.00 1 4194304 4194304 4194304.00 4194304 65536 128 64 85.33 64
11 8388608 65536 4096 29954 136743 1311 6 1 2.56 3 26673813136 83886080 2796202 20346158.00 16777212 341462 1152 21 260.46 215 7885 11 2 6.01 6 341462 1365 21 337.08 288 3 1 1.90 2 25165824 1376256 6438093.39 5570560 407023 1386 21 401.40 320
12 8388608 65536 4096 30989 132175 937 5 1 1.83 1 27203135952 83886080 3355442 29032162.17 22369616 349544 1152 25 373.05 301 5830 11 2 6.22 6 349544 1471 26 436.93 363 4 1 2.16 2 33554432 1638400 10063885.64 8388608 415105 1471 26 421.00 320
13 8388608 65536 4096 31560 129784 960 5 1 1.88 2 26769444868 83886080 6291456 27884838.40 25165818 342942 1152 64 357.23 320 5990 11 2 6.24 6 342942 1428 32 401.57 331 3 1 1.92 2 25165824 1638400 8591147.05 8388608 408503 1428 32 428.20 383
14 8388608 65536 4096 28904 141710 1268 7 1 2.48 3 26370025780 92274688 1398101 20796550.30 16777216 336840 1280 26 265.65 215 7658 11 1 6.04 6 336840 1002 21 338.87 310 3 1 1.93 2 25165824 1179648 6654078.61 5636096 402376 1130 21 399.98 384
15 8388608 65536 4096 8223 498115 512 1 1 1.00 1 8589934592 16777216 16777216 16777216.00 16777216 65536 128 128 128.00 128 1024 2 2 2.00 2 65536 128 128 128.00 128 1 1 1.00 1 8388608 8388608 8388608.00 8388608 131072 256 128 172.92 128
16 8388608 65536 512 17529 29208 149 6 1 2.33 2 3197457568 58720256 6990505 21459446.77 20971520 40592 768 84 272.43 256 891 7 5 5.98 6 40592 469 21 159.18 128 2 1 1.56 2 16777216 1376256 5589350.04 5570560 48809 513 21 190.66 139
17 8388608 65536 512 3914 130812 266 5 3 4.16 4 1690863554 11184808 1677721 6356629.90 5033163 17588 129 26 66.12 52 828 4 1 3.11 3 17613 84 25 40.40 32 1 1 1.00 1 2818048 1638400 2040480.77 2097152 25805 212 25 57.09 32
18 8388608 65536 512 9844 52011 210 5 1 3.28 3 1934692428 25165824 3355442 9212821.09 8388608 21304 256 26 101.45 96 758 5 2 3.61 4 21329 214 25 59.41 57 1 1 1.00 1 8388608 1638400 2550197.70 2097152 29496 224 25 81.93 64
19 8388608 65536 1024 22067 46404 444 9 1 3.47 3 5759997010 75497472 1198372 12972966.24 10485760 71498 1024 14 161.03 128 2201 9 1 4.96 5 71523 992 14 172.34 126 3 1 1.85 2 20971520 917504 4839861.14 4128768 87907 1248 14 211.82 128
20 8388608 65536 1024 18068 56674 320 8 1 2.50 2 5795409259 75497472 1048576 18110653.93 13981010 72032 1024 21 225.10 172 1596 9 1 4.99 5 72057 832 16 178.36 128 2 1 1.46 1 16777216 1048576 5306255.47 4194304 88441 1088 16 218.91 128
21 8388608 65536 1024 18592 55077 344 9 1 2.69 2 5702122640 58720256 1048576 16575937.91 13981010 70610 768 15 205.26 168 1704 9 1 4.95 5 70635 875 14 165.42 116 2 1 1.48 1 16777216 917504 4948992.00 4194304 87019 1131 14 203.79 128
22 8388608 65536 2048 22603 90607 564 7 1 2.20 2 11400517070 75497472 2097152 20213682.75 16777216 141182 1024 19 250.32 210 2883 9 1 5.11 5 141207 1067 19 304.98 245 3 1 1.88 2 20971520 1179648 7431543.16 6946816 173975 1579 19 375.76 245
23 8388608 65536 2048 23341 87742 558 7 1 2.18 2 11361130431 67108864 1198372 20360448.80 16777212 140588 896 26 251.95 192 2818 8 1 5.05 5 140613 1135 21 298.54 213 3 1 1.88 2 25165824 1179648 7579091.94 7012352 173381 1647 21 368.11 213
24 8388608 65536 2048 24170 84733 559 9 1 2.18 2 11175209705 67108864 1864134 19991430.60 16777212 137746 896 14 246.42 192 2769 8 2 4.95 5 137771 1263 18 306.84 235 3 1 1.93 2 25165824 917504 7771074.76 7012352 170539 1775 18 379.82 235
25 8388608 65536 4096 31222 131189 880 6 1 1.72 1 24092920054 75497472 4194304 27378318.24 20971520 302094 1024 32 343.29 256 4805 10 2 5.46 5 302094 1756 25 454.28 363 4 1 2.07 2 33554432 1376256 10380439.33 8388608 367655 2780 25 552.03 362
26 8388608 65536 4096 28033 146113 891 6 1 1.74 1 24026650062 83886080 1398101 26965937.22 20971520 301074 1152 25 337.91 258 4846 10 1 5.44 5 301074 1835 25 459.65 362 4 1 2.07 2 33554432 1376256 10250065.26 8388608 366635 2859 25 558.89 362
