testid msgsize chunksize datasize time bandwidth numpaths/job maxpath/job minpath/job avgpath/job medpath/job totalhopbytes maxhopbytes minhopbytes avghopbytes medhopbytes totalcopies maxcopies/path mincopies/paths avgcopies/paths medcopies/path totalhops maxhops/path minhop/path avghops/path medhop/path totalcopies/node maxopies/node mincopies/node avgcopies/node medcopies/node maxloadpath minloadpath avgloadpath medloadpath maxloadlink minloadlink avgloadlink medloadlink totalrput maxrputs minrput avgrput medrput
0 8388608 65536 512 5159 99244 3156 50 6 49.31 50 2226446308 5592404 335544 705464.61 671088 25248 63 3 8.00 9 13124 6 2 4.16 4 25248 151 7 33.22 11 30 1 4.56 3 6094848 131072 761474.58 524288 33465 214 7 43.98 11
1 8388608 65536 1024 31749 32252 3982 50 1 31.11 33 6690333089 67108864 356962 1680143.92 1324512 85542 896 3 21.48 16 23865 10 2 5.99 6 85542 601 2 155.53 136 32 1 9.43 6 16121856 131072 2639202.82 1572864 101926 857 2 185.32 137
2 8388608 65536 2048 39710 51573 4061 45 1 15.86 13 12709691352 75497472 199728 3129694.99 1906500 161048 1024 4 39.66 24 22896 10 1 5.64 6 161073 1486 3 270.26 149 32 1 8.85 5 39976960 196608 4909905.44 2752512 193816 1998 3 325.74 151
3 8388608 65536 4096 52287 78336 5946 39 1 11.61 9 26733567327 83886080 479348 4496059.09 2516580 342274 1152 4 57.56 30 35942 11 2 6.04 6 342274 2406 4 351.41 224 32 1 7.94 5 59572224 196608 5902437.31 3014656 407810 3430 4 418.70 224
4 8388608 65536 1024 13572 75449 4482 50 8 35.02 35 6691158839 8388608 335544 1492895.77 1324512 85552 112 3 19.09 16 27141 10 2 6.06 6 85577 469 2 148.57 132 32 1 10.37 7 12845056 131072 2551748.55 1638400 101936 597 2 176.06 165
5 8388608 65536 1024 5342 191688 6299 50 5 49.21 50 5093847534 5033163 503316 808675.59 838860 60708 52 6 9.64 8 29961 5 3 4.76 5 60733 164 2 63.80 60 32 1 6.51 4 6291456 131072 1097133.84 589824 77117 260 2 81.01 93
6 8388608 65536 2048 21244 96403 6175 49 1 24.12 27 12682433305 67108864 190650 2053835.35 1525200 160506 896 3 25.99 20 34902 10 1 5.65 6 160531 1103 2 229.66 199 32 1 9.93 6 26214400 131072 3602504.23 2162688 193274 1359 2 276.90 205
7 8388608 65536 4096 39248 104362 8659 50 1 16.91 15 26916326406 92274688 466032 3108479.78 2097152 345070 1280 4 39.85 28 54173 11 2 6.26 6 345070 1590 3 349.61 301 32 1 10.34 7 39845888 131072 5137356.78 3145728 410606 1787 3 415.59 312
8 8388608 65536 2048 30341 67499 5088 45 1 19.88 19 12885374589 58720256 372826 2532502.87 1835008 163796 768 3 32.19 24 30446 10 2 5.98 6 163796 1181 3 252.77 208 32 1 10.65 7 31457280 196608 4505777.65 3014656 196564 1261 3 299.64 262
9 8388608 65536 2048 20929 97854 6669 50 4 26.05 27 12731108822 12582912 372826 1908998.17 1613190 161254 160 3 24.18 20 38659 10 1 5.80 6 161279 869 2 236.83 223 32 1 11.03 8 22740992 131072 3627796.23 2490368 194022 997 2 284.91 273
10 8388608 65536 2048 7030 291322 10090 50 18 39.41 40 9649814350 2330165 167772 956374.07 998640 112746 28 6 11.17 12 45424 5 1 4.50 5 112771 245 8 110.02 110 32 1 6.90 6 8323072 131072 1448421.25 1310720 145514 334 8 142.10 114
11 8388608 65536 4096 27327 149888 12192 50 1 23.81 25 27066890802 67108864 335544 2220053.38 1727061 347206 896 3 28.48 21 74632 11 2 6.12 6 347206 1316 8 339.73 282 32 1 10.81 8 30736384 131072 3917940.28 2686976 412742 1316 8 403.86 338
12 8388608 65536 4096 40937 100056 6804 36 1 13.29 11 27306258290 75497472 493446 4013265.47 2516580 351096 1024 4 51.60 32 42356 11 2 6.23 6 351096 1714 4 382.46 285 32 1 9.45 6 53542912 196608 6090652.41 3932160 416657 1819 6 410.10 315
13 8388608 65536 4096 29637 138205 9456 37 1 18.47 18 27114929110 75497472 508400 2867484.04 2174823 348122 1024 4 36.81 28 59649 11 2 6.31 6 348122 1777 3 363.01 313 32 1 11.75 8 36896768 196608 5338615.73 3670016 413658 1777 4 417.41 374
14 8388608 65536 4096 24461 167450 12094 43 1 23.62 26 26881647023 75497472 209715 2222725.90 1779400 344410 1024 4 28.48 24 74366 11 1 6.15 6 344410 1048 4 339.32 322 32 1 11.41 8 29753344 131072 4123115.57 2949120 409946 1166 4 402.70 398
15 8388608 65536 4096 7009 584391 16384 50 13 32.00 32 16730399214 3871662 335544 1021142.53 1048576 189172 50 3 11.55 12 63846 6 2 3.90 4 189172 238 127 184.74 184 32 1 7.37 5 9895936 131072 1926433.18 1310720 254733 356 156 248.52 238
16 8388608 65536 512 8001 63992 2095 42 17 32.73 34 3374611749 3262231 998640 1610793.20 1545264 43122 48 12 20.58 20 13199 7 5 6.30 6 43122 405 3 94.36 20 32 1 9.15 3 11075584 196608 2332118.10 786432 51314 533 3 112.28 20
17 8388608 65536 512 4230 121040 3118 50 42 48.72 50 2281727738 1198368 167772 731792.09 699048 26276 15 3 8.43 9 13261 6 1 4.25 4 26276 164 2 45.15 27 32 1 5.28 3 5701632 131072 899241.58 589824 34468 292 2 59.22 27
18 8388608 65536 512 4511 113500 3150 50 41 49.22 50 2386471505 1227600 335544 757610.00 818400 27896 15 3 8.86 9 14012 6 2 4.45 4 27921 227 2 54.32 29 32 1 6.56 4 5636096 131072 1106721.18 720896 36113 355 2 70.26 29
19 8388608 65536 1024 21069 48602 3560 49 4 27.81 30 6017316445 14680064 178481 1690257.43 1398096 75206 192 3 21.13 16 19138 9 1 5.38 5 75231 1018 2 144.40 55 32 1 8.62 5 24051712 131072 2703802.81 1507328 91590 1274 2 176.13 55
20 8388608 65536 1024 16242 63046 3557 50 2 27.79 30 6053780837 33554432 167772 1701934.45 1353000 75838 448 3 21.32 16 19328 9 1 5.43 5 75863 998 2 148.75 73 32 1 8.56 5 19791872 131072 2676643.49 1572864 92247 1254 2 180.88 73
21 8388608 65536 1024 14000 73142 3677 50 3 28.73 31 5922302359 13981010 182361 1610634.31 1342176 73816 172 3 20.08 16 19744 9 1 5.37 5 73841 687 2 139.59 63 32 1 8.45 5 17956864 131072 2529459.65 1441792 90225 943 2 170.56 63
22 8388608 65536 2048 29426 69598 4686 48 1 18.30 18 11826908392 75497472 174762 2523881.43 1894200 147506 1024 3 31.48 24 25400 9 1 5.42 5 147531 1433 3 236.81 109 32 1 9.25 5 30539776 131072 4303984.29 2359296 180274 1945 3 289.83 109
23 8388608 65536 2048 24796 82593 4723 50 1 18.45 18 11767332558 58720256 167772 2491495.35 1735572 146606 768 3 31.04 20 24975 8 1 5.29 5 146631 1466 3 242.37 127 32 1 9.32 5 31457280 131072 4386363.61 2424832 179374 1978 3 296.98 127
24 8388608 65536 2048 28163 72719 4513 50 1 17.63 17 11665618834 67108864 279620 2584892.27 1823610 145058 896 3 32.14 24 23775 8 1 5.27 5 145083 1235 3 246.74 120 32 1 9.11 5 33161216 131072 4466847.35 2359296 177826 1747 3 302.94 121
25 8388608 65536 4096 43870 93366 6235 36 1 12.18 9 24743014246 75497472 466032 3968406.45 2188332 311808 1024 3 50.01 28 35073 10 2 5.63 6 311808 2074 4 404.95 263 32 1 8.76 5 45613056 196608 6179314.44 3407872 377369 3098 4 489.45 263
26 8388608 65536 4096 42461 96464 6276 44 1 12.26 10 24632884868 67108864 190650 3924933.85 2287800 310116 896 4 49.41 30 35150 10 1 5.60 6 310141 1811 4 406.48 265 32 1 8.69 5 47710208 196608 6086212.48 3342336 375652 2835 4 492.98 265
27 8388608 65536 4096 45650 89726 6173 45 1 12.06 10 24538220696 75497472 220752 3975088.40 2287800 308684 1024 3 50.01 30 34149 10 1 5.53 5 308684 2013 4 409.40 278 32 1 8.56 5 44433408 131072 6146586.95 3342336 374245 3037 4 495.69 278
28 8388608 65536 1024 13527 75700 4036 50 10 31.53 31 5981497423 5033160 209715 1482036.03 1353000 74664 70 3 18.50 16 21955 9 1 5.44 5 74689 663 2 140.39 54 32 1 9.87 6 15007744 131072 2682968.40 1572864 91048 791 2 171.47 57
29 8388608 65536 1024 14820 69095 3838 50 4 29.98 31 5844967595 12582912 174762 1522920.17 1242756 72588 160 3 18.91 15 20318 8 1 5.29 5 72613 769 2 138.84 45 32 1 9.50 5 18808832 131072 2725978.96 1441792 88972 897 2 170.44 46
30 8388608 65536 1024 16733 61196 3481 50 1 27.20 29 5716316655 50331648 167772 1642147.85 1290552 70636 640 3 20.29 15 17801 8 1 5.11 5 70636 993 2 152.89 59 32 1 8.99 5 23592960 131072 2880141.71 1376256 87045 1121 2 188.00 59
31 8388608 65536 1024 5581 183479 5276 50 6 41.22 43 4866830834 5592404 335544 922447.09 932065 57426 66 3 10.88 12 23981 6 2 4.55 5 57451 242 2 75.30 31 32 1 6.97 4 8912896 131072 1405757.68 851968 73810 370 2 96.86 31
32 8388608 65536 1024 5848 175102 5341 50 17 41.73 45 5161647234 2467235 503316 966419.63 892405 61452 32 6 11.51 10 25805 6 3 4.83 5 61477 299 2 86.10 30 32 1 8.57 4 8126464 131072 1694141.51 851968 77861 427 2 109.05 30
33 8388608 65536 1024 4740 216033 6332 50 43 49.47 50 4934220840 975415 167772 779251.55 838860 57898 12 4 9.14 8 29100 5 1 4.60 5 57923 273 2 69.20 48 32 1 6.52 3 5373952 131072 1091267.69 589824 74307 401 2 88.78 48
34 8388608 65536 2048 18926 108210 6603 50 1 25.79 28 11949613549 58720256 335544 1809724.91 1398096 149184 768 3 22.59 16 35669 8 2 5.40 5 149209 916 2 214.07 154 32 1 10.80 7 20709376 131072 3610174.47 2424832 181952 1172 2 261.43 154
35 8388608 65536 2048 28162 72722 7006 50 1 27.37 29 12049941542 58720256 349524 1719945.98 1398100 150712 768 3 21.51 16 38220 9 2 5.46 5 150737 1109 2 207.91 134 32 1 11.26 8 22937600 131072 3542883.11 2293760 183480 1365 2 253.43 134
36 8388608 65536 2048 24132 84866 6710 50 1 26.21 29 12342245498 58720256 167772 1839380.85 1398100 155234 768 3 23.13 16 36859 9 1 5.49 5 155259 1519 2 238.13 172 32 1 11.50 8 27721728 131072 3843075.19 2555904 188002 1775 2 288.79 174
37 8388608 65536 4096 35921 114028 8523 41 1 16.65 16 25253944930 75497472 204600 2963034.72 2097150 319534 1024 4 37.49 25 48854 10 1 5.73 6 319534 1676 4 379.95 317 32 1 10.17 7 32571392 196608 5255299.36 3473408 385095 2188 4 457.36 318
