testid msgsize chunksize datasize time bandwidth numpaths/job maxpath/job minpath/job avgpath/job medpath/job totalhopbytes maxhopbytes minhopbytes avghopbytes medhopbytes totalcopies maxcopies/path mincopies/paths avgcopies/paths medcopies/path totalhops maxhops/path minhop/path avghops/path medhop/path totalcopies/node maxopies/node mincopies/node avgcopies/node medcopies/node maxloadpath minloadpath avgloadpath medloadpath maxloadlink minloadlink avgloadlink medloadlink totalrput maxrputs minrput avgrput medrput
0 8388608 65536 512 4240 120754 790 15 5 12.34 13 1969265704 6710884 1118480 2492741.40 2581108 21760 78 9 27.54 30 2904 4 2 3.68 4 21785 114 8 28.93 21 4 1 1.77 1 4653056 524288 1196181.76 720896 29977 179 8 39.39 22
1 8388608 65536 1024 37954 26980 594 12 1 4.64 4 6494199678 67108864 1398100 10932996.09 10066326 82708 896 11 139.24 125 3443 10 2 5.80 6 82733 595 11 172.72 142 4 1 2.38 2 14942208 655360 4497294.54 4194304 99117 851 11 206.92 147
2 8388608 65536 2048 60199 34020 624 10 1 2.44 2 12464152392 83886080 1048576 19974603.19 13981010 157418 1152 21 252.27 172 3426 10 1 5.49 5 157443 1515 13 314.89 196 4 1 2.18 2 33554432 851968 7928772.07 7012352 190211 2027 13 380.42 200
3 8388608 65536 4096 124506 32898 1228 11 1 2.40 2 26465896539 83886080 2396744 21552033.01 13981010 338298 1152 18 275.49 175 7378 11 2 6.01 6 338298 2443 16 392.00 258 6 1 2.57 2 50331648 720896 9227916.68 8388608 403859 3467 16 467.43 257
4 8388608 65536 1024 29984 34151 671 13 2 5.24 5 6573094313 33554432 1290554 9795967.68 8388608 83908 448 10 125.05 110 3942 10 2 5.87 6 83933 511 10 162.98 145 4 1 2.39 2 12582912 589824 3993157.05 3604480 100317 593 10 190.72 171
5 8388608 65536 1024 4904 208809 1131 13 5 8.84 9 3905338402 5991860 1935831 3452995.93 3145728 43078 76 20 38.09 32 4147 5 3 3.67 3 43103 129 9 53.28 55 4 1 2.25 2 5242880 589824 2109854.70 1835008 59462 217 9 73.59 67
6 8388608 65536 2048 34663 59083 931 12 1 3.64 4 12322410936 75497472 932067 13235672.33 10485760 155248 1024 11 166.75 128 5068 10 1 5.44 5 155273 982 10 262.29 224 4 1 2.33 2 25165824 655360 5665203.02 4849664 188041 1238 10 317.64 237
7 8388608 65536 4096 46970 87204 1216 8 1 2.38 2 26681084127 92274688 2796202 21941681.03 16777212 341584 1280 22 280.91 215 7519 11 2 6.18 6 341584 1867 16 379.54 320 4 1 2.26 2 33554432 1048576 8036450.70 7077888 407145 1867 16 450.88 342
8 8388608 65536 2048 41093 49838 744 8 1 2.91 3 12740357099 75497472 2796202 17124135.89 13981010 161628 1024 21 217.24 168 4368 10 2 5.87 6 161653 1086 18 287.64 245 4 1 2.41 2 27918336 1048576 7023118.11 6291456 194421 1163 18 331.21 299
9 8388608 65536 2048 33392 61332 995 12 1 3.89 4 12506560834 75497472 1864134 12569407.87 10485760 158064 1024 14 158.86 128 5570 10 2 5.60 6 158089 864 11 256.64 238 4 1 2.45 2 23789568 655360 5506986.33 4915200 190857 992 11 306.84 290
