testid msgsize chunksize datasize time bandwidth numpaths/job maxpath/job minpath/job avgpath/job medpath/job totalhopbytes maxhopbytes minhopbytes avghopbytes medhopbytes totalcopies maxcopies/path mincopies/paths avgcopies/paths medcopies/path totalhops maxhops/path minhop/path avghops/path medhop/path totalcopies/node maxopies/node mincopies/node avgcopies/node medcopies/node maxloadpath minloadpath avgloadpath medloadpath maxloadlink minloadlink avgloadlink medloadlink totalrput maxrputs minrput avgrput medrput
0 8388608 65536 512 5121 99980 500 9 3 7.81 8 1867130836 11184808 1864134 3734261.67 4194304 20256 126 15 40.51 48 1744 4 2 3.49 4 20281 85 14 28.44 32 2 1 1.40 1 5570560 917504 1498688.21 1048576 28473 162 14 38.17 32
1 8388608 65536 1024 25236 40576 295 7 1 2.30 2 6488548040 75497472 2396744 21995078.10 19573414 82622 1024 18 280.07 256 1699 10 2 5.76 6 82647 658 18 187.41 170 2 1 1.51 2 16777216 1179648 5752178.38 4194304 99031 914 18 224.56 170
2 8388608 65536 2048 38144 53691 624 10 1 2.44 2 12464152392 83886080 1048576 19974603.19 13981010 157418 1152 21 252.27 172 3426 10 1 5.49 5 157443 1515 13 314.89 196 4 1 2.18 2 33554432 851968 7928772.07 7012352 190211 2027 13 380.42 200
3 8388608 65536 4096 61203 66924 1228 11 1 2.40 2 26465896539 83886080 2396744 21552033.01 13981010 338298 1152 18 275.49 175 7378 11 2 6.01 6 338298 2443 16 392.00 258 6 1 2.57 2 50331648 720896 9227916.68 8388608 403859 3467 16 467.43 257
4 8388608 65536 1024 21139 48441 334 7 1 2.61 2 6569637780 75497472 2396744 19669574.19 16777216 83850 1024 19 251.05 215 1943 10 2 5.82 6 83850 597 18 175.42 160 2 1 1.53 2 12582912 1179648 5172390.10 4194304 100259 640 18 203.37 181
5 8388608 65536 1024 5921 172943 577 6 3 4.51 4 3503361815 13981010 4194303 6071684.25 6291456 37060 172 42 64.23 64 1901 5 3 3.29 3 37085 128 21 55.35 53 2 1 1.58 2 5636096 1376256 2909058.13 3080192 53469 205 21 77.38 64
6 8388608 65536 2048 24661 83046 698 9 1 2.73 3 12313902627 75497472 1398101 17641694.31 13981010 155122 1024 14 222.24 172 3793 10 1 5.43 5 155147 959 14 263.41 223 3 1 1.92 2 20971520 917504 6231558.22 5570560 187915 1215 14 319.04 239
7 8388608 65536 4096 36501 112216 1216 8 1 2.38 2 26681084127 92274688 2796202 21941681.03 16777212 341584 1280 22 280.91 215 7519 11 2 6.18 6 341584 1867 16 379.54 320 4 1 2.26 2 33554432 1048576 8036450.70 7077888 407145 1867 16 450.88 342
8 8388608 65536 2048 27799 73671 563 6 1 2.20 2 12712095620 75497472 4194304 22579210.69 18874368 161202 1024 32 286.33 252 3307 10 2 5.87 6 161227 1066 21 294.75 256 3 1 1.97 2 25165824 1376256 7571183.99 7733248 193995 1194 21 337.38 320
9 8388608 65536 2048 23661 86555 504 6 1 1.97 2 12478333658 75497472 4194303 24758598.53 20971520 157624 1024 32 312.75 256 2824 10 2 5.60 6 157649 832 21 268.57 256 2 1 1.52 2 16777216 1376256 6693953.92 6946816 190392 960 21 318.91 299
