testid msgsize chunksize datasize time bandwidth numpaths/job maxpath/job minpath/job avgpath/job medpath/job totalhopbytes maxhopbytes minhopbytes avghopbytes medhopbytes totalcopies maxcopies/path mincopies/paths avgcopies/paths medcopies/path totalhops maxhops/path minhop/path avghops/path medhop/path totalcopies/node maxopies/node mincopies/node avgcopies/node medcopies/node maxloadpath minloadpath avgloadpath medloadpath maxloadlink minloadlink avgloadlink medloadlink totalrput maxrputs minrput avgrput medrput
0 8388608 65536 1024 3573 286585 128 1 1 1.00 1 2147483648 16777216 16777216 16777216.00 16777216 0 0 0 0.00 0 256 2 2 2.00 2 0 0 0 0.00 0 1 1 1.00 1 8388608 8388608 8388608.00 8388608 0 0 0 0.00 0
1 8388608 65536 2048 38095 53760 256 1 1 1.00 1 17179869184 117440512 16777216 67108864.00 67108864 0 0 0 0.00 0 2048 14 2 8.00 8 0 0 0 0.00 0 8 1 2.98 2 67108864 8388608 8388608.00 33554432 0 0 0 0.00 0
2 8388608 65536 4096 59330 69036 512 1 1 1.00 1 32212254720 117440512 8388608 62914560.00 58720256 0 0 0 0.00 0 3840 14 1 7.50 7 0 0 0 0.00 0 12 1 3.75 2 100663296 8388608 8388608.00 50331648 0 0 0 0.00 0
3 8388608 65536 8192 133025 61582 1024 1 1 1.00 1 68719476736 125829120 8388608 67108864.00 67108864 0 0 0 0.00 0 8192 15 1 8.00 8 0 0 0 0.00 0 28 1 4.00 2 234881024 8388608 8388608.00 117440512 0 0 0 0.00 0
4 8388608 65536 2048 39280 52137 256 1 1 1.00 1 17179869184 117440512 16777216 67108864.00 67108864 0 0 0 0.00 0 2048 14 2 8.00 8 0 0 0 0.00 0 8 1 2.53 2 67108864 8388608 8388608.00 33554432 0 0 0 0.00 0
5 8388608 65536 2048 3577 572514 256 1 1 1.00 1 6442450944 25165824 25165824 25165824.00 25165824 0 0 0 0.00 0 768 3 3 3.00 3 0 0 0 0.00 0 1 1 1.00 1 8388608 8388608 8388608.00 8388608 0 0 0 0.00 0
6 8388608 65536 4096 41592 98480 512 1 1 1.00 1 32212254720 117440512 8388608 62914560.00 67108864 0 0 0 0.00 0 3840 14 1 7.50 8 0 0 0 0.00 0 8 1 2.93 2 67108864 8388608 8388608.00 33554432 0 0 0 0.00 0
7 8388608 65536 8192 65671 124742 1024 1 1 1.00 1 68719476736 125829120 8388608 67108864.00 67108864 0 0 0 0.00 0 8192 15 1 8.00 8 0 0 0 0.00 0 16 1 3.94 2 134217728 8388608 8388608.00 67108864 0 0 0 0.00 0
8 8388608 65536 4096 48808 83920 512 1 1 1.00 1 32212254720 117440512 8388608 62914560.00 58720256 0 0 0 0.00 0 3840 14 1 7.50 7 0 0 0 0.00 0 8 1 3.87 4 67108864 8388608 8388608.00 33554432 0 0 0 0.00 0
9 8388608 65536 4096 41657 98325 512 1 1 1.00 1 32212254720 117440512 8388608 62914560.00 67108864 0 0 0 0.00 0 3840 14 1 7.50 8 0 0 0 0.00 0 8 1 2.47 2 67108864 8388608 8388608.00 33554432 0 0 0 0.00 0
10 8388608 65536 4096 4954 826789 512 1 1 1.00 1 4294967296 8388608 8388608 8388608.00 8388608 0 0 0 0.00 0 512 1 1 1.00 1 0 0 0 0.00 0 1 1 1.00 1 8388608 8388608 8388608.00 8388608 0 0 0 0.00 0
11 8388608 65536 8192 42830 191265 1024 1 1 1.00 1 68719476736 125829120 8388608 67108864.00 67108864 0 0 0 0.00 0 8192 15 1 8.00 8 0 0 0 0.00 0 8 1 3.08 2 67108864 8388608 8388608.00 33554432 0 0 0 0.00 0
12 8388608 65536 8192 60636 135099 1024 1 1 1.00 1 68719476736 125829120 8388608 67108864.00 67108864 0 0 0 0.00 0 8192 15 1 8.00 8 0 0 0 0.00 0 16 1 5.20 5 134217728 8388608 8388608.00 67108864 0 0 0 0.00 0
13 8388608 65536 8192 47850 171200 1024 1 1 1.00 1 68719476736 125829120 8388608 67108864.00 67108864 0 0 0 0.00 0 8192 15 1 8.00 8 0 0 0 0.00 0 8 1 3.88 4 67108864 8388608 8388608.00 33554432 0 0 0 0.00 0
14 8388608 65536 8192 41554 197139 1024 1 1 1.00 1 68719476736 125829120 8388608 67108864.00 67108864 0 0 0 0.00 0 8192 15 1 8.00 8 0 0 0 0.00 0 8 1 2.39 2 67108864 8388608 8388608.00 33554432 0 0 0 0.00 0
15 8388608 65536 8192 4902 1670950 1024 1 1 1.00 1 17179869184 16777216 16777216 16777216.00 16777216 0 0 0 0.00 0 2048 2 2 2.00 2 0 0 0 0.00 0 1 1 1.00 1 8388608 8388608 8388608.00 8388608 0 0 0 0.00 0
16 8388608 65536 1024 18862 54286 128 1 1 1.00 1 10066329600 83886080 75497472 78643200.00 75497472 0 0 0 0.00 0 1200 10 9 9.38 9 0 0 0 0.00 0 5 1 2.78 3 41943040 8388608 8388608.00 25165824 0 0 0 0.00 0
17 8388608 65536 1024 4928 207754 128 1 1 1.00 1 1879048192 16777216 8388608 14680064.00 16777216 0 0 0 0.00 0 224 2 1 1.75 2 0 0 0 0.00 0 1 1 1.00 1 8388608 8388608 8388608.00 8388608 0 0 0 0.00 0
18 8388608 65536 1024 4931 207661 128 1 1 1.00 1 2684354560 25165824 16777216 20971520.00 25165824 0 0 0 0.00 0 320 3 2 2.50 3 0 0 0 0.00 0 1 1 1.00 1 8388608 8388608 8388608.00 8388608 0 0 0 0.00 0
19 8388608 65536 2048 42047 48706 256 1 1 1.00 1 14763950080 109051904 8388608 57671680.00 58720256 0 0 0 0.00 0 1760 13 1 6.88 7 0 0 0 0.00 0 8 1 3.10 2 67108864 8388608 8388608.00 33554432 0 0 0 0.00 0
20 8388608 65536 2048 40806 50187 256 1 1 1.00 1 14495514624 109051904 8388608 56623104.00 58720256 0 0 0 0.00 0 1728 13 1 6.75 7 0 0 0 0.00 0 8 1 3.00 2 67108864 8388608 8388608.00 33554432 0 0 0 0.00 0
21 8388608 65536 2048 39674 51619 256 1 1 1.00 1 13958643712 109051904 8388608 54525952.00 58720256 0 0 0 0.00 0 1664 13 1 6.50 7 0 0 0 0.00 0 8 1 3.15 2 67108864 8388608 8388608.00 33554432 0 0 0 0.00 0
22 8388608 65536 4096 60868 67292 512 1 1 1.00 1 28856811520 109051904 8388608 56360960.00 58720256 0 0 0 0.00 0 3440 13 1 6.72 7 0 0 0 0.00 0 12 1 4.02 2 100663296 8388608 8388608.00 50331648 0 0 0 0.00 0
23 8388608 65536 4096 63544 64458 512 1 1 1.00 1 28722593792 100663296 8388608 56098816.00 58720256 0 0 0 0.00 0 3424 12 1 6.69 7 0 0 0 0.00 0 12 1 3.89 2 100663296 8388608 8388608.00 50331648 0 0 0 0.00 0
24 8388608 65536 4096 66030 62031 512 1 1 1.00 1 28454158336 100663296 8388608 55574528.00 58720256 0 0 0 0.00 0 3392 12 1 6.62 7 0 0 0 0.00 0 12 1 3.93 2 100663296 8388608 8388608.00 50331648 0 0 0 0.00 0
25 8388608 65536 8192 140161 58446 1024 1 1 1.00 1 62008590336 117440512 8388608 60555264.00 58720256 0 0 0 0.00 0 7392 14 1 7.22 7 0 0 0 0.00 0 28 1 4.64 2 234881024 8388608 8388608.00 117440512 0 0 0 0.00 0
26 8388608 65536 8192 132182 61975 1024 1 1 1.00 1 61740154880 117440512 8388608 60293120.00 58720256 0 0 0 0.00 0 7360 14 1 7.19 7 0 0 0 0.00 0 28 1 4.55 2 234881024 8388608 8388608.00 117440512 0 0 0 0.00 0
27 8388608 65536 8192 137093 59755 1024 1 1 1.00 1 61203283968 117440512 8388608 59768832.00 58720256 0 0 0 0.00 0 7296 14 1 7.12 7 0 0 0 0.00 0 28 1 4.56 2 234881024 8388608 8388608.00 117440512 0 0 0 0.00 0
28 8388608 65536 2048 41458 49398 256 1 1 1.00 1 14495514624 109051904 8388608 56623104.00 58720256 0 0 0 0.00 0 1728 13 1 6.75 7 0 0 0 0.00 0 8 1 2.54 2 67108864 8388608 8388608.00 33554432 0 0 0 0.00 0
29 8388608 65536 2048 41382 49489 256 1 1 1.00 1 13958643712 100663296 8388608 54525952.00 58720256 0 0 0 0.00 0 1664 12 1 6.50 7 0 0 0 0.00 0 8 1 2.45 2 67108864 8388608 8388608.00 33554432 0 0 0 0.00 0
30 8388608 65536 2048 41621 49205 256 1 1 1.00 1 12884901888 100663296 8388608 50331648.00 50331648 0 0 0 0.00 0 1536 12 0 6.00 6 0 0 0 0.00 0 8 1 2.49 2 67108864 8388608 8388608.00 33554432 0 0 0 0.00 0
31 8388608 65536 2048 6997 292671 256 1 1 1.00 1 5905580032 25165824 16777216 23068672.00 25165824 0 0 0 0.00 0 704 3 2 2.75 3 0 0 0 0.00 0 1 1 1.00 1 8388608 8388608 8388608.00 8388608 0 0 0 0.00 0
32 8388608 65536 2048 7491 273361 256 1 1 1.00 1 7516192768 33554432 25165824 29360128.00 33554432 0 0 0 0.00 0 896 4 3 3.50 4 0 0 0 0.00 0 2 1 1.08 1 16777216 8388608 8388608.00 8388608 0 0 0 0.00 0
33 8388608 65536 2048 4957 413136 256 1 1 1.00 1 2147483648 8388608 8388608 8388608.00 8388608 0 0 0 0.00 0 256 1 1 1.00 1 0 0 0 0.00 0 1 1 1.00 1 8388608 8388608 8388608.00 8388608 0 0 0 0.00 0
34 8388608 65536 4096 42669 95994 512 1 1 1.00 1 30333206528 100663296 16777216 59244544.00 58720256 0 0 0 0.00 0 3616 12 2 7.06 7 0 0 0 0.00 0 8 1 2.86 2 67108864 8388608 8388608.00 33554432 0 0 0 0.00 0
35 8388608 65536 4096 40990 99926 512 1 1 1.00 1 30601641984 109051904 16777216 59768832.00 58720256 0 0 0 0.00 0 3648 13 2 7.12 7 0 0 0 0.00 0 8 1 3.17 2 67108864 8388608 8388608.00 33554432 0 0 0 0.00 0
