0 4
60676 1
75845 1
91014 2
106183 1
182028 1
227125 1
242704 1
333718 1
363400 1
364056 2
379230 1
408825 1
484536 1
605672 1
606768 1
606770 1
637105 2
667447 2
681381 1
726810 1
757090 1
758460 1
817662 2
847944 1
849478 1
953939 1
955661 1
986000 1
999361 2
1059930 1
1061840 1
1061844 1
1063770 1
1152864 1
1165920 1
1165923 1
1211350 1
1228707 1
1332480 1
1332485 1
1334896 1
1347628 1
1362762 1
1362768 1
1362770 1
1365228 1
1453616 1
1453620 2
1456248 1
1486583 1
1499040 1
1501753 1
1514180 1
1544472 2
1577602 1
1592770 2
1665598 2
1665600 1
1665605 1
1771596 1
1774800 1
1817020 2
1817022 2
1907874 1
1907878 1
1911322 1
2002344 1
2017512 1
2047851 1
2063016 1
2089578 1
2119859 1
2169200 1
2180432 1
2184372 1
2199540 1
2225853 1
2301560 1
2351235 1
2355495 1
2362132 1
2422700 1
2457420 2
2543832 1
2548432 2
2574120 1
2578775 1
2589255 1
2664968 1
2669788 1
2730465 3
2730468 1
2816388 1
2866990 1
2958005 1
2958006 1
3033848 1
3104085 1
3179790 1
3179796 1
3185546 1
3231054 1
3276560 1
3291729 1
3331210 1
3337240 1
3406923 1
3458592 1
3504094 1
3519264 2
3543201 1
3634050 1
3640620 2
3670964 1
3686130 2
3740035 1
3755184 1
3822651 1
3830893 1
3936890 1
4027737 1
4088310 2
4095700 3
4133731 1
4141207 1
4179162 1
4232223 1
4353580 1
4360864 1
4368744 2
4459763 2
4497141 1
4505270 1
4505274 1
4542564 1
4550778 1
4557707 1
4603128 1
4693985 1
4724264 1
4769694 1
4778316 1
4778319 1
4823826 1
4854165 1
4905972 1
4966536 1
4996816 1
4996824 2
5072530 1
5087670 1
5087672 1
5096868 1
5187888 1
5193664 1
5203058 1
5208808 1
5299660 3
5329944 1
5360226 2
5460935 1
5587353 1
5597460 1
5632776 1
5632782 3
5642964 1
5693344 1
5708482 1
5723631 1
5814480 2
5814486 2
5829625 1
5840170 1
5946353 1
6056750 1
6087036 1
6143555 2
6189056 1
6450444 1
6477275 1
6511010 2
6522785 1
6541296 1
6632148 1
6662432 1
6674480 1
6722994 1
6738140 1
6889554 1
6902012 2
6902014 1
6904696 1
6917184 1
7086402 1
7099218 1
7114387 1
7116680 1
7129550 1
7207536 1
7281246 1
7281250 1
7357095 1
7419524 1
7432936 1
7449810 2
7508790 1
7510376 1
7631505 1
7645308 1
7645309 1
7675646 1
7722360 1
7781832 1
7842505 1
7843493 1
7963865 1
7994916 1
8009376 1
8025200 1
8054275 1
8070621 1
8116048 1
8161472 1
8161475 1
8176617 1
8176620 2
8191404 2
8282418 1
8312760 2
8358324 2
8373432 1
8388604 2
8403745 1
8479450 1
8479456 1
8555466 1
8600976 1
8616144 1
8676822 1
8721726 1
8737496 1
8828514 1
8858848 3
8919526 1
8919528 1
8994276 1
9010548 1
9024564 1
9025716 1
9085128 2
9101562 2
9177410 3
9266832 3
9539388 1
9630240 1
9647652 1
9690810 1
9693162 1
9708330 1
9811944 2
