O  0 OPTIQ_Alltoallv  msg = 8388608 chunk = 65536  512 5288.0000 96822.9955   252 5 3 3.00 4   752 4 2 2.98 2  9441 95 2 46.51 62  7 1 1.50 1  4456448 131072 2303309.16 3997696  17633 195 2 75.35 66  
O  1 OPTIQ_Alltoallv  msg = 8388608 chunk = 65536  1024 36270.0000 28232.6992   219 3 1 1.00 2  1328 10 2 6.06 6  81945 832 17 222.68 192  4 1 1.53 1  12582912 1114112 7430739.27 8388608  98304 1088 17 267.13 192  
O  2 OPTIQ_Alltoallv  msg = 8388608 chunk = 65536  2048 74941.0000 27328.1648   260 2 1 1.00 1  1437 10 1 5.53 5  147481 2560 64 463.78 256  7 1 1.87 1  41943040 4194304 15359115.82 8388608  180249 3072 64 566.82 256  
O  3 OPTIQ_Alltoallv  msg = 8388608 chunk = 65536  4096 120415.0000 34015.6957   550 2 1 1.00 1  3300 11 1 6.00 6  327680 3264 33 499.51 256  9 1 2.00 1  54525952 2162688 15599154.83 8388608  393241 4288 33 598.54 256  
O  4 OPTIQ_Alltoallv  msg = 8388608 chunk = 65536  1024 28627.0000 35770.4265   335 6 1 2.00 3  2037 10 2 6.08 6  81945 559 2 206.93 191  6 1 1.83 1  8650752 65536 5777982.91 6356992  98304 669 2 236.88 244  
O  5 OPTIQ_Alltoallv  msg = 8388608 chunk = 65536  1024 5323.0000 192372.7221   256 2 2 2.00 2   768 3 3 3.00 3  32793 128 64 78.26 64  1 1 1.00 1  4194304 4194304 4194304.00 4194304  49152 192 64 106.39 64  
O  6 OPTIQ_Alltoallv  msg = 8388608 chunk = 65536  2048 32299.0000 63407.5358   633 6 1 2.00 2  3578 10 2 5.65 6  149951 928 9 311.10 276  8 1 2.12 2  12320768 65536 7114102.19 7012352  182719 1184 9 378.30 312  
O  7 OPTIQ_Alltoallv  msg = 8388608 chunk = 65536  4096 53383.0000 76728.5465   650 4 1 1.00 1  3886 11 1 5.98 6  328904 2128 3 451.17 384  8 1 1.85 1  25362432 131072 12303674.36 8388608  394465 2432 3 529.48 384  
O  8 OPTIQ_Alltoallv  msg = 8388608 chunk = 65536  2048 33956.0000 60313.3467   586 5 1 2.00 2  3367 10 2 5.75 6  153493 981 8 334.41 314  8 1 2.31 2  14614528 65536 8371167.69 8388608  186261 1109 8 375.53 352  
O  9 OPTIQ_Alltoallv  msg = 8388608 chunk = 65536  2048 30242.0000 67720.3889   692 5 1 2.00 3  3971 10 1 5.74 6  151635 768 11 305.72 293  9 1 2.21 2  11075584 65536 6731697.27 7274496  184403 896 11 359.46 355  
O  10 OPTIQ_Alltoallv  msg = 8388608 chunk = 65536  2048 7758.0000 263985.5633   727 6 2 2.00 3  1715 3 1 2.36 3  42257 71 9 47.21 68  4 1 1.17 1  4718592 196608 3366575.34 4521984  75025 199 9 81.55 69  
O  11 OPTIQ_Alltoallv  msg = 8388608 chunk = 65536  4096 42343.0000 96733.8167   760 4 1 1.00 1  4633 11 1 6.10 6  327990 1422 3 380.94 288  8 1 1.74 1  16973824 65536 9673713.40 8388608  393551 1444 3 447.22 384  
O  12 OPTIQ_Alltoallv  msg = 8388608 chunk = 65536  4096 40271.0000 101710.9086   937 5 1 1.00 2  5782 11 2 6.17 6  334788 1532 4 430.87 356  9 1 2.31 2  20578304 65536 10485864.77 8388608  400324 1532 4 408.91 311  
O  13 OPTIQ_Alltoallv  msg = 8388608 chunk = 65536  4096 45046.0000 90929.2723  1062 5 1 2.00 2  6479 11 1 6.10 6  331460 1421 4 419.57 383  8 1 2.33 2  16973824 65536 9375686.43 8388608  397021 1421 7 433.90 384  
O  14 OPTIQ_Alltoallv  msg = 8388608 chunk = 65536  4096 43316.0000 94560.9013   766 4 1 1.00 1  4738 11 1 6.19 6  328014 1046 11 392.36 377  9 1 1.73 1  16908288 65536 9413026.57 8388608  393575 1153 11 437.79 384  
O  15 OPTIQ_Alltoallv  msg = 8388608 chunk = 65536  4096 8261.0000 495823.7502   512 1 1 1.00 1  1024 2 2 2.00 2  65536 128 128 128.00 128  1 1 1.00 1  8388608 8388608 8388608.00 8388608  131072 256 128 174.76 128  
O  16 OPTIQ_Alltoallv  msg = 8388608 chunk = 65536  512 17298.0000 29598.7975   227 6 1 3.00 4  1217 6 5 5.36 5  35865 413 93 278.02 282  7 1 3.16 3  9568256 131072 7495275.72 9043968  44032 541 195 344.00 336  
O  17 OPTIQ_Alltoallv  msg = 8388608 chunk = 65536  512 12079.0000 42387.6149   169 5 2 2.00 2   472 4 1 2.79 2  13482 137 8 65.13 62  4 1 1.22 1  4587520 524288 3670354.69 3997696  21699 264 8 97.30 67  
O  18 OPTIQ_Alltoallv  msg = 8388608 chunk = 65536  512 12541.0000 40826.0904   227 7 2 3.00 3   741 5 2 3.26 3  18195 195 11 87.06 78  4 1 1.49 1  4718592 262144 3483185.55 4390912  26362 323 11 126.74 79  
O  19 OPTIQ_Alltoallv  msg = 8388608 chunk = 65536  1024 30219.0000 33885.9658   260 5 1 2.00 2  1340 9 1 5.15 5  64749 698 11 255.92 218  6 1 1.79 1  12779520 65536 7106275.25 7012352  81108 913 11 321.86 265  
O  20 OPTIQ_Alltoallv  msg = 8388608 chunk = 65536  1024 27453.0000 37300.1129   248 4 1 1.00 2  1227 9 1 4.95 5  63963 816 13 253.82 224  6 1 1.74 1  12779520 393216 7466641.97 8388608  80322 1072 13 316.23 256  
O  21 OPTIQ_Alltoallv  msg = 8388608 chunk = 65536  1024 30458.0000 33620.0670   263 5 1 2.00 2  1258 9 1 4.78 5  60325 814 4 253.47 197  7 1 1.90 1  13107200 65536 7591484.33 7733248  76684 1070 6 322.20 231  
O  22 OPTIQ_Alltoallv  msg = 8388608 chunk = 65536  2048 44825.0000 45688.7897   546 6 1 2.00 2  2722 9 2 4.99 5  128495 1178 4 385.87 357  7 1 2.30 2  15990784 131072 8917209.76 8388608  161263 1690 4 484.27 361  
O  23 OPTIQ_Alltoallv  msg = 8388608 chunk = 65536  2048 46243.0000 44287.7841   467 4 1 1.00 2  2302 8 1 4.93 5  126911 1236 2 405.47 373  8 1 2.17 2  16973824 65536 9852245.33 8388608  159654 1748 2 511.71 384  
O  24 OPTIQ_Alltoallv  msg = 8388608 chunk = 65536  2048 47483.0000 43131.2259   525 4 1 2.00 2  2562 8 2 4.88 5  125683 1268 1 390.32 345  9 1 2.33 2  16842752 65536 9464545.43 8388608  158451 1780 1 492.08 372  
O  25 OPTIQ_Alltoallv  msg = 8388608 chunk = 65536  4096 55436.0000 73887.0048   829 4 1 1.00 2  4436 10 1 5.35 5  283244 1776 3 489.20 384  9 1 2.18 2  23724032 131072 11248841.57 8388608  348805 2800 3 601.39 384  
O  26 OPTIQ_Alltoallv  msg = 8388608 chunk = 65536  4096 52537.0000 77964.1015   887 4 1 1.00 2  4766 10 2 5.37 5  284236 1683 1 485.04 384  9 1 2.30 2  22216704 65536 11052390.45 8388608  349772 2707 1 596.88 384  
O  27 OPTIQ_Alltoallv  msg = 8388608 chunk = 65536  4096 71690.0000 57134.8863   780 5 1 1.00 1  4078 10 1 5.23 5  277800 1915 6 512.55 384  9 1 2.21 2  25427968 65536 12222090.22 8388608  343361 2939 6 632.34 384  
O  28 OPTIQ_Alltoallv  msg = 8388608 chunk = 65536  1024 29172.0000 35102.1527   363 6 1 2.00 3  1846 9 1 5.09 5  65137 609 9 241.25 238  8 1 2.27 2  9699328 65536 6561329.06 7864320  81496 737 9 296.35 271  
O  29 OPTIQ_Alltoallv  msg = 8388608 chunk = 65536  1024 25274.0000 40515.9452   349 5 1 2.00 3  1695 8 1 4.86 5  61159 702 17 280.55 266  7 1 2.28 2  10813440 65536 6819086.78 7733248  77518 830 25 352.35 365  
O  30 OPTIQ_Alltoallv  msg = 8388608 chunk = 65536  1024 37334.0000 27428.0816   257 4 1 2.00 2  1143 8 1 4.45 5  54687 935 18 337.57 278  7 1 2.19 2  14614528 65536 8919675.59 8388608  71071 1063 18 420.54 391  
O  31 OPTIQ_Alltoallv  msg = 8388608 chunk = 65536  1024 15732.0000 65090.2619   339 5 2 2.00 3  1068 5 2 3.15 3  34185 277 12 108.87 103  4 1 1.53 1  7012352 589824 4752441.30 5242880  50544 391 12 161.48 151  
O  32 OPTIQ_Alltoallv  msg = 8388608 chunk = 65536  1024 18317.0000 55904.3511   354 5 2 2.00 3  1261 5 3 3.56 4  41815 329 13 158.99 148  6 1 1.71 2  7471104 458752 5172986.79 5963776  58174 457 13 222.04 221  
O  33 OPTIQ_Alltoallv  msg = 8388608 chunk = 65536  1024 3940.0000 259898.4772   559 6 4 4.00 4  1475 3 1 2.64 3  27528 80 1 45.20 39  4 1 1.14 1  2686976 65536 2227412.41 2490368  43937 208 2 71.68 39  
O  34 OPTIQ_Alltoallv  msg = 8388608 chunk = 65536  2048 39890.0000 51341.1883   520 5 1 2.00 2  2708 8 2 5.21 5  133159 964 3 360.86 337  8 1 1.95 2  13959168 65536 7838899.40 8388608  165927 1220 3 449.67 404  
O  35 OPTIQ_Alltoallv  msg = 8388608 chunk = 65536  2048 38178.0000 53643.4596   585 5 1 2.00 2  3118 9 2 5.33 5  135913 894 17 361.47 330  7 1 2.08 2  12845056 65536 7358881.24 7208960  168681 1150 17 447.43 384  
O  36 OPTIQ_Alltoallv  msg = 8388608 chunk = 65536  2048 42406.0000 48295.0526   551 6 1 2.00 2  2961 9 1 5.37 5  140863 1134 2 372.65 336  9 1 2.08 2  13893632 65536 8001014.64 8388608  173631 1390 2 459.34 397  
O  37 OPTIQ_Alltoallv  msg = 8388608 chunk = 65536  4096 43340.0000 94508.5371  1049 5 1 2.00 2  5842 10 2 5.57 5  299034 1369 1 428.42 376  8 1 2.18 2  16449536 65536 8908448.74 8388608  364570 1881 1 521.56 383  
O  38 OPTIQ_Alltoallv  msg = 8388608 chunk = 65536  4096 48916.0000 83735.3831   982 5 1 1.00 2  5420 10 2 5.52 5  293908 1515 1 423.50 384  8 1 2.17 2  16973824 65536 9456652.74 8388608  359469 2027 1 517.22 384  
O  39 OPTIQ_Alltoallv  msg = 8388608 chunk = 65536  4096 46064.0000 88919.7638  1012 5 1 1.00 2  5444 10 1 5.38 5  288184 1491 2 435.98 384  9 1 2.30 2  17760256 65536 9818464.18 8388608  353745 2003 2 534.36 395  
O  40 OPTIQ_Alltoallv  msg = 8388608 chunk = 65536  2048 31704.0000 64597.5271   633 6 1 2.00 2  3575 10 2 5.65 6  151965 1094 3 345.38 331  10 1 2.33 2  13565952 65536 7875747.23 8388608  184733 1222 3 405.12 390  
O  41 OPTIQ_Alltoallv  msg = 8388608 chunk = 65536  2048 39692.0000 51597.2992   573 6 1 2.00 2  2845 9 1 4.97 5  129317 1393 2 422.60 387  10 1 2.56 2  15990784 131072 9559643.71 8388608  162085 1521 4 500.26 483  
O  42 OPTIQ_Alltoallv  msg = 8388608 chunk = 65536  2048 44872.0000 45640.9342   554 5 1 2.00 2  2751 9 1 4.97 5  129921 1377 1 425.97 368  10 1 2.50 2  15990784 65536 9673636.94 8388608  162689 1505 5 497.52 476  
O  43 OPTIQ_Alltoallv  msg = 8388608 chunk = 65536  2048 30187.0000 67843.7738   711 5 1 2.00 3  4238 10 2 5.96 6  158341 721 1 306.27 301  7 1 2.13 2  10551296 65536 6305579.57 6488064  191109 849 1 366.11 363  
O  44 OPTIQ_Alltoallv  msg = 8388608 chunk = 65536  2048 29104.0000 70368.3342   649 6 1 2.00 2  3701 10 1 5.70 6  149907 948 3 318.27 300  7 1 2.18 2  11665408 131072 7057871.70 7536640  182675 1076 3 385.39 380  
O  45 OPTIQ_Alltoallv  msg = 8388608 chunk = 65536  2048 35073.0000 58392.4957   523 5 1 2.00 2  2547 9 1 4.87 5  120805 1068 4 455.87 468  8 1 2.36 2  15990784 65536 9308900.77 8388608  153573 1196 12 544.59 565  
O  46 OPTIQ_Alltoallv  msg = 8388608 chunk = 65536  2048 22883.0000 89498.7545   784 6 2 3.00 3  2783 5 3 3.55 3  83757 368 1 152.29 151  6 1 1.79 2  7340032 65536 4913091.38 5832704  116525 496 1 211.48 205  
O  47 OPTIQ_Alltoallv  msg = 8388608 chunk = 65536  2048 8990.0000 227808.6763   715 5 2 2.00 3  2068 4 1 2.89 3  55953 232 3 82.53 77  4 1 1.29 1  5242880 65536 3639812.81 3342336  88721 360 3 125.85 78  
O  48 OPTIQ_Alltoallv  msg = 8388608 chunk = 65536  2048 10618.0000 192880.0151   906 6 2 3.00 4  3020 5 2 3.33 3  75271 241 2 116.70 113  5 1 1.62 1  5439488 65536 3787482.88 5046272  108039 369 2 167.24 142  
