O  0 OPTIQ_Alltoallv  msg = 8388608 chunk = 131072  512 7611.0000 67271.0551   280 7 3 4.00 4   878 4 2 3.14 4  7063 62 1 26.45 30  5 1 1.52 1  4456448 131072 2533603.56 2752512  11134 124 1 40.93 36  
O  1 OPTIQ_Alltoallv  msg = 8388608 chunk = 131072  1024 36785.0000 27837.4337   423 6 1 3.00 3  2628 10 2 6.21 6  41341 319 1 97.96 85  8 1 2.15 2  8912896 131072 5314588.51 5505024  49533 447 1 117.38 91  
O  2 OPTIQ_Alltoallv  msg = 8388608 chunk = 131072  2048 54687.0000 37449.4853   553 5 1 2.00 2  3212 10 2 5.81 6  77999 639 2 174.49 126  10 1 2.31 2  17301504 131072 8910440.76 8388608  94358 895 2 211.57 127  
O  3 OPTIQ_Alltoallv  msg = 8388608 chunk = 131072  4096 70635.0000 57988.2495   956 5 1 1.00 2  5896 11 2 6.17 6  168580 886 1 216.68 171  10 1 2.40 2  22806528 131072 10736812.47 8388608  201373 1398 1 258.50 171  
O  4 OPTIQ_Alltoallv  msg = 8388608 chunk = 131072  1024 21877.0000 46807.1491   685 9 2 5.00 5  4354 10 3 6.36 6  43187 203 1 86.03 86  9 1 2.48 2  6553600 131072 3826646.67 4063232  51379 267 1 99.96 98  
O  5 OPTIQ_Alltoallv  msg = 8388608 chunk = 131072  1024 8640.0000 118518.5185   814 10 3 6.00 6  3648 5 3 4.48 5  27897 85 1 36.90 35  6 1 1.73 1  3932160 131072 2242400.67 2490368  36089 126 1 47.74 42  
O  6 OPTIQ_Alltoallv  msg = 8388608 chunk = 131072  2048 36507.0000 56098.8304   981 8 1 3.00 4  5861 10 3 5.97 6  80777 357 2 138.32 130  11 1 2.52 2  9568256 131072 5466642.25 5898240  97161 485 2 166.37 133  
O  7 OPTIQ_Alltoallv  msg = 8388608 chunk = 131072  4096 43482.0000 94199.8988  1178 5 1 2.00 2  7400 11 2 6.28 6  169472 789 1 206.17 183  10 1 2.47 2  17301504 131072 8838946.74 8388608  202265 918 1 244.28 193  
O  8 OPTIQ_Alltoallv  msg = 8388608 chunk = 131072  2048 35130.0000 58297.7512   901 8 1 3.00 3  5479 10 3 6.08 6  82981 511 1 147.39 135  10 1 2.75 2  11272192 131072 6536492.21 6815744  99365 575 1 170.73 160  
O  9 OPTIQ_Alltoallv  msg = 8388608 chunk = 131072  2048 28548.0000 71738.8258  1072 9 2 4.00 4  6526 10 3 6.09 6  81789 319 1 133.21 132  10 1 2.60 2  8650752 131072 5129367.89 5767168  98173 363 2 159.37 162  
O  10 OPTIQ_Alltoallv  msg = 8388608 chunk = 131072  2048 12028.0000 170269.3715  1141 9 2 4.00 4  4735 5 1 4.15 5  47249 156 2 46.14 38  6 1 1.58 1  4718592 131072 2785575.60 3407872  63633 193 2 62.14 45  
O  11 OPTIQ_Alltoallv  msg = 8388608 chunk = 131072  4096 44283.0000 92495.9917  1901 8 1 3.00 4  11955 11 2 6.29 6  172316 463 2 170.78 161  10 1 2.52 2  10354688 131072 5656727.70 5636096  205084 591 2 203.25 184  
O  12 OPTIQ_Alltoallv  msg = 8388608 chunk = 131072  4096 44214.0000 92640.3402  1254 5 1 2.00 2  8036 11 2 6.41 6  175572 658 1 213.85 183  13 1 2.69 2  17956864 131072 9157458.24 8388608  208365 711 1 209.20 160  
O  13 OPTIQ_Alltoallv  msg = 8388608 chunk = 131072  4096 37922.0000 108011.1808  1735 8 1 3.00 3  11130 11 3 6.41 6  175126 559 1 204.83 192  11 1 3.05 2  13500416 131072 7461413.57 7471104  207919 563 2 219.32 205  
O  14 OPTIQ_Alltoallv  msg = 8388608 chunk = 131072  4096 35340.0000 115902.6599  2108 9 1 4.00 4  13484 11 2 6.40 6  173950 440 8 175.35 166  11 1 2.84 2  10223616 131072 5709005.84 5767168  206718 440 8 206.31 203  
O  15 OPTIQ_Alltoallv  msg = 8388608 chunk = 131072  4096 8843.0000 463191.2247   512 1 1 1.00 1  1024 2 2 2.00 2  32768 64 64 64.00 64  1 1 1.00 1  8388608 8388608 8388608.00 8388608  65536 128 64 87.15 64  
O  16 OPTIQ_Alltoallv  msg = 8388608 chunk = 131072  512 19229.0000 26626.4496   355 9 2 5.00 5  2263 7 5 6.37 6  22175 177 2 67.61 47  8 1 2.75 2  7471104 131072 4174897.71 4194304  26246 241 2 80.26 48  
O  17 OPTIQ_Alltoallv  msg = 8388608 chunk = 131072  512 7582.0000 67528.3566   488 12 5 7.00 7  1929 5 1 3.95 4  11915 66 2 23.69 18  5 1 1.49 1  2490368 131072 1618005.40 1835008  16011 130 2 31.83 18  
O  18 OPTIQ_Alltoallv  msg = 8388608 chunk = 131072  512 9253.0000 55333.4054   463 12 4 7.00 7  2027 5 2 4.38 4  13969 78 1 32.41 33  7 1 1.64 1  3145728 131072 1916157.93 2228224  18065 142 1 41.91 33  
