7 1
8 1
10 2
18 4
20 3
21 15
22 12
24 34
25 4
26 5
27 31
28 8
30 56
32 10
33 50
35 16
36 115
39 29
40 77
42 48
44 76
45 40
48 112
50 65
52 35
54 50
55 98
56 38
57 8
60 151
63 16
64 143
65 67
66 94
70 103
72 138
75 24
76 16
77 72
78 80
80 88
81 12
84 177
86 1
88 53
90 94
91 80
95 18
96 95
98 70
99 76
100 39
104 76
105 106
108 127
110 69
112 127
114 18
117 10
120 62
121 4
125 29
126 100
128 100
129 4
130 106
132 39
133 14
135 4
140 39
143 40
144 134
147 28
150 46
152 12
154 68
156 83
160 97
162 45
165 12
168 67
169 16
171 18
172 15
175 22
176 42
180 37
182 41
189 28
190 14
192 102
195 8
198 34
200 19
208 51
209 8
210 30
215 34
216 10
220 6
224 76
225 24
228 4
231 12
234 36
242 6
250 6
252 22
256 106
258 28
260 9
264 4
273 16
275 10
286 23
288 44
294 23
300 2
301 46
312 3
320 76
325 4
336 17
338 6
344 34
352 36
378 25
384 107
387 50
420 15
430 30
448 83
462 9
473 18
504 5
512 121
516 10
546 8
559 16
576 79
588 2
602 4
630 1
640 109
645 2
704 42
768 121
832 14
896 115
960 2
1024 116
1152 110
1280 146
1408 121
1536 83
1664 42
1792 21
1920 4
