2396744 2
3050400 11
3595116 1
3728268 18
4194300 10
4194303 3
4793488 10
5033163 5
5242880 16
5592404 18
5991860 6
6710884 14
6990505 15
7190232 9
8388605 67
8388606 20
8388608 35
9786707 6
10066326 51
10485760 79
10785348 7
11184808 24
11744047 43
12582909 6
12582912 79
13421768 35
13981010 61
14680064 33
15099489 20
16777212 42
16777216 38
18874368 16
19573414 30
20971520 43
22369616 21
25165824 43
29360128 31
33554432 39
37748736 6
41943040 40
46137344 2
50331648 57
58720256 57
67108864 38
75497472 16
83886080 5
