0 3393.6 75436.1 2555 100196 1 1 1 2 2 2 5 1 1.38 6 2 3.95
1 11993.9 42688.4 10211 50142 2 1 1.82 8 2 5 7 1 2.1 8 3 5.25
2 29313.9 34932.2 22213 46099.1 4 1 2.67 8 1 4.5 2 1 1.24 8 1 4.7
3 40393.3 50701.5 30370 67435 8 1 3.81 9 1 5 3 1 1.51 9 2 5.15
4 13055.8 39216.3 7739 66158.4 2 1 1.25 8 2 5 9 1 2.17 8 3 5.5
5 3396.6 150739 4833 105938 1 1 1 3 3 3 7 1 1.73 5 3 4.58
6 16985.1 60288.1 12905 79349.1 2 1 1.8 8 1 4.5 8 1 2.17 8 2 5.15
7 33522.2 61093.8 30202 67810.1 4 1 2.76 9 1 5 2 1 1.28 9 2 5.29
8 26014.6 39362.5 18754 54601.7 3 1 1.5 8 1 4.5 8 1 2.2 8 2 5.29
9 16092.2 63633.3 20424 50137.1 2 1 1.2 8 1 4.5 6 1 1.63 8 2 5.17
10 4710.6 217382 3714 275714 1 1 1 1 1 1 1 1 1 5 1 2.02
11 18061.4 113391 20738 98755.9 2 1 1.82 9 1 5 2 1 1.1 9 2 5.28
12 45200.8 45308.9 23696 86428.1 6 1 2.5 9 1 5 7 1 1.98 9 2 5.5
13 26370.7 77662 25162 81392.6 3 1 1.67 9 1 5 7 1 2 9 3 5.48
14 17650.9 116028 21538 95087.8 2 1 1.33 9 1 5 8 1 2.33 9 2 5.49
15 4710.3 434792 7202 284365 1 1 1 2 2 2 1 1 1 2 2 2
16 5764.3 44411.3 4898 52266.2 2 1 1.12 4 3 3.38 6 1 1.88 6 3 4.97
17 4701.4 54451.9 2871 89167.5 1 1 1 2 1 1.75 6 1 1.54 6 1 3.93
18 4704.2 54419.5 4125 62060.6 1 1 1 3 2 2.5 6 1 1.66 6 2 4.43
19 15469.7 33097 9691 52832.5 2 1 1.77 7 1 3.88 7 1 1.99 7 2 4.89
20 13903.9 36824.2 8951 57200.3 2 1 1.76 7 1 3.75 6 1 1.97 7 1 4.84
21 14089.2 36339.9 6996 73184.7 2 1 1.75 7 1 3.5 8 1 2.03 7 1 4.8
22 27405.5 37364.8 11884 86166.3 4 1 2.49 7 1 3.72 7 1 2.22 7 2 4.77
23 25967.6 39433.8 13655 74990.8 4 1 2.48 6 1 3.69 8 1 2.14 6 1 4.67
24 27217.6 37622.7 10206 100333 4 1 2.47 6 1 3.62 7 1 2.18 6 2 4.65
25 40057.9 51126 26515 77239.3 8 1 3 8 1 4.22 3 1 1.42 8 1 4.63
26 39329.5 52072.9 19750 103696 8 1 3.46 8 1 4.19 7 1 2.04 8 1 4.81
27 39190.2 52258 20721 98836.9 8 1 3.43 8 1 4.12 8 1 1.96 8 1 4.82
28 15447.6 33144.3 7953 64378.2 2 1 1.2 7 1 3.75 7 1 2.41 7 3 4.97
29 14957.3 34230.8 8488 60320.5 2 1 1.12 6 1 3.5 8 1 2.29 6 3 4.9
30 13866 36924.9 16695 30667.9 2 1 1.2 6 0 3 1 1 1 6 1 3.64
31 6719.3 76198.4 4274 119794 1 1 1 3 2 2.75 7 1 1.93 6 2 4.64
32 7220.8 70906.3 6198 82607.3 2 1 1.08 4 3 3.5 8 1 2 6 3 4.89
33 4729.7 108252 3206 159701 1 1 1 1 1 1 5 1 1.56 5 1 3.55
34 14224.8 71987 16890 60627.6 2 1 1.78 6 2 4.06 6 1 1.78 6 2 4.66
35 14677.9 69764.8 14784 69264.1 2 1 1.78 7 2 4.12 6 1 1.71 7 2 4.64
36 15122.8 67712.3 10507 97458.8 2 1 1.79 7 1 4.25 8 1 2.39 7 2 5.04
37 30030.5 68197.3 16199 126428 4 1 2.65 8 1 4.44 8 1 2.38 8 2 5.04
38 28656.3 71467.7 23593 86805.4 4 1 2.64 8 1 4.38 2 1 1.21 8 1 4.71
39 24135.3 84855 14948 137008 4 1 2.62 8 1 4.25 8 1 2.47 8 1 4.93
40 21080.1 48576.6 21894 46770.8 3 1 1.44 8 1 4.5 7 1 2.12 8 2 5.15
41 23913.5 42821 20483 49992.7 3 1 1.75 7 0 3.5 8 1 2.48 7 1 4.88
42 22989.1 44542.8 21641 47317.6 3 1 1.75 7 0 3.5 8 1 2.39 7 1 4.82
43 14200.7 72109.1 12095 84663.1 2 1 1.17 8 1 4.75 8 1 2.74 8 3 5.4
44 14914.8 68656.6 13139 77935.9 2 1 1.2 8 1 4.5 9 1 2.5 8 3 5.28
45 16041.4 63834.8 21319 48032.3 2 1 1.27 7 0 3.5 7 1 1.87 7 1 4.52
