0 3449.2 148440 2942 174031 1 1 1 2 2 2 1 1 1.42 2 4 5
1 19851.9 51582 11557 88604.3 4 1 2.34 10 2 6 1 2 2.51 3 6 9
2 41592.3 49239.9 27388 74777.3 8 1 2.79 10 1 5.5 1 2 2.48 1 5 10
3 90118.7 45451.2 23759 172398 16 1 3.07 11 1 6 10 1 2.59 11 3 6.33
4 20697.5 49474.6 11238 91119.4 4 1 1.96 10 2 6 1 2 2.6 3 6 11
5 3451.1 296717 5339 191796 1 1 1 3 3 3 1 1 2.6 3 4 6
6 24472.3 83686.5 17260 118656 4 1 2.26 10 1 5.5 1 2 2.67 4 6 11
7 43856.8 93394.9 23301 175786 16 1 3 11 1 6 1 2 2.93 4 6 11
8 29049.3 70500.8 23986 85383.1 8 1 2.98 10 1 5.5 1 2 2.87 4 6 10
9 21217.3 96525 18437 111081 4 1 1.87 10 1 5.5 1 2 2.77 3 6 11
10 4773.7 429017 7538 271690 1 1 1 1 1 1 1 1 2.77 1 4 6
11 24587.5 166589 20314 201634 8 1 2.43 11 1 6 1 2 2.88 3 6 10
12 43924.1 93251.8 29999 136538 16 1 4.22 11 1 6 1 2 2.65 1 6 10
13 28855.7 141948 30004 136515 8 1 3.05 11 1 6 1 3 2.65 4 6 12
14 21062.4 194470 25195 162572 4 1 1.85 11 1 6 1 2 2.65 4 6 12
15 4774.5 857891 8043 509263 1 1 1 2 2 2 1 1 2.65 2 2 1
16 9447.3 54195.4 10653 48061.6 3 1 1.59 6 5 5.38 1 2 2.65 5 6 10
17 4759.7 107570 3013 169930 1 1 1 2 1 1.75 1 1 1.81 1 4 8
18 4762.3 107511 4157 123166 1 1 1 3 2 2.5 1 1 1.76 3 4 6
19 24248.6 42229.2 12508 81867.6 4 1 2.33 9 1 4.88 1 2 2.36 1 5 9
20 22146.9 46236.7 12969 78957.5 4 1 2.24 9 1 4.75 1 2 2.33 2 5 9
21 19751.3 51844.7 11953 85668.9 4 1 2.32 9 1 4.5 1 2 2.37 2 5 10
22 47641.9 42987.4 16903 121162 8 1 2.88 9 1 4.72 1 2 2.71 3 5 11
23 46165.4 44362.2 16783 122028 8 1 2.78 8 1 4.69 1 2 2.62 1 5 10
24 38908.3 52636.6 16619 123232 8 1 2.79 8 1 4.62 1 2 2.69 1 5 12
25 91962.1 44540.1 23181 176696 16 1 3.46 10 1 5.22 13 1 2.76 10 2 5.95
26 91569.7 44731 23361 175335 16 1 3.39 10 1 5.19 13 1 2.75 10 1 5.9
27 93976 43585.6 22241 184164 16 1 3.38 10 1 5.12 11 1 2.76 10 2 5.87
28 21364.8 47929.3 11060 92585.9 4 1 1.85 9 1 4.75 1 2 2.71 1 5 10
29 21512.2 47600.9 12713 80547.5 4 1 1.76 8 1 4.5 1 2 2.55 2 5 10
30 21786.9 47000.7 20304 50433.4 4 1 1.73 8 0 4 1 2 2.62 1 5 9
31 6784.6 150930 4963 206327 1 1 1 3 2 2.75 1 1 1.89 2 4 7
32 7264.2 140965 6814 150279 2 1 1.08 4 3 3.5 1 2 2.13 3 5 9
33 4787.6 213886 3982 257157 1 1 1 1 1 1 1 2 2.33 1 4 7
34 24531.6 83484.2 15699 130454 4 1 2.16 8 2 5.06 1 2 2.96 2 5 13
35 23268.6 88015.6 15279 134040 4 1 2.41 9 2 5.12 1 2 2.97 2 5 10
36 24714.7 82865.7 19892 102956 4 1 2.4 9 1 5.25 1 3 3.1 2 5 11
37 45837.1 89359.9 19705 207866 12 1 3.22 10 1 5.44 1 2 2.95 2 6 11
38 42849.5 95590.4 19406 211069 8 1 3.21 10 1 5.38 1 2 2.9 3 6 11
39 42684.1 95960.8 19947 205344 16 1 3.36 10 1 5.25 1 3 3 1 6 12
40 28057.2 72993.7 19638 104288 8 1 3.03 10 1 5.5 1 2 2.98 3 6 11
41 30211.3 67789.2 26960 75964.4 8 1 2.82 9 0 4.5 1 2 2.96 1 5 10
42 28423.4 72053.3 24681 82978.8 8 1 2.82 9 0 4.5 1 2 2.98 1 5 10
43 21318.4 96067.2 20232 101226 4 1 1.88 10 1 5.75 1 2 2.95 3 6 10
44 21410.2 95655.3 17035 120223 4 1 1.96 10 1 5.5 1 2 2.82 3 6 10
45 21680 94464.9 24792 82607.3 4 1 1.85 9 0 4.5 1 3 2.82 1 5 10
46 6139.7 333567 9061 226024 2 1 1.17 4 3 3.38 1 2 2.82 3 5 9
47 4764.8 429819 6511 314545 1 1 1 2 1 1.75 1 2 2.82 1 4 7
48 4762.8 429999 7101 288410 2 1 1.25 3 2 2.5 1 2 2.82 2 4 8
49 23266.2 176049 19600 208980 8 1 2.72 11 1 5.88 1 2 2.88 3 6 12
50 24631.7 166290 18643 219707 8 1 2.67 11 1 5.75 1 2 2.88 3 6 11
51 25180.7 162664 19432 210786 8 1 2.63 11 1 5.5 1 2 2.87 1 6 12
52 57409.2 71347.5 33052 123926 16 1 3.86 10 0 5 1 3 3.15 1 5 14
53 56463.4 72542.6 33473 122367 16 1 3.86 10 0 5 1 3 3.18 1 5 14
54 54608.2 75007 29811 137399 16 1 3.86 10 0 5 1 3 3.11 1 5 12
55 30252.9 135392 31831 128680 8 1 2.98 10 1 5.5 1 3 3.11 3 6 14
56 31858.5 128569 29178 140380 8 1 2.91 10 0 5 1 3 3.32 1 5 11
57 32355.4 126594 29311 139743 8 1 2.91 10 0 5 1 3 3.41 1 5 12
58 21258.9 192672 21754 188287 4 1 1.88 11 1 5.75 1 2 3.41 2 6 11
59 21101.9 194106 30227 135508 4 1 1.83 10 1 5.5 1 3 3.41 2 6 13
60 21340.6 191935 31578 129711 4 1 1.82 10 0 5 1 3 3.41 1 5 12
61 6983.2 586551 13798 296855 1 1 1 3 2 2.75 1 1 3.41 2 3 6
62 7174.3 570927 9748 420189 2 1 1.17 4 3 3.5 1 2 3.41 3 4 7
63 4792.8 854615 12654 323692 1 1 1 1 1 1 1 2 3.41 1 4 7
64 83333.2 12288 29124 35160 8 1 3.56 8 0 4 11 1 2.34 8 1 5.45
65 83723.1 12230.8 28557 35858.1 16 1 3.66 8 0 4 8 1 2.39 8 1 5.35
66 83590.7 12250.2 30652 33407.3 8 1 3.56 8 0 4 8 1 2.26 8 1 5.34
67 42349.2 24179.9 19469 52596.4 8 1 3.37 8 0 4 1 2 2.56 1 5 10
68 42290.6 24213.4 21438 47765.6 8 1 3.37 8 0 4 1 2 2.55 1 5 10
69 42694.1 23984.6 22192 46142.8 8 1 3.37 8 0 4 1 2 2.58 1 5 9
70 30815.2 33230.4 21050 48646.1 8 1 2.61 8 0 4 1 2 2.65 1 5 9
71 30693.2 33362.4 18147 56428.1 4 1 2.51 8 0 4 1 2 2.59 1 5 9
72 29283.2 34968.9 21225 48245 8 1 2.61 8 0 4 1 2 2.71 1 5 9
73 83384.4 24560.9 36098 56734.4 8 1 3.79 9 0 4.5 10 1 2.57 9 1 5.69
