0 3447 148535 1547 330963 1 1 1 2 2 2 1 1 1 4 2 3
1 19589.9 52271.8 28514 35912.2 4 1 2.34 10 2 6 2 1 1.5 10 2 5.75
2 41692.5 49121.5 37435 54708.2 8 1 2.79 10 1 5.5 5 1 2.56 10 1 5.35
3 90330.8 45344.4 46124 88804.1 16 1 3.07 11 1 6 6 1 2.61 11 2 6.05
4 20743.1 49365.8 13139 77935.9 4 1 1.96 10 2 6 2 1 1.53 10 2 5.84
5 3449.3 296872 9534 107405 1 1 1 3 3 3 1 1 1 5 3 3.29
6 24393.8 83955.8 25800 79379.8 4 1 2.26 10 1 5.5 3 1 1.91 10 1 5.32
7 43904.3 93293.8 30473 134414 16 1 3 11 1 6 3 1 1.85 11 2 6.13
8 29124.9 70317.8 26890 76162.1 8 1 2.98 10 1 5.5 3 1 1.92 10 2 5.87
9 21253.4 96361.1 23753 86220.7 4 1 1.87 10 1 5.5 3 1 2.01 10 2 5.68
10 4773.5 429035 3557 575766 1 1 1 1 1 1 2 1 1 512 3 1
11 24603.2 166482 28433 144058 8 1 2.43 11 1 6 3 1 1.9 11 2 6.04
12 43891.7 93320.6 28517 143634 16 1 4.22 11 1 6 4 1 2.11 11 2 6.22
13 28780.7 142318 30271 135311 8 1 3.05 11 1 6 3 1 1.93 11 2 6.29
14 21093.3 194185 25132 162979 4 1 1.85 11 1 6 2 1 1.46 11 1 5.99
15 4774.5 857891 7206 568415 1 1 1 2 2 2 1 1 1 2 2 2
16 9447.4 54194.8 15369 33313.8 3 1 1.59 6 5 5.38 2 1 1.53 7 5 5.94
17 4760.2 107559 2664 192192 1 1 1 2 1 1.75 1 1 1 6 1 3.12
18 4763 107495 3886 131755 1 1 1 3 2 2.5 1 1 1 5 2 3.63
19 24229.2 42263.1 19367 52873.4 4 1 2.33 9 1 4.88 2 1 1.42 9 1 5
20 22135.1 46261.4 19955 51315.5 4 1 2.24 9 1 4.75 2 1 1.44 9 1 4.92
21 19589.3 52273.4 20670 49540.4 4 1 2.32 9 1 4.5 2 1 1.47 9 1 4.87
22 47675.2 42957.3 25819 79321.4 8 1 2.88 9 1 4.72 3 1 1.86 9 1 5.06
23 46322.4 44211.9 22272 91954 8 1 2.78 8 1 4.69 3 1 1.86 8 1 5.04
24 38686.8 52938 24352 84099.9 8 1 2.79 8 1 4.62 3 1 1.87 8 2 5.02
25 91947.6 44547.1 29109 140712 16 1 3.46 10 1 5.22 5 4 1 895 10 1
26 91119.1 44952.2 31979 128084 16 1 3.39 10 1 5.19 5 4 1 867 10 1
27 93950 43597.7 30744 133229 16 1 3.38 10 1 5.12 5 4 1 874 10 1
28 21580.7 47449.8 22101 46332.7 4 1 1.85 9 1 4.75 2 1 1.52 9 1 5.08
29 21516.5 47591.4 22109 46316 4 1 1.76 8 1 4.5 2 1 1.53 8 1 4.91
30 21768.5 47040.4 21042 48664.6 4 1 1.73 8 1 4 2 1 1.52 8 1 4.68
31 6782.2 150983 11803 86757.6 1 1 1 3 2 2.75 1 1 1 5 2 3.68
32 7280 140659 13056 78431.4 2 1 1.08 4 3 3.5 1 1 1 6 3 3.94
33 4785.3 213989 2218 461677 1 1 1 1 1 1 2 1 1 448 5 1
34 24501.9 83585.4 26897 76142.3 4 1 2.16 8 2 5.06 2 1 1.49 8 2 5.06
35 23300.4 87895.5 24094 85000.4 4 1 2.41 9 2 5.12 2 1 1.49 9 2 5.07
36 24804.5 82565.7 22361 91588 4 1 2.4 9 1 5.25 2 1 1.52 9 1 5.24
37 46082.5 88884.1 27140 150921 12 1 3.22 10 1 5.44 3 1 1.87 10 1 5.61
38 43187.6 94842 27535 148756 8 1 3.21 10 1 5.38 3 1 1.88 10 2 5.55
39 42613.7 96119.3 27823 147216 16 1 3.36 10 1 5.25 3 1 1.87 10 1 5.52
40 27869.5 73485.4 27390 74771.8 8 1 3.03 10 1 5.5 2 1 1.49 10 2 5.75
41 30226.1 67756 29085 70414.3 8 1 2.82 9 1 4.5 3 1 1.99 9 1 5.23
42 28468 71940.4 32003 63994 8 1 2.82 9 1 4.5 3 1 1.99 9 1 5.21
43 21412.7 95644.2 22957 89210.3 4 1 1.88 10 1 5.75 2 1 1.53 10 2 5.67
44 21354.1 95906.6 24374 84024 4 1 1.96 10 1 5.5 2 1 1.55 10 1 5.57
45 21710.1 94334 23669 86526.7 4 1 1.85 9 1 4.5 3 1 2.06 9 1 4.96
46 6138 333659 12807 159913 2 1 1.17 4 3 3.38 1 1 1 6 3 3.88
47 4764.6 429837 5137 398676 1 1 1 2 1 1.75 1 1 1 5 1 2.75
48 4762.5 430026 9918 206493 2 1 1.25 3 2 2.5 1 1 1 5 2 3.25
49 23451.2 174661 25444 160981 8 1 2.72 11 1 5.88 3 1 1.9 11 1 5.78
50 24598.4 166515 28724 142599 8 1 2.67 11 1 5.75 3 1 1.9 11 1 5.72
51 25049.2 163518 28458 143931 8 1 2.63 11 1 5.5 3 1 1.95 11 1 5.58
52 57551.6 71170.9 35508 115354 16 1 3.86 10 1 5 4 1 2.29 10 1 5.63
53 56283.1 72775 32264 126953 16 1 3.86 10 1 5 4 1 2.35 10 1 5.67
54 54806 74736.3 36813 111265 16 1 3.86 10 1 5 4 1 2.24 10 1 5.53
55 30296.1 135199 31343 130683 8 1 2.98 10 1 5.5 3 1 2 10 1 5.86
56 31768.5 128933 29493 138880 8 1 2.91 10 1 5 4 1 2.5 10 1 5.57
57 32701 125256 32758 125038 8 1 2.91 10 1 5 4 1 2.46 10 1 5.58
58 21192.3 193278 28690 142768 4 1 1.88 11 1 5.75 3 1 2.06 11 1 5.88
59 21114 193994 28552 143458 4 1 1.83 10 1 5.5 3 1 2.04 10 1 5.56
60 21308.7 192222 27428 149336 4 1 1.82 10 1 5 3 1 2.05 10 1 5.19
61 6975.4 587206 12166 336676 1 1 1 3 2 2.75 1 1 1 5 2 3.01
62 7157.9 572235 12703 322444 2 1 1.17 4 3 3.5 2 1 1.63 6 3 3.68
63 4793.7 854455 4771 858520 1 1 1 1 1 1 1 1 1 768 3 1
64 83360.1 12284.1 32170 31830.9 8 1 3.56 8 1 4 4 4 1 197 8 1
65 83535 12258.3 32558 31451.6 16 1 3.66 8 1 4 5 4 1 198 8 1
66 83448.4 12271.1 31928 32072.2 8 1 3.56 8 1 4 4 4 1 198 8 1
67 42152.9 24292.5 22332 45853.5 8 1 3.37 8 1 4 3 1 1.84 8 1 5.05
68 42175.3 24279.6 30826 33218.7 8 1 3.37 8 1 4 3 1 1.8 8 1 5.11
69 42739.6 23959 28295 36190.1 8 1 3.37 8 1 4 3 1 1.89 8 1 5.06
70 30632 33429.1 21352 47958 8 1 2.61 8 1 4 2 1 1.53 8 1 5
71 30789 33258.6 27160 37702.5 4 1 2.51 8 1 4 2 1 1.5 8 1 4.94
72 29402.1 34827.4 25918 39509.2 8 1 2.61 8 1 4 3 1 1.95 8 1 4.96
73 83437.2 24545.4 32435 63141.7 8 1 3.79 9 1 4.5 5 4 1 368 9 1
74 83590.8 24500.3 36137 56673.2 8 1 3.79 9 1 4.5 5 5 1 448 9 1
75 83351 24570.8 33565 61015.9 8 1 3.79 9 1 4.5 5 4 1 368 9 1
76 55982.1 36583.1 28926 70801.4 16 1 3.69 9 1 4.5 5 3 1 429 9 1
77 52499.1 39010.2 29510 69400.2 16 1 3.69 9 1 4.5 4 1 2.24 9 1 5.25
78 65192.1 31414.8 30396 67377.3 16 1 3.69 9 1 4.5 5 3 1 421 9 1
79 30998.9 66066.9 29100 70378 8 1 2.82 9 1 4.5 3 1 1.98 9 1 5.15
80 28825.3 71048.7 27063 75675.3 8 1 2.82 9 1 4.5 3 1 1.96 9 1 5.19
81 28462.1 71955.3 27173 75368.9 8 1 2.82 9 1 4.5 3 1 1.98 9 1 5.22
82 91521.6 44754.5 45345 90329.7 16 1 4.1 10 1 5 5 6 1 916 10 1
83 91473.3 44778.1 43697 93736.4 16 1 4.1 10 1 5 5 5 1 760 10 1
84 91426.7 44800.9 41010 99878.1 16 1 4.1 10 1 5 5 6 1 904 10 1
85 57806.8 70856.7 33951 120644 16 1 3.86 10 1 5 4 1 2.18 10 1 5.54
86 57963.3 70665.4 35149 116532 16 1 3.86 10 1 5 4 1 2.25 10 1 5.62
87 54834.2 74697.9 37552 109075 16 1 3.86 10 1 5 4 1 2.26 10 1 5.59
88 32258.2 126975 32120 127522 8 1 2.91 10 1 5 3 1 2 10 1 5.44
89 33129 123638 31532 129900 8 1 2.91 10 1 5 3 1 2 10 1 5.53
90 32722.4 125174 32750 125069 8 1 2.91 10 1 5 3 1 2 10 1 5.53
