O  0 OPTIQ_Alltoallv  msg = 8388608 chunk = 65536  1024 6554.0000 156240.4638   562 7 3 4.00 4  1748 4 2 3.11 4  22349 128 1 51.14 62  6 1 1.58 1  4259840 65536 2297796.64 2555904  38710 253 1 80.48 68  
O  1 OPTIQ_Alltoallv  msg = 8388608 chunk = 65536  2048 35018.0000 58484.2081   256 1 1 1.00 1  2048 14 2 8.00 8  229401 1408 128 351.30 256  3 1 1.54 1  25165824 8388608 12888123.92 8388608  262144 1664 128 399.00 256  
O  2 OPTIQ_Alltoallv  msg = 8388608 chunk = 65536  4096 75031.0000 54590.7691   557 3 1 1.00 1  4215 14 1 7.57 8  428291 3441 11 581.92 384  12 1 2.34 1  50462720 393216 17958827.90 8388608  493802 3953 11 670.93 384  
O  3 OPTIQ_Alltoallv  msg = 8388608 chunk = 65536  8192 97317.0000 84178.5094  1106 3 1 1.00 1  8904 15 1 8.05 8  917504 4544 13 648.41 320  12 1 2.49 1  71368704 851968 19232990.97 8388608  1048576 5568 13 741.04 320  
O  4 OPTIQ_Alltoallv  msg = 8388608 chunk = 65536  2048 30577.0000 66978.4479   586 6 1 2.00 2  4939 14 2 8.43 9  229431 882 3 309.62 295  10 1 2.27 2  15204352 65536 7899694.37 8388608  262199 1010 3 338.76 321  
O  5 OPTIQ_Alltoallv  msg = 8388608 chunk = 65536  2048 7435.0000 275453.9341  1276 8 3 4.00 5  4962 5 3 3.89 3  90647 169 1 65.97 58  6 1 1.58 1  3932160 65536 2571220.04 3145728  123415 243 1 89.63 73  
O  6 OPTIQ_Alltoallv  msg = 8388608 chunk = 65536  4096 39742.0000 103064.7678   964 5 1 1.00 2  7644 14 1 7.93 8  428579 1582 3 456.42 415  12 1 2.50 2  22020096 65536 10599241.32 8388608  494090 1838 3 524.51 459  
O  7 OPTIQ_Alltoallv  msg = 8388608 chunk = 65536  8192 54906.0000 149200.4517  1484 4 1 1.00 1  12100 15 1 8.15 8  919652 2430 1 582.43 476  14 1 2.52 2  33816576 65536 14357849.89 8519680  1050724 2578 1 660.42 518  
O  8 OPTIQ_Alltoallv  msg = 8388608 chunk = 65536  4096 36677.0000 111677.6181   957 4 1 1.00 2  7488 14 1 7.82 8  431253 1515 4 482.93 403  12 1 2.63 2  24182784 65536 11435168.78 8388608  496764 1643 12 517.46 448  
O  9 OPTIQ_Alltoallv  msg = 8388608 chunk = 65536  4096 38985.0000 105066.0510   967 6 1 1.00 2  7715 14 1 7.98 8  428403 1251 13 463.14 419  12 1 2.47 2  20971520 65536 10354813.79 8388608  493914 1379 19 498.40 456  
