0 3384.7 75634.5 1540 166234
1 11962.2 42801.5 15051 34017.7
2 29375.9 34858.5 28244 36255.5
3 40414.2 50675.3 30187 67843.8
4 13021.3 39320.2 18759 27293.6
5 3386.6 151184 3789 135128
6 16868 60706.7 23596 43397.2
7 33891.3 60428.5 29740 68863.5
8 25792.6 39701.3 24250 42226.8
9 15959.6 64162 20848 49117.4
10 4709.8 217419 3487 293662
11 18117.9 113037 26693 76724.2
12 45081.8 45428.5 26775 76489.3
13 26363.2 77684 23354 87693.8
14 17672.8 115884 23750 86231.6
15 4710.1 434810 7230 283264
16 5755.9 44476.1 10047 25480.2
17 4704.2 54419.5 3033 84404.9
18 4703.3 54429.9 8175 31315
19 15381.2 33287.4 16504 31022.8
20 13627.8 37570.3 11607 44111.3
21 14122 36255.5 12802 39993.8
22 27279.5 37537.3 18285 56002.2
23 25777.4 39724.7 17459 58651.7
24 27034 37878.2 23176 44183.6
25 40036 51154 28308 72347
26 39367.6 52022.5 30042 68171.2
27 39208.1 52234.1 29799 68727.1
28 15439.4 33161.9 17381 29457.5
29 15031 34062.9 16096 31809.1
30 13896.2 36844.6 16754 30559.9
31 6732.5 76049 8904 57502.2
32 7241 70708.5 12180 42036.1
33 4728.4 108282 2206 232094
34 14292.7 71645 19269 53142.4
35 14577.6 70244.8 23233 44075.2
36 15099.7 67815.9 18980 53951.5
37 30147.9 67931.8 21852 93721.4
38 28870.4 70937.7 25073 81681.5
39 24338.8 84145.5 29100 70378
40 21111.8 48503.7 20427 50129.7
41 23938.6 42776.1 18619 54997.6
42 23120.5 44289.7 20938 48906.3
43 14158.8 72322.5 19340 52947.3
44 14931.8 68578.5 17516 58460.8
45 16019.5 63922.1 18665 54862
46 5771.1 177436 13696 74766.4
47 4705.4 217622 4187 244567
48 4706.1 217590 9929 103132
49 18453.1 110984 22650 90419.4
50 18076.5 113296 21827 93828.7
51 18931.9 108177 21867 93657.1
52 43175.2 47434.6 29119 70332.1
53 44324.1 46205.1 31480 65057.2
54 42828.3 47818.8 31461 65096.5
55 25139.9 81464.1 21925 93409.4
56 26609.3 76965.6 24082 85042.8
57 25199.7 81270.8 25302 80942.2
58 17297.6 118398 23226 88177
59 15296.8 133884 20422 100284
60 14248.8 143731 24517 83533.9
61 6764.6 302753 14455 141681
62 7258.6 282148 13600 150588
63 4735.1 432515 4771 429260
64 60643.3 8442.81 20414 25080.8
65 63612.2 8048.77 24824 20625.2
66 61525.7 8321.73 24900 20562.2
67 35426.4 14452.5 22098 23169.5
68 34510.3 14836.2 18703 27375.3
69 34675.8 14765.3 21432 23889.5
70 23999.7 21333.6 19534 26210.7
71 23741.9 21565.2 17117 29911.8
72 24174 21179.8 18403 27821.6
73 61841.9 16558.4 30492 33582.6
74 61584.6 16627.5 30276 33822.2
75 61882.6 16547.5 31252 32765.9
76 34137.3 29996.5 21507 47612.4
77 36020.5 28428.3 21500 47627.9
78 36309.2 28202.2 24635 41566.9
79 22274.9 45971 19031 53806.9
80 22149.8 46230.7 25077 40834.2
81 23051.6 44422.1 19708 51958.6
82 77816.4 26318.4 35015 58489.2
83 77726.7 26348.7 35497 57695
84 77602.2 26391 37000 55351.4
85 43414.5 47173.2 25412 80591.8
86 43889 46663.2 30204 67805.6
87 42781.4 47871.3 25037 81798.9
88 26528.2 77200.9 25152 81424.9
89 25285.5 80995 28324 72306.2
90 25170 81366.7 25176 81347.3
91 1754.0000   291904.2189 2063.0000   248182.2588
92 3398.2000   150668.0007 2702.0000   189489.2672
92 6687.5000   76560.7477  3930.0000   130279.8982
93 13367.1000  38302.9977  6684.0000   76600.8378
94 26996.0000  18965.7727  10882.0000  47050.1746
