O  0 OPTIQ_Alltoallv  msg = 8388608 chunk = 131072  1024 6342.0000 161463.2608  4896 48 5 38.25 40  4164923930 6710884 349524 850678.91 818400  23350 39 2 4.77 6  19142 6 2 3.91 4  23350 76 2 15.69 6  16 1 3.65 2  7077888 131072 788381.58 524288  31542 103 2 21.20 6  
O  1 OPTIQ_Alltoallv  msg = 8388608 chunk = 131072  2048 67225.0000 30464.8568  3189 35 1 12.46 12  17346711755 117440512 699050 5439545.86 3262231  115898 832 3 36.34 20  22457 14 2 7.04 6  115923 617 2 116.51 95  16 1 6.21 4  30146560 131072 4796256.24 3145728  132282 745 2 133.08 99  
O  2 OPTIQ_Alltoallv  msg = 8388608 chunk = 131072  4096 111078.0000 36874.9887  3518 30 1 6.87 5  33130044605 117440512 364722 9417295.23 5033160  219958 832 3 62.52 32  23640 14 1 6.72 6  219983 1318 3 208.71 128  16 1 6.19 4  65011712 262144 8669275.65 5111808  252726 1574 3 240.01 128  
O  3 OPTIQ_Alltoallv  msg = 8388608 chunk = 131072  8192 122735.0000 66745.4271  5334 25 1 5.21 3  39659974154 125829120 798914 7435315.74 6591046  466366 896 3 87.43 44  39427 15 2 7.39 7  466366 1662 3 241.89 150  16 1 5.38 3  95551488 262144 9516442.66 5636096  531927 2174 3 275.75 150  
O  4 OPTIQ_Alltoallv  msg = 8388608 chunk = 131072  2048 37667.0000 54371.2003  3855 42 1 15.06 15  17408058183 92274688 399456 4515709.00 3262231  116382 640 2 30.19 21  28064 14 2 7.28 7  116407 454 1 109.61 84  16 1 6.69 5  29229056 131072 4151217.83 2752512  132791 510 1 123.99 103  
O  5 OPTIQ_Alltoallv  msg = 8388608 chunk = 131072  2048 5064.0000 404423.3807  8432 42 22 32.94 33  9944649447 1906500 599184 1179393.91 1198370  58602 12 4 6.95 8  39090 5 3 4.64 5  58627 77 1 31.28 29  16 1 4.80 3  4980736 131072 1206699.20 786432  74986 119 1 40.04 43  
O  6 OPTIQ_Alltoallv  msg = 8388608 chunk = 131072  4096 55179.0000 74231.1387  5332 29 1 10.41 10  33173773890 100663296 299593 6221638.01 3871662  220238 704 2 41.30 24  36819 14 1 6.91 6  220263 704 2 185.41 162  16 1 6.63 5  41156608 262144 5975135.57 4194304  253006 832 2 213.15 184  
O  7 OPTIQ_Alltoallv  msg = 8388608 chunk = 131072  8192 75450.0000 108575.2154  7762 27 1 7.58 6  70025092004 117440512 798914 9021526.93 5392674  468678 832 3 60.38 36  59210 15 2 7.63 7  468678 1035 2 241.71 193  16 1 6.72 5  54394880 262144 7941533.11 5373952  534239 1035 2 275.10 213  
O  8 OPTIQ_Alltoallv  msg = 8388608 chunk = 131072  4096 47580.0000 86086.5910  4702 25 1 9.18 9  33501723861 109051904 729444 7124994.44 4660335  222806 768 3 47.39 30  34829 14 2 7.41 7  222831 888 3 199.13 170  16 1 7.30 6  50855936 262144 7022766.32 5242880  255574 952 3 223.60 192  
O  9 OPTIQ_Alltoallv  msg = 8388608 chunk = 131072  4096 44391.0000 92270.9558  5613 34 1 10.96 11  33234175804 117440512 699050 5920929.24 3670016  220700 832 3 39.32 24  39268 14 2 7.00 6  220725 781 2 185.33 153  16 1 6.85 5  46530560 131072 5798003.09 3801088  253468 812 2 210.35 179  
O  10 OPTIQ_Alltoallv  msg = 8388608 chunk = 131072  4096 6659.0000 615107.3735  12077 34 5 23.59 24  17926999699 5033163 246723 1484391.79 1613190  101518 28 4 8.41 8  50563 5 1 4.19 5  101543 113 9 49.56 50  16 1 4.12 3  7208960 131072 1435772.46 1048576  134286 156 9 65.57 55  
O  11 OPTIQ_Alltoallv  msg = 8388608 chunk = 131072  8192 72820.0000 112496.5669  10284 33 1 10.04 10  69880780267 117440512 310689 6795097.26 4194300  467510 832 3 45.46 28  76069 15 1 7.40 7  467510 1264 3 229.85 180  16 1 6.55 5  70647808 262144 6018901.22 3932160  533046 1264 3 262.07 219  
O  12 OPTIQ_Alltoallv  msg = 8388608 chunk = 131072  8192 55101.0000 148672.4379  6410 22 1 6.26 5  61944419887 117440512 883010 9663716.05 6524469  472582 832 4 73.73 44  49588 15 2 7.74 7  472582 1019 4 260.95 205  16 1 6.22 4  52822016 393216 8845272.45 6291456  538118 1019 4 264.30 195  
O  13 OPTIQ_Alltoallv  msg = 8388608 chunk = 131072  8192 60898.0000 134520.0171  8292 25 1 8.10 7  70140398080 109051904 493447 8458803.43 5033160  469562 768 4 56.63 35  62581 15 1 7.55 7  469562 866 3 249.77 205  16 1 7.11 5  50987008 262144 7964611.07 5898240  535098 866 3 267.15 220  
O  14 OPTIQ_Alltoallv  msg = 8388608 chunk = 131072  8192 61772.0000 132616.7195  10189 28 1 9.95 10  69838017494 117440512 399457 6854256.31 4194302  467188 832 4 45.85 28  74794 15 1 7.34 7  467188 800 3 232.66 207  16 1 6.84 5  42729472 262144 6382559.43 4456448  532724 800 3 261.91 236  
O  15 OPTIQ_Alltoallv  msg = 8388608 chunk = 131072  8192 9453.0000 866603.1948  16384 30 3 16.00 16  10743535652 11184808 559240 655733.38 2097152  179688 63 3 10.97 12  61592 6 2 3.76 4  179688 139 51 87.74 87  16 1 4.03 3  12582912 262144 2100921.64 1441792  245249 203 58 119.69 121  
O  16 OPTIQ_Alltoallv  msg = 8388608 chunk = 131072  1024 41179.0000 24867.0439  1095 20 1 8.55 9  10843825237 83886080 3774870 9903036.75 7689550  74514 576 24 68.05 54  11035 11 9 10.08 10  74539 455 3 95.32 32  16 1 5.83 3  31064064 393216 5726593.15 2621440  82706 456 3 105.90 32  
O  17 OPTIQ_Alltoallv  msg = 8388608 chunk = 131072  1024 3904.0000 262295.0820  4676 50 24 36.53 35  4454514546 2097150 167772 952633.56 911805  25234 15 2 5.40 6  19616 6 1 4.20 4  25259 76 1 21.42 17  16 1 4.09 3  4456448 131072 913513.90 655360  33426 140 1 28.38 17  
O  18 OPTIQ_Alltoallv  msg = 8388608 chunk = 131072  1024 4470.0000 229082.7740  4304 43 25 33.62 33  4641753048 1797558 390166 1078474.22 1075460  26860 12 2 6.24 6  18680 6 2 4.34 4  26860 103 1 26.03 17  16 1 4.60 3  4980736 131072 1131609.79 786432  35077 167 1 33.96 17  
