O  0 OPTIQ_Alltoallv  msg = 8388608 chunk = 131072  1024 7119.0000 143840.4270   630 9 3 4.92 5  3704484872 14624778 19660 5880134.72 5360844  20134 90 1 31.96 25  2266 6 2 3.60 4  20134 72 1 27.39 25  6 1 1.42 1  3670016 131072 2336529.56 2883584  28351 118 1 37.45 27  
O  1 OPTIQ_Alltoallv  msg = 8388608 chunk = 131072  2048 73177.0000 27986.9358   605 6 1 2.36 2  17218794463 117440512 40095 28460817.29 24251577  114988 832 3 190.06 160  5062 14 2 8.37 8  115013 560 1 136.43 121  12 1 2.35 2  17170432 131072 8005202.60 7995392  131397 688 1 155.68 125  
O  2 OPTIQ_Alltoallv  msg = 8388608 chunk = 131072  4096 73545.0000 55693.7929   971 5 1 1.90 2  32988765302 109051904 81972 33974011.64 29373790  218918 768 3 225.46 192  7656 14 2 7.88 8  218943 1075 1 248.80 195  15 1 2.96 2  28573696 131072 12751831.23 8388608  251686 1331 1 286.33 200  
O  3 OPTIQ_Alltoallv  msg = 8388608 chunk = 131072  8192 89509.0000 91521.5230  1823 4 1 1.78 2  39892482151 125829120 60676 21882875.56 33554432  468190 896 3 256.82 216  14860 15 1 8.15 8  468190 1237 1 280.35 193  15 1 2.88 2  31719424 131072 13562724.75 8388608  533751 1749 1 319.42 193  
O  4 OPTIQ_Alltoallv  msg = 8388608 chunk = 131072  2048 40713.0000 50303.3429   838 8 1 3.27 3  17260563804 84655675 53235 20597331.51 16729888  115312 588 4 137.60 112  7171 14 2 8.56 9  115337 397 1 141.87 130  13 1 2.69 2  12845056 131072 6474740.48 6029312  131696 461 1 158.86 150  
O  5 OPTIQ_Alltoallv  msg = 8388608 chunk = 131072  2048 7906.0000 259043.7642  1846 12 3 7.21 7  10074914420 16149525 7880 5457700.12 4407170  60460 100 2 32.75 28  8740 5 3 4.73 5  60485 95 1 36.28 35  7 1 1.80 1  3801088 131072 2077149.26 2228224  76869 133 1 46.08 41  
O  6 OPTIQ_Alltoallv  msg = 8388608 chunk = 131072  4096 48216.0000 84951.0536  1340 7 1 2.62 3  32990208370 101385869 41485 24619558.49 19953080  218932 708 4 163.38 128  10919 14 1 8.15 8  218957 587 2 225.26 222  13 1 2.93 2  17825792 131072 8861354.39 8388608  251725 715 2 258.44 256  
O  7 OPTIQ_Alltoallv  msg = 8388608 chunk = 131072  8192 49212.0000 166463.4642  2788 7 1 2.72 3  70372184098 117440512 48210 25241099.03 19698759  471374 832 3 169.07 132  23217 15 1 8.33 8  471374 951 1 266.77 239  16 1 3.39 2  20971520 131072 10281061.73 8388608  536910 997 1 303.51 266  
O  8 OPTIQ_Alltoallv  msg = 8388608 chunk = 131072  4096 46872.0000 87386.9261  1546 6 1 3.02 3  33666366803 113004598 39640 21776433.90 16348650  224100 793 3 144.95 108  12373 14 2 8.00 8  224125 633 2 217.18 205  17 1 3.29 2  17170432 131072 8968620.80 8257536  256893 658 2 239.42 234  
O  9 OPTIQ_Alltoallv  msg = 8388608 chunk = 131072  4096 38980.0000 105079.5280  1166 6 1 2.28 2  32729557198 108819620 98263 28069946.14 23798984  216928 756 4 186.04 154  9582 14 1 8.22 8  216953 583 3 225.05 204  13 1 2.73 2  19136512 131072 9308348.72 8388608  249721 624 4 243.16 222  
O  10 OPTIQ_Alltoallv  msg = 8388608 chunk = 131072  4096 10050.0000 407562.1891  3353 12 3 6.55 6  19660159665 20976640 6144 5863453.52 4935680  117706 124 2 35.10 32  15871 5 1 4.73 5  117731 145 12 57.46 52  8 1 1.99 2  4849664 131072 2472164.47 2228224  150499 203 17 73.45 57  
O  11 OPTIQ_Alltoallv  msg = 8388608 chunk = 131072  8192 56088.0000 146056.1974  2638 7 1 2.58 2  69551069368 117440512 67848 26365075.58 20682840  465118 832 4 176.31 135  22369 15 1 8.48 9  465118 647 1 242.50 234  14 1 2.85 2  18219008 131072 8870537.06 8388608  530679 775 1 275.68 271  
O  12 OPTIQ_Alltoallv  msg = 8388608 chunk = 131072  8192 50877.0000 161015.7832  2842 7 1 2.78 3  71104758534 109051904 35696 25019267.61 18794046  476948 768 3 167.82 126  23796 15 4 8.37 8  476948 712 1 269.31 266  14 1 3.35 3  19267584 131072 10028838.20 8388608  542484 726 5 267.89 252  
O  13 OPTIQ_Alltoallv  msg = 8388608 chunk = 131072  8192 45259.0000 181002.6735  2709 7 1 2.65 3  70251314897 117440512 47985 25932563.64 21336237  470454 832 2 173.66 140  22905 15 1 8.46 8  470454 771 1 274.48 261  14 1 3.29 2  20578304 131072 10085168.14 8388608  535990 771 1 278.87 256  
O  14 OPTIQ_Alltoallv  msg = 8388608 chunk = 131072  8192 43430.0000 188625.3742  2677 7 1 2.61 3  65188148343 117440512 60907 24351194.75 21254620  464590 832 4 173.55 140  23113 15 1 8.63 9  464590 736 1 249.11 241  16 1 3.00 2  18743296 131072 9016957.57 8388608  530126 736 1 270.75 264  
O  15 OPTIQ_Alltoallv  msg = 8388608 chunk = 131072  8192 8839.0000 926801.6744  1024 1 1 1.00 1     0 16777216 16777216 0.00 16777216  65536 64 64 64.00 64  2048 2 2 2.00 2  65536 64 64 64.00 64  1 1 1.00 1  8388608 8388608 8388608.00 8388608  131097 128 64 88.52 64  
O  16 OPTIQ_Alltoallv  msg = 8388608 chunk = 131072  1024 30773.0000 33275.9237   573 8 1 4.48 5  11124078236 92274688 57933 19413749.10 14234231  76630 640 8 133.73 100  5872 11 9 10.25 10  76655 308 1 121.10 98  13 1 3.74 2  14155776 131072 7085907.70 6291456  84847 372 1 134.04 98  
O  17 OPTIQ_Alltoallv  msg = 8388608 chunk = 131072  1024 4839.0000 211613.9698  1187 15 5 9.27 9  4328928427 11217672 3648 3646948.97 3017450  24990 70 2 21.05 18  4901 6 1 4.13 4  25015 72 1 23.89 24  6 1 1.68 1  2359296 131072 1488443.23 1703936  33207 136 1 31.72 24  
O  18 OPTIQ_Alltoallv  msg = 8388608 chunk = 131072  1024 6230.0000 164365.9711   974 13 4 7.61 8  4746447174 13108400 5120 4873149.05 3987565  28014 80 2 28.76 24  4338 6 2 4.45 4  28039 99 1 30.85 26  7 1 1.70 1  3276800 131072 1859558.32 2228224  36231 161 1 39.86 26  
O  19 OPTIQ_Alltoallv  msg = 8388608 chunk = 131072  2048 44937.0000 45574.9160   640 6 1 2.50 2  15491605612 100663296 45180 24205633.77 18230535  101816 704 4 159.09 117  4845 13 1 7.57 8  101841 543 1 163.47 149  12 1 2.50 2  16121856 131072 8023154.01 7995392  118225 671 1 188.56 164  
O  20 OPTIQ_Alltoallv  msg = 8388608 chunk = 131072  2048 36692.0000 55815.9817   664 6 1 2.59 2  15617908944 109051904 44616 23520947.20 18682700  102770 768 4 154.77 124  5059 13 1 7.62 8  102795 447 1 161.63 138  12 1 2.57 2  16121856 131072 7939884.64 7602176  119179 567 1 186.51 157  
O  21 OPTIQ_Alltoallv  msg = 8388608 chunk = 131072  2048 40004.0000 51194.8805   598 7 1 2.34 2  15065540133 109051904 86878 25193210.92 19857774  98566 768 2 164.83 126  4430 13 1 7.41 8  98591 480 2 152.85 123  12 1 2.46 2  16777216 131072 8351843.90 8388608  114975 606 2 177.98 124  
