O  87 OPTIQ_Alltoallv  msg = 8388608 chunk = 65536  2048 26219.0000 78111.2933   524 6 1 2.05 2  10302328423 67108864 2097152 19660932.10 13981010  124422 896 25 237.45 172  2446 8 1 4.67 5  124422 1600 21 384.02 299  4 1 2.16 2  29360128 1376256 9092324.66 8388608  157215 1728 21 441.62 320  
O  87 OPTIQ_Alltoallv  msg = 8388608 chunk = 65536  4096 58604.0000 69892.8401   948 7 1 1.85 1  24384363964 83886080 2097152 25721902.92 20971520  306542 1152 22 323.36 256  5300 10 1 5.59 6  306542 1856 19 481.23 373  4 1 2.24 2  33554432 1179648 10293163.28 8388608  372078 1984 19 547.17 427  
O  87 OPTIQ_Alltoallv  msg = 8388608 chunk = 65536  8192 69750.0000 117448.0287  2603 13 1 2.54 2  34417597324 117440512 1048576 13222280.95 15379111  852846 1664 10 327.64 200  18070 14 1 6.94 6  852846 2581 11 686.67 512  7 1 3.52 3  58720256 655360 12562254.05 8388608  983943 2709 11 769.31 609  
O  87 OPTIQ_Alltoallv  msg = 8388608 chunk = 65536  16384 79024.0000 207329.4189  5481 15 1 2.68 2  143394560134 125829120 559240 26162116.43 15578836  1925866 1792 11 351.37 210  42623 16 1 7.78 7  1925866 3127 9 839.52 665  9 1 4.37 4  75497472 524288 14687434.53 9895936  2188010 3255 9 920.88 745  
O  87 OPTIQ_Alltoallv  msg = 8388608 chunk = 65536  32768 81658.0000 401283.4015  10194 18 1 2.00 2  96955 20 1 9.51 9  4837878 4159 8 1069.85 793  10 1 4.84 4  79691776 458752 17548809.54 11993088  5362166 4287 8 1146.50 888  
