 0 OPTIQ_Alltoallv msg = 8388608 chunk = 65536  512 5508.0000 92955.7008  3156 13124 13124 2878 6 2 4.16 4 30 1 4.56 3
 1 OPTIQ_Alltoallv msg = 8388608 chunk = 65536  1024 33272.0000 30776.6290  3982 23865 23865 2531 10 2 5.99 6 32 1 9.43 6
 2 OPTIQ_Alltoallv msg = 8388608 chunk = 65536  2048 55529.0000 36881.6294  4061 22896 22896 2587 10 1 5.64 6 32 1 8.85 5
 3 OPTIQ_Alltoallv msg = 8388608 chunk = 65536  4096 119458.0000 34288.2017  5946 35942 35942 4528 11 2 6.04 6 32 1 7.94 5
 4 OPTIQ_Alltoallv msg = 8388608 chunk = 65536  1024 17055.0000 60041.0437  4482 27141 27141 2618 10 2 6.06 6 32 1 10.37 7
 5 OPTIQ_Alltoallv msg = 8388608 chunk = 65536  1024 5579.0000 183545.4383  6299 29961 29961 4605 5 3 4.76 5 32 1 6.51 4
 6 OPTIQ_Alltoallv msg = 8388608 chunk = 65536  2048 33677.0000 60813.0178  6175 34902 34902 3516 10 1 5.65 6 32 1 9.93 6
 7 OPTIQ_Alltoallv msg = 8388608 chunk = 65536  4096 41684.0000 98263.1225  8659 54173 54173 5238 11 2 6.26 6 32 1 10.34 7
 8 OPTIQ_Alltoallv msg = 8388608 chunk = 65536  2048 35932.0000 56996.5490  5088 30446 30446 2859 10 2 5.98 6 32 1 10.65 7
 9 OPTIQ_Alltoallv msg = 8388608 chunk = 65536  2048 25137.0000 81473.5251  6669 38659 38659 3505 10 1 5.80 6 32 1 11.03 8
 10 OPTIQ_Alltoallv msg = 8388608 chunk = 65536  2048 7284.0000 281164.1955  10090 45424 45424 6584 5 1 4.50 5 32 1 6.90 6
 11 OPTIQ_Alltoallv msg = 8388608 chunk = 65536  4096 32483.0000 126096.7275  12192 74632 74632 6904 11 2 6.12 6 32 1 10.81 8
 12 OPTIQ_Alltoallv msg = 8388608 chunk = 65536  4096 54773.0000 74781.3704  6804 42356 42356 4483 11 2 6.23 6 32 1 9.45 6
 13 OPTIQ_Alltoallv msg = 8388608 chunk = 65536  4096 37399.0000 109521.6450  9456 59649 59649 5078 11 2 6.31 6 32 1 11.75 8
 14 OPTIQ_Alltoallv msg = 8388608 chunk = 65536  4096 34711.0000 118002.9385  12094 74366 74366 6516 11 1 6.15 6 32 1 11.41 8
 15 OPTIQ_Alltoallv msg = 8388608 chunk = 65536  4096 6929.0000 591138.6925  16384 63846 63846 8665 6 2 3.90 4 32 1 7.37 5
 16 OPTIQ_Alltoallv msg = 8388608 chunk = 65536  512 12271.0000 41724.3908  2095 13199 13199 1442 7 5 6.30 6 32 1 9.15 3
 17 OPTIQ_Alltoallv msg = 8388608 chunk = 65536  512 5875.0000 87148.9362  3118 13261 13261 2512 6 1 4.25 4 32 1 5.28 3
 18 OPTIQ_Alltoallv msg = 8388608 chunk = 65536  512 7958.0000 64337.7733  3150 14012 14012 2137 6 2 4.45 4 32 1 6.56 4
 19 OPTIQ_Alltoallv msg = 8388608 chunk = 65536  1024 30964.0000 33070.6627  3560 19138 19138 2220 9 1 5.38 5 32 1 8.62 5
 20 OPTIQ_Alltoallv msg = 8388608 chunk = 65536  1024 22738.0000 45034.7436  3557 19328 19328 2258 9 1 5.43 5 32 1 8.56 5
 21 OPTIQ_Alltoallv msg = 8388608 chunk = 65536  1024 21625.0000 47352.6012  3677 19744 19744 2337 9 1 5.37 5 32 1 8.45 5
 22 OPTIQ_Alltoallv msg = 8388608 chunk = 65536  2048 36349.0000 56342.6779  4686 25400 25400 2745 9 1 5.42 5 32 1 9.25 5
 23 OPTIQ_Alltoallv msg = 8388608 chunk = 65536  2048 33635.0000 60888.9550  4723 24975 24975 2680 8 1 5.29 5 32 1 9.32 5
 24 OPTIQ_Alltoallv msg = 8388608 chunk = 65536  2048 42765.0000 47889.6294  4513 23775 23775 2609 8 1 5.27 5 32 1 9.11 5
 25 OPTIQ_Alltoallv msg = 8388608 chunk = 65536  4096 60883.0000 67276.5797  6235 35073 35073 4002 10 2 5.63 6 32 1 8.76 5
 26 OPTIQ_Alltoallv msg = 8388608 chunk = 65536  4096 61347.0000 66767.7311  6276 35150 35150 4045 10 1 5.60 6 32 1 8.69 5
 27 OPTIQ_Alltoallv msg = 8388608 chunk = 65536  4096 66142.0000 61927.3684  6173 34149 34149 3990 10 1 5.53 5 32 1 8.56 5
 28 OPTIQ_Alltoallv msg = 8388608 chunk = 65536  1024 16138.0000 63452.7203  4036 21955 21955 2224 9 1 5.44 5 32 1 9.87 6
 29 OPTIQ_Alltoallv msg = 8388608 chunk = 65536  1024 19258.0000 53172.7074  3838 20318 20318 2139 8 1 5.29 5 32 1 9.50 5
 30 OPTIQ_Alltoallv msg = 8388608 chunk = 65536  1024 28462.0000 35977.7950  3481 17801 17801 1981 8 1 5.11 5 32 1 8.99 5
 31 OPTIQ_Alltoallv msg = 8388608 chunk = 65536  1024 8422.0000 121586.3215  5276 23981 23981 3441 6 2 4.55 5 32 1 6.97 4
 32 OPTIQ_Alltoallv msg = 8388608 chunk = 65536  1024 10535.0000 97199.8102  5341 25805 25805 3011 6 3 4.83 5 32 1 8.57 4
 33 OPTIQ_Alltoallv msg = 8388608 chunk = 65536  1024 7175.0000 142717.7700  6332 29100 29100 4461 5 1 4.60 5 32 1 6.52 3
 34 OPTIQ_Alltoallv msg = 8388608 chunk = 65536  2048 28711.0000 71331.5454  6603 35669 35669 3303 8 2 5.40 5 32 1 10.80 7
 35 OPTIQ_Alltoallv msg = 8388608 chunk = 65536  2048 30994.0000 66077.3053  7006 38220 38220 3394 9 2 5.46 5 32 1 11.26 8
 36 OPTIQ_Alltoallv msg = 8388608 chunk = 65536  2048 41634.0000 49190.5654  6710 36859 36859 3206 9 1 5.49 5 32 1 11.50 8
 37 OPTIQ_Alltoallv msg = 8388608 chunk = 65536  4096 42870.0000 95544.6699  8523 48854 48854 4802 10 1 5.73 6 32 1 10.17 7
 38 OPTIQ_Alltoallv msg = 8388608 chunk = 65536  4096 47953.0000 85416.9708  8335 47071 47071 4737 10 1 5.65 6 32 1 9.94 6
 39 OPTIQ_Alltoallv msg = 8388608 chunk = 65536  4096 56328.0000 72716.9436  8269 46753 46753 4648 10 1 5.65 6 32 1 10.06 7
 40 OPTIQ_Alltoallv msg = 8388608 chunk = 65536  2048 30992.0000 66081.5694  5939 34919 34919 3015 10 2 5.88 6 32 1 11.58 8
 41 OPTIQ_Alltoallv msg = 8388608 chunk = 65536  2048 42212.0000 48517.0094  4657 25094 25094 2346 9 1 5.39 5 32 1 10.70 7
 42 OPTIQ_Alltoallv msg = 8388608 chunk = 65536  2048 34422.0000 59496.8334  4930 26126 26126 2409 9 1 5.30 5 32 1 10.85 7
 43 OPTIQ_Alltoallv msg = 8388608 chunk = 65536  2048 21137.0000 96891.7065  7831 46884 46884 3776 10 1 5.99 6 32 1 12.42 9
 44 OPTIQ_Alltoallv msg = 8388608 chunk = 65536  2048 28855.0000 70975.5675  7464 43057 43057 3620 10 1 5.77 6 32 1 11.89 8
 45 OPTIQ_Alltoallv msg = 8388608 chunk = 65536  2048 32528.0000 62961.1412  6229 32578 32578 3035 9 1 5.23 5 32 1 10.73 6
 46 OPTIQ_Alltoallv msg = 8388608 chunk = 65536  2048 10139.0000 201992.3069  9890 46599 46599 5339 6 3 4.71 5 32 1 8.73 5
 47 OPTIQ_Alltoallv msg = 8388608 chunk = 65536  2048 6502.0000 314980.0062  11076 46452 46452 6197 6 1 4.19 4 32 1 7.50 6
 48 OPTIQ_Alltoallv msg = 8388608 chunk = 65536  2048 5631.0000 363700.9412  11442 50540 50540 5810 6 2 4.42 5 32 1 8.70 6
 49 OPTIQ_Alltoallv msg = 8388608 chunk = 65536  4096 31306.0000 130837.5391  12619 75419 75419 7114 11 1 5.98 6 32 1 10.60 7
 50 OPTIQ_Alltoallv msg = 8388608 chunk = 65536  4096 50399.0000 81271.4538  12421 73262 73262 7229 11 1 5.90 6 32 1 10.13 7
 51 OPTIQ_Alltoallv msg = 8388608 chunk = 65536  4096 37232.0000 110012.8921  12451 71686 71686 6628 11 1 5.76 6 32 1 10.82 7
 52 OPTIQ_Alltoallv msg = 8388608 chunk = 65536  4096 64452.0000 63551.1699  6538 37090 37090 3532 10 1 5.67 6 32 1 10.50 7
 53 OPTIQ_Alltoallv msg = 8388608 chunk = 65536  4096 56388.0000 72639.5687  6458 36229 36229 3519 10 1 5.61 6 32 1 10.30 6
 54 OPTIQ_Alltoallv msg = 8388608 chunk = 65536  4096 70527.0000 58077.0485  6572 37476 37476 3548 10 1 5.70 6 32 1 10.56 7
 55 OPTIQ_Alltoallv msg = 8388608 chunk = 65536  4096 49317.0000 83054.5248  9843 58194 58194 4720 10 1 5.91 6 32 1 12.33 9
 56 OPTIQ_Alltoallv msg = 8388608 chunk = 65536  4096 55212.0000 74186.7710  7956 44875 44875 3711 10 1 5.64 6 32 1 12.09 8
 57 OPTIQ_Alltoallv msg = 8388608 chunk = 65536  4096 50288.0000 81450.8431  8379 47777 47777 3819 10 1 5.70 6 32 1 12.51 9
 58 OPTIQ_Alltoallv msg = 8388608 chunk = 65536  4096 32213.0000 127153.6336  13892 84294 84294 6778 11 1 6.07 6 32 1 12.44 9
 59 OPTIQ_Alltoallv msg = 8388608 chunk = 65536  4096 30752.0000 133194.5890  12570 71835 71835 5726 10 1 5.71 6 32 1 12.55 9
 60 OPTIQ_Alltoallv msg = 8388608 chunk = 65536  4096 46861.0000 87407.4390  11084 61090 61090 4655 10 1 5.51 5 32 1 13.12 9
 61 OPTIQ_Alltoallv msg = 8388608 chunk = 65536  4096 6926.0000 591394.7444  18214 81491 81491 8722 6 2 4.47 5 32 1 9.34 6
 62 OPTIQ_Alltoallv msg = 8388608 chunk = 65536  4096 6864.0000 596736.5967  18842 90004 90004 8188 6 3 4.78 5 32 1 10.99 7
 63 OPTIQ_Alltoallv msg = 8388608 chunk = 65536  4096 10204.0000 401411.2113  19984 89894 89894 8569 5 1 4.50 5 32 1 10.49 9
 64 OPTIQ_Alltoallv msg = 8388608 chunk = 65536  1024 51585.0000 19850.7318  1551 7719 7719 1118 8 1 4.98 5 32 1 6.90 3
 65 OPTIQ_Alltoallv msg = 8388608 chunk = 65536  1024 48794.0000 20986.1868  1523 7509 7509 1072 8 1 4.93 5 32 1 7.00 3
 66 OPTIQ_Alltoallv msg = 8388608 chunk = 65536  1024 49380.0000 20737.1405  1507 7424 7424 1045 8 1 4.93 5 32 1 7.10 3
 67 OPTIQ_Alltoallv msg = 8388608 chunk = 65536  1024 35225.0000 29070.2626  2344 12189 12189 1448 8 1 5.20 5 32 1 8.42 4
 68 OPTIQ_Alltoallv msg = 8388608 chunk = 65536  1024 36181.0000 28302.1475  2356 12172 12172 1420 8 1 5.17 5 32 1 8.57 5
 69 OPTIQ_Alltoallv msg = 8388608 chunk = 65536  1024 36639.0000 27948.3610  2413 12548 12548 1449 8 1 5.20 5 32 1 8.66 4
 70 OPTIQ_Alltoallv msg = 8388608 chunk = 65536  1024 28856.0000 35486.5539  3008 15509 15509 1699 8 1 5.16 5 32 1 9.13 5
 71 OPTIQ_Alltoallv msg = 8388608 chunk = 65536  1024 38040.0000 26919.0326  2894 14796 14796 1662 8 1 5.11 5 32 1 8.90 5
 72 OPTIQ_Alltoallv msg = 8388608 chunk = 65536  1024 29910.0000 34236.0415  2962 15304 15304 1643 8 1 5.17 5 32 1 9.31 5
 73 OPTIQ_Alltoallv msg = 8388608 chunk = 65536  2048 52478.0000 39025.8775  2719 14570 14570 1865 9 1 5.36 5 32 1 7.81 4
 74 OPTIQ_Alltoallv msg = 8388608 chunk = 65536  2048 63728.0000 32136.5805  2601 13763 13763 1779 9 1 5.29 5 32 1 7.74 4
 75 OPTIQ_Alltoallv msg = 8388608 chunk = 65536  2048 68912.0000 29719.0620  2711 14283 14283 1781 9 1 5.27 5 32 1 8.02 4
 76 OPTIQ_Alltoallv msg = 8388608 chunk = 65536  2048 61870.0000 33101.6648  3886 20854 20854 2248 9 1 5.37 5 32 1 9.28 5
 77 OPTIQ_Alltoallv msg = 8388608 chunk = 65536  2048 40991.0000 49962.1868  3808 20231 20231 2094 9 1 5.31 5 32 1 9.66 6
 78 OPTIQ_Alltoallv msg = 8388608 chunk = 65536  2048 49440.0000 41423.9482  3933 21050 21050 2226 9 1 5.35 5 32 1 9.46 6
 79 OPTIQ_Alltoallv msg = 8388608 chunk = 65536  2048 40735.0000 50276.1753  4821 25938 25938 2498 9 1 5.38 5 32 1 10.38 7
 80 OPTIQ_Alltoallv msg = 8388608 chunk = 65536  2048 41106.0000 49822.4104  4934 26284 26284 2395 9 1 5.33 5 32 1 10.97 7
 81 OPTIQ_Alltoallv msg = 8388608 chunk = 65536  2048 41980.0000 48785.1358  5127 27223 27223 2466 9 1 5.31 5 32 1 11.04 7
 82 OPTIQ_Alltoallv msg = 8388608 chunk = 65536  4096 87679.0000 46715.8613  4527 25232 25232 2981 10 1 5.57 5 32 1 8.46 5
 83 OPTIQ_Alltoallv msg = 8388608 chunk = 65536  4096 87875.0000 46611.6643  4407 23996 23996 2862 10 1 5.44 5 32 1 8.38 5
 84 OPTIQ_Alltoallv msg = 8388608 chunk = 65536  4096 102988.0000 39771.6239  4349 24545 24545 2926 10 1 5.64 6 32 1 8.39 5
 85 OPTIQ_Alltoallv msg = 8388608 chunk = 65536  4096 62678.0000 65349.8835  6484 36227 36227 3569 10 1 5.59 5 32 1 10.15 6
 86 OPTIQ_Alltoallv msg = 8388608 chunk = 65536  4096 58937.0000 69497.9385  6627 37203 37203 3615 10 1 5.61 6 32 1 10.29 7
 87 OPTIQ_Alltoallv msg = 8388608 chunk = 65536  4096 56363.0000 72671.7882  6612 37554 37554 3578 10 1 5.68 6 32 1 10.50 7
 88 OPTIQ_Alltoallv msg = 8388608 chunk = 65536  4096 56930.0000 71948.0063  8480 47809 47809 3829 10 1 5.64 6 32 1 12.49 9
 89 OPTIQ_Alltoallv msg = 8388608 chunk = 65536  4096 37638.0000 108826.1863  8723 49172 49172 3923 10 1 5.64 6 32 1 12.53 9
 90 OPTIQ_Alltoallv msg = 8388608 chunk = 65536  4096 43859.0000 93390.1822  8281 47328 47328 3849 10 1 5.72 6 32 1 12.30 9
